"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tua Tagovailoa (MIA)","28","45","62.2","466","10.4","3","1","0","5","5","0","1","1","28.1","28.1","78.9%"
"2","Mac Jones (JAC)","35","54","64.8","316","5.9","3","1","2","2","15","0","0","1","25.1","25.1","2.2%"
"3","Jordan Love (GB)","15","27","55.6","245","9.1","3","0","1","3","12","0","0","1","23.0","23.0","86.0%"
"4","Anthony Richardson (IND)","24","37","64.9","223","6.0","1","1","4","10","40","1","0","1","21.9","21.9","58.9%"
"5","Deshaun Watson (CLE)","16","29","55.2","154","5.3","1","1","3","5","45","1","0","1","21.7","21.7","26.4%"
"6","Justin Herbert (LAC)","23","33","69.7","229","6.9","1","0","3","5","17","1","0","1","20.9","20.9","61.3%"
"7","Patrick Mahomes II (KC)","21","39","53.8","226","5.8","2","1","0","6","45","0","0","1","20.5","20.5","99.4%"
"8","Trevor Lawrence (JAC)","24","32","75.0","241","7.5","2","1","2","7","21","0","0","1","18.7","18.7","66.4%"
"9","Kirk Cousins (ATL)","33","44","75.0","344","7.8","2","1","2","3","7","0","2","1","17.5","17.5","34.7%"
"10","Brock Purdy (SF)","19","29","65.5","220","7.6","2","0","3","3","20","0","1","1","16.8","16.8","91.7%"
"11","Sam Howell (SEA)","19","31","61.3","202","6.5","1","1","6","2","11","1","1","1","16.2","16.2","28.9%"
"12","Jimmy Garoppolo (LAR)","20","26","76.9","200","7.7","2","1","0","9","11","0","0","1","16.1","16.1","1.7%"
"13","Baker Mayfield (TB)","21","34","61.8","173","5.1","2","0","1","8","11","0","0","1","16.0","16.0","44.6%"
"14","Derek Carr (NO)","23","33","69.7","305","9.2","1","1","4","3","4","0","0","1","15.6","15.6","25.0%"
"15","Justin Fields (PIT)","24","37","64.9","216","5.8","1","1","4","9","59","0","1","1","15.5","15.5","49.5%"
"16","Russell Wilson (PIT)","27","34","79.4","177","5.2","2","0","2","1","1","0","0","1","15.2","15.2","30.3%"
"17","Matthew Stafford (LAR)","24","38","63.2","334","8.8","0","0","0","3","11","0","0","1","14.5","14.5","55.8%"
"18","Jared Goff (DET)","22","35","62.9","253","7.2","1","0","1","5","-1","0","0","1","14.0","14.0","70.2%"
"19","Jalen Hurts (PHI)","22","33","66.7","170","5.2","1","0","3","9","37","0","1","1","12.5","12.5","99.9%"
"20","Josh Allen (BUF)","29","41","70.7","236","5.8","1","3","5","6","36","0","1","1","12.0","12.0","99.9%"
"21","Kenny Pickett (PHI)","31","46","67.4","232","5.0","1","2","5","1","4","0","0","1","11.7","11.7","6.8%"
"22","C.J. Stroud (HOU)","28","44","63.6","242","5.5","0","0","5","4","20","0","1","1","9.7","9.7","93.0%"
"23","Bryce Young (CAR)","20","38","52.6","146","3.8","1","2","2","3","17","0","0","1","9.5","9.5","9.1%"
"24","Zach Wilson (DEN)","14","21","66.7","140","6.7","1","1","2","4","6","0","0","1","9.2","9.2","2.2%"
"25","Geno Smith (SEA)","16","26","61.5","112","4.3","1","0","2","1","6","0","0","1","9.1","9.1","37.7%"
"26","Desmond Ridder (ARI)","15","18","83.3","115","6.4","1","0","4","1","-1","0","0","1","7.9","7.9","3.7%"
"27","Lamar Jackson (BAL)","17","22","77.3","169","7.7","0","1","4","6","38","0","1","1","7.6","7.6","99.3%"
"28","Daniel Jones (NYG)","15","28","53.6","104","3.7","0","2","7","13","43","0","0","1","6.5","6.5","10.8%"
"29","Dak Prescott (DAL)","13","24","54.2","143","6.0","0","0","0","1","6","0","0","1","6.3","6.3","96.4%"
"30","Ryan Tannehill (FA)","16","34","47.1","198","5.8","0","3","3","3","5","0","0","1","5.4","5.4","1.1%"
"31","Joe Burrow (CIN)","14","31","45.2","82","2.6","0","0","2","1","-1","0","0","1","3.2","3.2","63.1%"
"32","Joshua Dobbs (SF)","21","30","70.0","132","4.4","0","0","3","3","-3","0","2","1","1.0","1.0","11.2%"
"33","Tyrod Taylor (NYJ)","2","2","100.0","6","3.0","0","0","0","0","0","0","0","1","0.2","0.2","2.6%"
"34","Aaron Rodgers (NYJ)","0","1","0.0","0","0.0","0","0","1","0","0","0","0","1","0.0","0.0","49.1%"
"35","Jayden Daniels (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.7%"
"36","Bo Nix (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"37","Emory Jones (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"39","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"40","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Sean Clifford (GB)","0","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.2%"
"42","Jacob Eason (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"44","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Trey Lance (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"47","Dorian Thompson-Robinson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"48","Ian Book (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"50","Michael Pratt (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"51","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Tanner Mordecai (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Nathan Rourke (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"55","Jordan Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"56","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"61","Rocky Lombardi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Casey Bauman (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Zack Annexstad (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","John Paddock (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Andrew Peasley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Joe Milton III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"70","Carter Bradley (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Will Levis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"74","Max Duggan (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Kedon Slovis (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"77","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"78","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.8%"
"79","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Drake Maye (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"81","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"82","Caleb Williams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.5%"
"83","Aidan O'Connell (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"84","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"85","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"87","Stetson Bennett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Jaren Hall (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"89","Anthony Brown Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"91","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"92","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Case Keenum (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"97","Joe Flacco (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.3%"
"98","Josh Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"99","Brian Hoyer (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Taysom Hill (NO)","0","0","0","0","0","0","0","0","3","4","0","0","1","0.0","0.0","35.8%"
