"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Geno Smith (SEA)","23","41","56.1","334","8.1","3","1","0","2","6","1","0","1","31.0","31.0","37.7%"
"2","Brock Purdy (SF)","19","27","70.4","314","11.6","4","0","2","2","9","0","0","1","29.5","29.5","91.7%"
"3","Dak Prescott (DAL)","29","41","70.7","299","7.3","3","0","4","7","23","0","0","1","28.3","28.3","96.4%"
"4","Jake Browning (CIN)","32","37","86.5","354","9.6","1","0","2","2","22","1","0","1","25.7","25.7","20.7%"
"5","Trevor Lawrence (JAC)","22","29","75.9","258","8.9","2","0","2","5","8","1","0","1","25.1","25.1","66.4%"
"6","Jalen Hurts (PHI)","26","45","57.8","298","6.6","1","0","3","7","20","1","0","1","23.9","23.9","99.9%"
"7","Jordan Love (GB)","25","36","69.4","267","7.4","3","0","2","2","10","0","0","1","23.7","23.7","86.0%"
"8","Matthew Stafford (LAR)","22","37","59.5","279","7.5","3","0","0","1","-2","0","0","1","23.0","23.0","55.8%"
"9","Sam Howell (SEA)","12","23","52.2","127","5.5","0","1","3","4","21","2","0","1","20.2","20.2","28.9%"
"10","Tua Tagovailoa (MIA)","18","24","75.0","280","11.7","2","0","0","0","0","0","0","1","19.2","19.2","78.9%"
"11","Russell Wilson (PIT)","15","26","57.7","186","7.2","1","3","3","10","44","1","0","1","18.8","18.8","30.3%"
"12","Gardner Minshew II (LV)","26","42","61.9","312","7.4","2","0","3","3","2","0","1","1","18.7","18.7","16.7%"
"13","Joe Flacco (IND)","23","44","52.3","254","5.8","2","1","2","0","0","0","0","1","17.2","17.2","17.3%"
"14","Jared Goff (DET)","16","25","64.0","213","8.5","2","0","1","2","-2","0","0","1","16.3","16.3","70.2%"
"15","C.J. Stroud (HOU)","16","27","59.3","274","10.1","1","0","5","6","11","0","0","1","16.1","16.1","93.0%"
"16","Patrick Mahomes II (KC)","21","33","63.6","210","6.4","1","1","3","4","26","0","0","1","14.0","14.0","99.4%"
"17","Kyler Murray (ARI)","13","23","56.5","145","6.3","1","0","2","9","20","0","0","1","11.8","11.8","78.8%"
"18","Will Levis (TEN)","16","33","48.5","224","6.8","1","0","6","2","5","0","1","1","11.5","11.5","10.3%"
"19","Baker Mayfield (TB)","14","29","48.3","202","7.0","1","1","1","2","-2","0","0","1","10.9","10.9","44.6%"
"20","Derek Carr (NO)","17","22","77.3","226","10.3","1","1","2","2","-1","0","1","1","9.9","9.9","25.0%"
"21","Desmond Ridder (ARI)","12","27","44.4","121","4.5","1","0","3","3","0","0","0","1","8.8","8.8","3.7%"
"22","Bryce Young (CAR)","15","31","48.4","178","5.7","0","1","4","0","0","0","0","1","8.1","8.1","9.1%"
