"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"16","Derrick Henry (BAL)","22","101","4.6","14","0","0","4","4","21","5.3","0","0","1","12.2","12.2","99.4%"
"17","Rachaad White (TB)","9","39","4.3","15","0","0","7","7","70","10.0","0","0","1","10.9","10.9","97.5%"
"18","Raheem Mostert (MIA)","13","46","3.5","10","0","1","0","0","0","0","0","0","1","10.6","10.6","91.4%"
"19","Royce Freeman (DAL)","9","44","4.9","10","0","1","0","0","0","0","0","0","1","10.4","10.4","3.2%"
"20","Darrynton Evans (BUF)","4","18","4.5","11","0","1","3","4","22","7.3","0","0","1","10.0","10.0","0.1%"
"21","Jonathan Taylor (IND)","12","95","7.9","42","1","0","1","2","2","2.0","0","0","1","9.7","9.7","98.8%"
"22","Cam Akers (HOU)","9","19","2.1","9","0","1","1","1","6","6.0","0","0","1","8.5","8.5","9.2%"
"23","Darrell Henderson Jr. (FA)","12","31","2.6","7","0","0","3","3","54","18.0","0","0","1","8.5","8.5","5.0%"
"24","Pierre Strong Jr. (CLE)","10","41","4.1","12","0","0","1","1","41","41.0","0","0","1","8.2","8.2","0.6%"
"25","Emari Demercado (ARI)","20","78","3.9","13","0","0","1","1","1","1.0","0","0","1","7.9","7.9","2.1%"
"26","Brian Robinson Jr. (WAS)","10","59","5.9","29","1","0","2","2","20","10.0","0","0","1","7.9","7.9","86.0%"
"27","James Cook (BUF)","14","67","4.8","18","0","0","1","1","6","6.0","0","0","1","7.3","7.3","97.8%"
"28","Kenneth Walker III (SEA)","8","66","8.3","45","1","0","1","2","4","4.0","0","0","1","7.0","7.0","97.1%"
"29","Craig Reynolds (DET)","14","74","5.3","13","0","0","1","1","12","12.0","0","1","1","6.6","6.6","0.7%"
"30","Zach Charbonnet (SEA)","5","53","10.6","21","2","0","2","2","11","5.5","0","0","1","6.4","6.4","64.0%"
"31","Najee Harris (PIT)","7","13","1.9","3","0","0","5","5","42","8.4","0","0","1","5.5","5.5","91.3%"
"32","Justice Hill (BAL)","4","15","3.8","7","0","0","4","4","40","10.0","0","0","1","5.5","5.5","10.1%"
"33","Tony Pollard (TEN)","12","53","4.4","13","0","0","1","1","2","2.0","0","0","1","5.5","5.5","93.1%"
"34","Chuba Hubbard (CAR)","15","28","1.9","8","0","0","2","2","26","13.0","0","0","1","5.4","5.4","49.0%"
"35","AJ Dillon (GB)","6","11","1.8","7","0","0","5","5","41","8.2","0","0","1","5.2","5.2","34.7%"
"36","Rhamondre Stevenson (NE)","10","39","3.9","11","0","0","2","4","11","5.5","0","0","1","5.0","5.0","85.2%"
"37","Dameon Pierce (HOU)","12","46","3.8","16","0","0","0","0","0","0","0","0","1","4.6","4.6","27.7%"
"38","Aaron Jones (MIN)","7","29","4.1","7","0","0","4","5","17","4.3","0","0","1","4.6","4.6","93.9%"
"39","Devin Singletary (NYG)","10","30","3.0","9","0","0","2","2","13","6.5","0","0","1","4.3","4.3","83.9%"
"40","Antonio Gibson (NE)","2","14","7.0","8","0","0","5","5","28","5.6","0","0","1","4.2","4.2","54.0%"
"41","Jaleel McLaughlin (DEN)","4","33","8.3","13","0","0","2","2","6","3.0","0","0","1","3.9","3.9","11.8%"
"42","Jerome Ford (CLE)","9","37","4.1","12","0","0","1","2","2","2.0","0","0","1","3.9","3.9","81.5%"
"43","Jaylen Warren (PIT)","5","19","3.8","8","0","0","4","5","19","4.8","0","0","1","3.8","3.8","84.7%"
"44","Jamaal Williams (NO)","6","30","5.0","10","0","0","1","1","8","8.0","0","0","1","3.8","3.8","10.3%"
"45","Jeff Wilson Jr. (MIA)","5","23","4.6","11","0","0","2","2","14","7.0","0","0","1","3.7","3.7","6.7%"
"46","Isiah Pacheco (KC)","8","40","5.0","19","0","0","3","4","-3","-1.0","0","0","1","3.7","3.7","97.8%"
"47","Tyjae Spears (TEN)","3","27","9.0","23","1","0","3","4","9","3.0","0","0","1","3.6","3.6","64.5%"
"48","Ezekiel Elliott (DAL)","7","36","5.1","17","0","0","0","0","0","0","0","0","1","3.6","3.6","81.3%"
"49","D'Onta Foreman (CLE)","9","34","3.8","12","0","0","1","2","2","2.0","0","0","1","3.6","3.6","19.5%"
"50","Alexander Mattison (LV)","16","31","1.9","10","0","0","1","1","2","2.0","0","0","1","3.3","3.3","41.5%"
"51","Raheem Blackshear (CAR)","3","5","1.7","6","0","0","2","2","26","13.0","0","0","1","3.1","3.1","0.1%"
"52","Tyler Allgeier (ATL)","8","31","3.9","9","0","0","0","0","0","0","0","0","1","3.1","3.1","51.9%"
"53","Roschon Johnson (CHI)","6","21","3.5","11","0","0","3","4","10","3.3","0","0","1","3.1","3.1","13.8%"
"54","Rico Dowdle (DAL)","5","18","3.6","7","0","0","2","2","7","3.5","0","0","1","2.5","2.5","11.4%"
"55","Chase Edmonds (TB)","3","5","1.7","2","0","0","2","3","16","8.0","0","0","1","2.1","2.1","0.8%"
"56","Samaje Perine (DEN)","1","5","5.0","5","0","0","2","3","16","8.0","0","0","1","2.1","2.1","12.7%"
"57","Joshua Kelley (FA)","6","21","3.5","5","0","0","0","0","0","0","0","0","1","2.1","2.1","6.6%"
"58","Kendre Miller (NO)","3","10","3.3","7","0","0","1","1","9","9.0","0","0","1","1.9","1.9","16.7%"
"59","Ameer Abdullah (LV)","1","7","7.0","7","0","0","1","1","12","12.0","0","0","1","1.9","1.9","0.7%"
"60","Matt Breida (FA)","5","13","2.6","6","0","0","1","1","4","4.0","0","0","1","1.7","1.7","1.1%"
"61","Salvon Ahmed (MIA)","2","1","0.5","2","0","0","4","4","16","4.0","0","0","1","1.7","1.7","0.6%"
"62","Keaontay Ingram (KC)","2","9","4.5","14","0","0","1","1","7","7.0","0","0","1","1.6","1.6","1.1%"
"63","Mike Boone (CAR)","1","5","5.0","5","0","0","1","1","11","11.0","0","0","1","1.6","1.6","0.0%"
"64","Latavius Murray (FA)","5","7","1.4","5","0","0","1","1","4","4.0","0","0","1","1.1","1.1","7.6%"
"65","Damien Williams (FA)","2","5","2.5","7","0","0","1","1","4","4.0","0","0","1","0.9","0.9","0.0%"
"66","D'Ernest Johnson (JAC)","2","8","4.0","4","0","0","0","0","0","0","0","0","1","0.8","0.8","2.7%"
"67","Isaiah Spiller (LAC)","3","3","1.0","2","0","0","1","1","5","5.0","0","0","1","0.8","0.8","0.8%"
"68","Jerick McKinnon (FA)","2","-2","-1.0","1","0","0","1","2","10","10.0","0","0","1","0.8","0.8","16.1%"
"69","Cordarrelle Patterson (PIT)","2","7","3.5","4","0","0","0","0","0","0","0","0","1","0.7","0.7","1.4%"
"70","Trayveon Williams (CIN)","2","6","3.0","7","0","0","0","0","0","0","0","0","1","0.6","0.6","0.3%"
"71","Kenneth Gainwell (PHI)","2","-4","-2.0","0","0","0","5","5","30","6.0","0","1","1","0.6","0.6","14.8%"
"72","Dalvin Cook (FA)","2","5","2.5","4","0","0","0","0","0","0","0","0","1","0.5","0.5","9.3%"
"73","Alec Ingold (MIA)","0","0","0","0","0","0","1","2","5","5.0","0","0","1","0.5","0.5","0.1%"
"74","Boston Scott (LAR)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","0.1%"
"75","Clyde Edwards-Helaire (KC)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","23.9%"
"76","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","0.1%"
"77","Elijah Mitchell (SF)","3","2","0.7","5","0","0","0","1","0","0","0","0","1","0.2","0.2","9.0%"
"78","Michael Carter (ARI)","2","2","1.0","1","0","0","0","1","0","0","0","0","1","0.2","0.2","1.3%"
"79","Ke'Shawn Vaughn (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.1%"
"80","J.J. Taylor (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","Trey Sermon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"82","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","57.4%"
"83","La'Mical Perine (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"84","J.K. Dobbins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.9%"
"85","Tony Jones Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","James Robinson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"87","JaMycal Hasty (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"89","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"90","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"92","Devine Ozigbo (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Khari Blasingame (CHI)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"94","Andrew Beck (HOU)","2","1","0.5","1","0","1","1","1","8","8.0","0","1","1","0.0","0.0","0.1%"
"95","Jacob Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Jonathan Ward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Elijah Collins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","74.5%"
"101","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.1%"
"103","Trey Benson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.7%"
"104","Xazavian Valladay (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"106","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"107","Chase Brown (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.5%"
"108","DeWayne McBride (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"109","Lew Nichols III (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Jack Colletto (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Elijah Dotson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","SaRodorick Thompson Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Brittain Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Zonovan Knight (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"116","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Aaron Shampklin (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"120","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"122","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"123","Louis Rees-Zammit (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"124","Aidan Robbins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Austin Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Deshaun Fenwick (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"128","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"129","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Carson Steele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Jaden Shirden (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Emani Bailey (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Ramon Jefferson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"135","Sione Vaki (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"136","Cody Schrader (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"138","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.3%"
"141","Lorenzo Lingard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Jalen Jackson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Jarveon Howard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Kobe Lewis (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Nathaniel Peat (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Chris Collier (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Sam Schnee (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Ray Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"153","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jordan Mims (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Emanuel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"157","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Chris Brooks (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Deneric Prince (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"160","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Jacob Saylors (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"164","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Jaylen Wright (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1%"
"166","Daijun Edwards (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"168","Bucky Irving (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"169","Kendall Milton (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"171","Chris Rodriguez Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"172","Deuce Vaughn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"173","Tyrone Tracy Jr. (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"174","Tyler Goodson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"175","Jordan Mason (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"176","Jashaun Corbin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"177","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"178","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"181","Steele Chambers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Kyren Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"183","Audric Estime (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"184","Ricky Person Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Snoop Conner (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Blake Corum (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.4%"
"187","Ty Johnson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"188","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"189","Jase McClellan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"190","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"191","Khalil Herbert (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.1%"
"192","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Noah Cain (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"195","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"197","Zander Horvath (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"199","Braelon Allen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"200","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"201","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","De'Von Achane (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"203","Zach Evans (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"204","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.0%"
"205","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"206","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"209","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"210","Jake Funk (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Nick Bellore (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"212","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Kyle Juszczyk (SF)","2","0","0.0","1","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"215","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Alex Armah Jr. (FA)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.0%"
"224","Dare Ogunbowale (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"225","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Tarik Cohen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","James Conner (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.6%"
"228","Jeremy McNichols (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Miles Sanders (CAR)","2","0","0.0","4","0","0","0","0","0","0","0","0","1","0.0","0.0","22.3%"
"230","David Montgomery (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.4%"
"231","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"232","Myles Gaskin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"233","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55.6%"
"234","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"235","John Kelly Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Nick Bawden (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Jason Cabinda (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Godwin Igwebuike (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"239","Rashaad Penny (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"240","Keith Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Dwayne Washington (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"245","Ty Montgomery II (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","Michael Burton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Hunter Luepke (DAL)","0","0","0","0","0","0","1","1","-2","-2.0","0","0","1","-0.2","-0.2","0.1%"
"249","Tank Bigsby (JAC)","3","9","3.0","9","0","0","0","0","0","0","0","1","1","-1.1","-1.1","3.8%"
""
""
