"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"32","KhaDarel Hodge (ATL)","3","6","60","20.0","31","2","0","0","0","0","0","1","6.0","6.0","0.1%"
"33","Darius Slayton (NYG)","4","7","59","14.8","34","1","0","0","0","0","0","1","5.9","5.9","2.6%"
"34","Khalil Shakir (BUF)","4","4","57","14.3","23","2","0","0","0","0","0","1","5.7","5.7","13.3%"
"35","Tre Tucker (LV)","2","3","52","26.0","50","1","0","1","4","0","0","1","5.6","5.6","0.6%"
"36","Tyler Boyd (TEN)","3","5","56","18.7","32","1","0","0","0","0","0","1","5.6","5.6","28.1%"
"37","DeMario Douglas (NE)","5","7","55","11.0","18","0","0","1","0","0","0","1","5.5","5.5","23.0%"
"38","Byron Pringle (FA)","3","4","55","18.3","26","1","0","0","0","0","0","1","5.5","5.5","0.0%"
"39","Jaylen Waddle (MIA)","3","6","42","14.0","15","0","0","1","12","0","0","1","5.4","5.4","96.3%"
"40","Jordan Addison (MIN)","5","7","52","10.4","24","2","0","0","0","0","0","1","5.2","5.2","88.3%"
"41","JuJu Smith-Schuster (NE)","6","7","51","8.5","20","1","0","0","0","0","0","1","5.1","5.1","6.9%"
"42","Trey Palmer (TB)","3","4","51","17.0","21","1","0","0","0","0","0","1","5.1","5.1","1.5%"
"43","DK Metcalf (SEA)","1","4","50","50.0","50","1","0","0","0","0","0","1","5.0","5.0","98.5%"
"44","Cooper Kupp (LAR)","2","7","48","24.0","34","1","0","0","0","0","0","1","4.8","4.8","98.0%"
"45","Tyreek Hill (MIA)","8","10","62","7.8","19","0","0","1","3","0","1","1","4.5","4.5","100.0%"
"46","Ja'Marr Chase (CIN)","4","8","41","10.3","32","1","0","0","0","0","0","1","4.1","4.1","99.4%"
"47","Jayden Reed (GB)","3","3","19","6.3","11","0","0","1","21","0","0","1","4.0","4.0","77.3%"
"48","Christian Watson (GB)","1","2","37","37.0","37","1","0","0","0","0","0","1","3.7","3.7","74.8%"
"49","Mack Hollins (BUF)","3","3","36","12.0","18","0","0","0","0","0","0","1","3.6","3.6","0.2%"
"50","Romeo Doubs (GB)","3","3","36","12.0","17","0","0","0","0","0","0","1","3.6","3.6","44.3%"
"51","Davante Adams (LV)","4","7","34","8.5","12","0","0","0","0","0","0","1","3.4","3.4","99.9%"
"52","Dyami Brown (WAS)","2","4","33","16.5","19","0","0","0","0","0","0","1","3.3","3.3","0.1%"
"53","Skyy Moore (KC)","2","3","33","16.5","23","1","0","0","0","0","0","1","3.3","3.3","6.4%"
"54","Tyler Lockett (SEA)","3","8","32","10.7","18","0","0","0","0","0","0","1","3.2","3.2","88.4%"
"55","Puka Nacua (LAR)","3","7","32","10.7","18","0","0","0","0","0","0","1","3.2","3.2","96.9%"
"56","Hunter Renfrow (FA)","2","3","32","16.0","19","0","0","0","0","0","0","1","3.2","3.2","0.6%"
"57","Xavier Gipson (NYJ)","2","2","32","16.0","19","0","0","0","0","0","0","1","3.2","3.2","0.7%"
"58","Adam Thielen (CAR)","5","6","29","5.8","7","0","0","0","0","0","0","1","2.9","2.9","71.9%"
"59","Dontayvion Wicks (GB)","4","4","49","12.3","18","0","0","0","0","0","1","1","2.9","2.9","7.1%"
"60","Chris Moore (ARI)","1","2","29","29.0","29","1","0","0","0","0","0","1","2.9","2.9","0.1%"
"61","Treylon Burks (TEN)","2","3","23","11.5","21","1","0","1","5","0","0","1","2.8","2.8","5.9%"
"62","Rashod Bateman (BAL)","3","5","28","9.3","15","0","0","0","0","0","0","1","2.8","2.8","9.5%"
"63","DJ Moore (CHI)","3","5","44","14.7","18","0","0","0","0","0","1","1","2.4","2.4","97.6%"
"64","Hollywood Brown (KC)","4","8","24","6.0","14","0","0","0","0","0","0","1","2.4","2.4","79.0%"
"65","Nick Westbrook-Ikhine (TEN)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.2%"
"66","Jamison Crowder (WAS)","4","6","23","5.8","7","0","0","0","0","0","0","1","2.3","2.3","0.3%"
"67","Marquez Valdes-Scantling (BUF)","2","3","22","11.0","21","1","0","0","0","0","0","1","2.2","2.2","1.2%"
"68","Rashid Shaheed (NO)","3","3","22","7.3","12","0","0","0","0","0","0","1","2.2","2.2","50.9%"
"69","Trishton Jackson (MIN)","1","3","2","2.0","2","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"70","Michael Gallup (FA)","2","3","19","9.5","11","0","0","0","0","0","0","1","1.9","1.9","6.3%"
"71","Jalin Hyatt (NYG)","2","5","19","9.5","13","0","0","0","0","0","0","1","1.9","1.9","3.4%"
"72","Kadarius Toney (KC)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","5.9%"
"73","Allen Lazard (NYJ)","2","6","18","9.0","12","0","0","0","0","0","0","1","1.8","1.8","4.7%"
"74","K.J. Osborn (NE)","2","2","17","8.5","13","0","0","0","0","0","0","1","1.7","1.7","15.3%"
"75","Quentin Johnston (LAC)","2","3","14","7.0","10","0","0","1","2","0","0","1","1.6","1.6","17.0%"
"76","Chris Godwin (TB)","2","6","16","8.0","15","0","0","0","0","0","0","1","1.6","1.6","90.3%"
"77","Demarcus Robinson (LAR)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","15.3%"
"78","Justin Watson (KC)","2","5","15","7.5","8","0","0","0","0","0","0","1","1.5","1.5","1.7%"
"79","Parris Campbell (PHI)","2","2","15","7.5","10","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"80","DeAndre Carter (CHI)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"81","Elijah Moore (CLE)","2","2","14","7.0","11","0","0","0","0","0","0","1","1.4","1.4","23.1%"
"82","John Metchie III (HOU)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.8%"
"83","Van Jefferson (PIT)","1","4","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","1.3%"
"84","Tutu Atwell (LAR)","4","7","13","3.3","5","0","0","0","0","0","0","1","1.3","1.3","9.3%"
"85","Xavier Hutchinson (HOU)","0","0","0","0","0","0","0","1","12","0","0","1","1.2","1.2","0.1%"
"86","Jalen Reagor (NE)","1","6","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"87","Zay Flowers (BAL)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","91.9%"
"88","Calvin Austin III (PIT)","0","1","0","0","0","0","0","2","10","0","0","1","1.0","1.0","0.8%"
"89","Devin Duvernay (JAC)","2","2","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","0.2%"
"90","Allen Robinson II (NYG)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.6%"
"91","Josh Downs (IND)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","26.8%"
"92","Mecole Hardman Jr. (KC)","3","3","10","3.3","10","0","0","0","0","0","0","1","1.0","1.0","1.2%"
"93","Trent Sherfield Sr. (MIN)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"94","Andrei Iosivas (CIN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.4%"
"95","Olamide Zaccheaus (WAS)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"96","Rondale Moore (ATL)","1","2","5","5.0","5","0","0","4","3","0","0","1","0.8","0.8","5.2%"
"97","Tyquan Thornton (NE)","1","4","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"98","Malik Taylor (NYJ)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"99","Brandin Cooks (DAL)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","43.6%"
"100","Miles Boykin (NYG)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"101","Austin Trammell (JAC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"102","Jonathan Mingo (CAR)","1","4","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","7.0%"
"103","Cedric Tillman (CLE)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.8%"
"104","Greg Dortch (ARI)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","4.3%"
"105","Nelson Agholor (BAL)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.8%"
"106","Austin Watkins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Dee Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"109","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jalen Guyton (LV)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"114","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Deonte Harty (BAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"116","Laviska Shenault Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"117","Justin Jefferson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"118","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.2%"
"119","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"121","Denzel Mims (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Isaiah Hodgins (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"124","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Jerry Jeudy (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.3%"
"126","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Marcus Simms (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Tyron Billy-Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Jeff Smith (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Andy Isabella (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"133","Hakeem Butler (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Deebo Samuel Sr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.7%"
"135","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Davion Davis (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"140","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"141","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"142","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","David Sills (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Lil'Jordan Humphrey (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"146","Stanley Morgan Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Chase Claypool (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"148","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Gabe Davis (JAC)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","53.0%"
"150","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Dan Chisena (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Seth Williams (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Dez Fitzpatrick (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Ihmir Smith-Marsette (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"156","Freddie Swain (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Austin Mack (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"161","Tyrie Cleveland (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"164","Easop Winston Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Marquez Callaway (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"166","Lynn Bowden Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"168","Amon-Ra St. Brown (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"169","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"170","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Jaylon Moore (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"178","Ty Scott (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Daewood Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Shedrick Jackson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Daniel Arias (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Duece Watts (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Malik Heath (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"184","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Sean Ryan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"189","Keon Coleman (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.1%"
"190","Bryan Thompson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Tre'Shaun Harrison (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","David Durden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Michael Wilson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"199","Daylen Baldwin (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Josh Ali (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"202","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"203","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"204","Jalen Wayne (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jake Bobo (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"206","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Jaray Jenkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Shaquan Davis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Jalen Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"212","Grant DuBose (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Malik Knowles (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Cephus Johnson III (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"218","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Matt Landers (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Malik Nabers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.5%"
"223","Rome Odunze (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.1%"
"224","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"225","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Sam Schnee (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Isaiah Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Lawrence Keys III (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","OJ Hiliare (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Tyler Harrell (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Cam Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Ayir Asante (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Isaiah Wooden (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Jalon Calhoun (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Xavier Johnson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Devin Carter (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Ahmarean Brown (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Tre Mosley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Mason Tipton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Leon Johnson III (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Jaelen Gill (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Kyle Sheets (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Corey Crooms Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Sam Wiglusz (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Hayden Hatten (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Peter LeBlanc (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Latreal Jones (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Praise Olatoke (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","John Jiles (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
