"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Justin Reid (KC)","7","1","2","0","0","0","0","0","1","24.3","24.3","32.5%"
"2","Derwin James Jr. (LAC)","7","5","1","2","0","0","0","0","1","23.8","23.8","75.2%"
"3","Tyrique Stevenson (CHI)","4","1","0","4","2","0","0","0","1","22.8","22.8","12.0%"
"4","Rasul Douglas (BUF)","1","1","0","3","2","0","0","1","1","22.8","22.8","7.4%"
"5","Julian Love (SEA)","9","4","0","0","0","1","0","0","1","20.5","20.5","32.4%"
"6","Keisean Nixon (GB)","7","4","0.5","1","0","0","0","0","1","19.5","19.5","23.8%"
"7","Dane Belton (NYG)","1","1","0","2","2","0","1","0","1","19.3","19.3","0.9%"
"8","Donovan Wilson (DAL)","6","5","0","1","1","0","0","0","1","19.3","19.3","21.3%"
"9","Kyle Dugger (NE)","7","3","0","1","0","1","0","0","1","18.3","18.3","22.7%"
"10","Johnathan Abram (NO)","5","0","0","1","1","1","0","0","1","18.0","18.0","1.4%"
"11","Jordan Fuller (CAR)","7","1","0","1","1","0","0","0","1","17.8","17.8","9.0%"
"12","Ronnie Hickman Jr. (CLE)","3","1","0","1","1","0","0","1","1","17.8","17.8","0.2%"
"13","Jessie Bates III (ATL)","9","2","0","0","0","0","0","0","1","17.5","17.5","69.3%"
"14","Cameron Sutton (PIT)","10","0","0","0","0","0","0","0","1","17.5","17.5","0.1%"
"15","Geno Stone (CIN)","6","2","0","1","1","0","0","0","1","17.0","17.0","3.3%"
"16","Eric Rowe (FA)","9","1","0","0","0","0","0","0","1","16.8","16.8","0.1%"
"17","Sydney Brown (PHI)","1","3","0","1","1","0","0","1","1","16.3","16.3","2.6%"
"18","Corey Ballentine (GB)","4","1","0","3","1","0","0","0","1","16.3","16.3","0.6%"
"19","Markquese Bell (DAL)","8","2","0","0","0","0","0","0","1","16.0","16.0","9.5%"
"20","Mike Hilton (CIN)","4","1","1","0","0","0","0","0","1","15.8","15.8","10.3%"
"21","DeShon Elliott (PIT)","7","3","0","0","0","0","0","0","1","15.3","15.3","7.4%"
