"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Khalil Mack (LAC)","8","2","6","1","0","2","0","0","1","59.5","59.5","52.3%"
"2","Nicholas Morrow (BUF)","10","1","3","0","0","1","0","0","1","39.3","39.3","3.9%"
"3","Bobby Wagner (WAS)","9","8","2","0","0","0","0","0","1","32.5","32.5","72.3%"
"4","Quincy Williams (NYJ)","10","3","0","2","0","0","0","0","1","25.3","25.3","50.7%"
"5","Jordyn Brooks (MIA)","4","6","2","0","0","0","1","0","1","25.0","25.0","24.1%"
"6","Quay Walker (GB)","10","9","0","0","0","0","0","0","1","24.3","24.3","37.1%"
"7","Andrew Van Ginkel (MIN)","4","1","2","0","0","0","0","0","1","22.3","22.3","10.4%"
"8","Uchenna Nwosu (SEA)","4","2","2","0","0","1","0","0","1","22.0","22.0","16.4%"
"9","Foyesade Oluokun (JAC)","8","1","0","0","0","0","0","0","1","20.3","20.3","94.3%"
"10","Bobby Okereke (NYG)","6","4","0","1","0","0","0","0","1","18.5","18.5","79.5%"
"11","Leighton Vander Esch (FA)","4","3","0","0","0","0","1","1","1","18.3","18.3","1.9%"
"12","Patrick Queen (PIT)","4","1","1","0","0","0","0","0","1","18.3","18.3","43.1%"
"13","Jahlani Tavai (NE)","4","2","1","1","0","0","0","0","1","18.0","18.0","5.9%"
"14","David Long Jr. (MIA)","7","3","0","0","0","0","0","0","1","17.8","17.8","6.9%"
"15","C.J. Mosley (NYJ)","4","7","0","1","1","0","0","0","1","17.8","17.8","64.2%"
"16","Matt Milano (BUF)","8","2","0","0","0","1","0","0","1","17.5","17.5","21.8%"
"17","Roquan Smith (BAL)","6","4","0","2","0","0","0","0","1","17.5","17.5","90.7%"
"18","Sam Franklin Jr. (CAR)","2","2","0","1","1","0","0","1","1","17.0","17.0","0.4%"
"19","Ernest Jones IV (LAR)","4","6","1","0","0","0","0","0","1","17.0","17.0","59.8%"
"20","Zach Cunningham (FA)","9","4","0","0","0","0","0","0","1","16.5","16.5","1.4%"
"21","Zaire Franklin (IND)","7","5","0.5","0","0","0","0","0","1","16.3","16.3","92.4%"
"22","Azeez Al-Shaair (HOU)","5","4","0","2","0","0","0","0","1","16.0","16.0","42.4%"
"23","Drue Tranquill (KC)","7","1","0","0","0","1","0","0","1","15.3","15.3","11.6%"
"24","Jeremiah Owusu-Koramoah (CLE)","6","1","0","0","0","0","0","0","1","14.8","14.8","26.8%"
"25","Elandon Roberts (PIT)","5","5","0","0","0","0","0","0","1","13.8","13.8","14.4%"
"26","Fred Warner (SF)","8","2","0","0","0","0","0","0","1","13.5","13.5","90.4%"
"27","Dre Greenlaw (SF)","8","2","0","0","0","0","0","0","1","13.5","13.5","37.0%"
"28","Jordan Hicks (CLE)","5","8","0","0","0","0","0","0","1","13.5","13.5","28.8%"
"29","Tremaine Edmunds (CHI)","6","2","0","0","0","0","0","0","1","13.0","13.0","32.4%"
"30","Christian Harris (HOU)","5","7","0","0","0","0","0","0","1","12.8","12.8","10.6%"
"31","Cody Barton (DEN)","8","1","0","0","0","0","0","0","1","12.8","12.8","11.3%"
"32","Alex Singleton (DEN)","4","8","0","0","0","0","0","0","1","12.0","12.0","63.4%"
"33","Jack Gibbens (TEN)","4","6","0","1","0","0","0","0","1","12.0","12.0","5.5%"
