"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Jaelan Phillips (MIA)","5","1","2","1","1","0","0","0","1","27.8","27.8","9.3%"
"2","Chris Jones (KC)","5","0","2","0","0","0","0","0","1","25.5","25.5","24.9%"
"3","Yaya Diaby (TB)","4","0","2","0","0","0","0","0","1","21.5","21.5","7.4%"
"4","Kayvon Thibodeaux (NYG)","3","2","2","1","0","0","0","0","1","20.5","20.5","23.0%"
"5","Jonathan Allen (WAS)","3","1","1.5","0","0","0","0","0","1","16.3","16.3","14.6%"
"6","Myles Garrett (CLE)","2","0","2","0","0","0","0","0","1","16.0","16.0","63.2%"
"7","Dexter Lawrence II (NYG)","4","0","1","2","0","0","0","0","1","15.5","15.5","12.1%"
"8","Vita Vea (TB)","4","0","1","0","0","0","0","0","1","15.0","15.0","5.2%"
"9","Leki Fotu (NYJ)","4","0","1","0","0","0","0","0","1","15.0","15.0","0.3%"
"10","Quinnen Williams (NYJ)","2","4","1","0","0","0","0","0","1","15.0","15.0","26.3%"
"11","Maxx Crosby (LV)","3","3","1","1","0","0","0","0","1","14.8","14.8","69.3%"
"12","Jonathon Cooper (DEN)","2","3","1","0","0","0","0","0","1","14.3","14.3","15.3%"
"13","Aidan Hutchinson (DET)","2","4","1","0","0","1","0","0","1","14.0","14.0","54.7%"
"14","Danielle Hunter (HOU)","2","1","1","0","0","0","0","0","1","12.8","12.8","52.1%"
"15","Will Anderson Jr. (HOU)","2","0","1","0","0","0","0","0","1","12.0","12.0","19.3%"
"16","Trey Hendrickson (CIN)","2","0","1","0","0","0","0","0","1","12.0","12.0","34.8%"
"17","Dante Stills (ARI)","2","2","1","0","0","0","0","0","1","11.0","11.0","0.4%"
"18","Haason Reddick (NYJ)","2","2","1","0","0","0","0","0","1","11.0","11.0","16.2%"
"19","Ed Oliver (BUF)","3","0","1","0","0","0","0","0","1","11.0","11.0","21.2%"
"20","Odafe Oweh (BAL)","3","0","1","0","0","0","0","0","1","11.0","11.0","5.6%"
"21","Justin Madubuike (BAL)","3","0","1","0","0","0","0","0","1","11.0","11.0","24.1%"
"22","D.J. Wonnum (CAR)","2","2","1","0","0","0","0","0","1","11.0","11.0","11.5%"
"23","Michael Hoecht (LAR)","5","1","0","0","0","0","0","0","1","10.8","10.8","13.0%"
"24","Arik Armstead (JAC)","2","1","1","0","0","0","0","0","1","10.3","10.3","3.0%"
"25","Tavius Robinson (BAL)","2","1","1","0","0","0","0","0","1","10.3","10.3","0.3%"
"26","Jonah Williams (MIN)","1","3","1","0","0","0","0","0","1","10.3","10.3","0.3%"
"27","Sebastian Joseph-Day (TEN)","2","1","1","0","0","0","0","0","1","10.3","10.3","1.9%"
"28","Cameron Heyward (PIT)","5","0","0","0","0","0","0","0","1","10.0","10.0","22.6%"
"29","Derrick Brown (CAR)","4","2","0","0","0","0","0","0","1","10.0","10.0","39.1%"
"30","Daron Payne (WAS)","1","2","1","0","0","0","0","0","1","9.5","9.5","15.0%"
"31","Alim McNeill (DET)","2","0","1","0","0","0","0","0","1","9.5","9.5","2.3%"
"32","DeMarcus Lawrence (DAL)","1","2","1","0","0","0","0","0","1","9.5","9.5","11.8%"
"33","Chase Young (NO)","2","0","1","0","0","0","0","0","1","9.5","9.5","10.1%"
"34","Milton Williams (PHI)","4","1","0","0","0","0","0","0","1","9.3","9.3","1.8%"
"35","Nick Bosa (SF)","1","2","1.5","0","0","0","0","0","1","9.0","9.0","62.7%"
"36","Montez Sweat (CHI)","1","1","1","0","0","0","0","0","1","8.8","8.8","34.3%"
"37","Jadeveon Clowney (CAR)","1","1","1","0","0","0","0","0","1","8.8","8.8","22.3%"
"38","Zach Allen (DEN)","3","2","0","0","0","0","0","0","1","8.5","8.5","10.7%"
"39","Victor Dimukeje (ARI)","4","0","0","0","0","0","0","0","1","8.5","8.5","0.5%"
"40","Tuli Tuipulotu (LAC)","3","0","0","1","0","0","0","0","1","8.5","8.5","3.9%"
"41","BJ Ojulari (ARI)","1","0","1","0","0","0","0","0","1","8.0","8.0","2.4%"
"42","Shaq Lawson (FA)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.0%"
"43","Jihad Ward (MIN)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.1%"
"44","Sam Williams (DAL)","1","0","1","0","0","0","0","0","1","8.0","8.0","1.4%"
"45","Karl Brooks (GB)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.5%"
"46","D.J. Jones (DEN)","2","1","0","0","0","1","0","0","1","7.8","7.8","4.0%"
"47","Josh Paschal (DET)","2","3","0","0","0","0","0","0","1","7.8","7.8","1.4%"
"48","George Karlaftis III (KC)","2","1","1","0","0","0","0","0","1","7.8","7.8","12.6%"
"49","Travon Walker (JAC)","1","3","0.5","1","0","0","0","0","1","7.3","7.3","11.2%"
"50","Quinton Jefferson (CLE)","1","2","0","0","0","1","0","0","1","7.0","7.0","3.2%"
"51","Micheal Clemons (NYJ)","3","0","0","0","0","0","0","0","1","7.0","7.0","0.7%"
"52","Kenny Clark (GB)","1","0","0","1","0","1","0","0","1","7.0","7.0","8.2%"
"53","Brian Burns (NYG)","2","1","0","0","0","0","0","0","1","6.3","6.3","41.7%"
"54","Teair Tart (MIA)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.1%"
"55","Rashad Weaver (TEN)","1","1","0","1","0","0","0","0","1","6.3","6.3","0.4%"
"56","Harrison Phillips (MIN)","1","3","0","0","0","0","0","0","1","6.3","6.3","22.4%"
"57","Jermaine Johnson II (NYJ)","3","2","0","0","0","0","0","0","1","6.0","6.0","8.7%"
"58","Roy Lopez (ARI)","3","2","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"59","Nick Williams (FA)","1","2","0","0","0","0","0","0","1","5.5","5.5","3.0%"
"60","Christian Wilkins (LV)","2","0","0","0","0","0","0","0","1","5.5","5.5","47.1%"
"61","Clelin Ferrell (WAS)","1","0","0","0","0","0","1","0","1","5.5","5.5","1.5%"
"62","Jeffery Simmons (TEN)","2","0","0","0","0","0","0","0","1","5.5","5.5","26.9%"
"63","Aaron Donald (FA)","1","0","0","1","0","0","0","0","1","5.5","5.5","11.0%"
"64","Justin Jones (ARI)","3","1","0","0","0","0","0","0","1","5.3","5.3","2.3%"
"65","John Jenkins (LV)","2","3","0","0","0","0","0","0","1","5.3","5.3","1.2%"
"66","Will McDonald IV (NYJ)","1","1","0","0","0","0","0","0","1","4.8","4.8","4.0%"
"67","Quinton Bohanna (TEN)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"68","Kobie Turner (LAR)","2","2","0","0","0","0","0","0","1","4.5","4.5","8.5%"
"69","John Cominsky (DET)","2","0","0","1","0","0","0","0","1","4.5","4.5","1.0%"
"70","Brent Urban (BAL)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.3%"
"71","Keeanu Benton (PIT)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.5%"
"72","Javon Hargrave (SF)","2","2","0","0","0","0","0","0","1","4.5","4.5","14.0%"
"73","Jarran Reed (SEA)","1","2","0","1","0","0","0","0","1","4.5","4.5","5.2%"
"74","A'Shawn Robinson (CAR)","2","2","0","0","0","0","0","0","1","4.5","4.5","3.8%"
"75","Bilal Nichols (ARI)","3","0","0","0","0","0","0","0","1","4.5","4.5","1.2%"
"76","Phil Hoskins (ARI)","2","2","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"77","Josh Sweat (PHI)","2","2","0","0","0","0","0","0","1","4.5","4.5","13.9%"
"78","Bobby Brown III (LAR)","1","1","0.5","0","0","0","0","0","1","4.3","4.3","0.8%"
"79","Dorance Armstrong Jr. (WAS)","0","3","0.5","0","0","0","0","0","1","4.3","4.3","3.5%"
"80","Jonathan Greenard (MIN)","1","0","0","0","0","0","0","0","1","4.0","4.0","28.5%"
"81","Denico Autry (HOU)","1","0","0","0","0","0","0","0","1","4.0","4.0","9.5%"
"82","Kingsley Enagbare (GB)","1","0","0","0","0","0","0","0","1","4.0","4.0","0.4%"
"83","Khalil Davis (HOU)","1","0","0","0","0","0","0","0","1","4.0","4.0","1.2%"
"84","Cam Sample (CIN)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.4%"
"85","Zach Sieler (MIA)","1","1","0","1","0","0","0","0","1","3.8","3.8","25.1%"
"86","Nick Thurman (CAR)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.6%"
"87","Arden Key (TEN)","2","1","0","0","0","0","0","0","1","3.8","3.8","1.9%"
"88","Jalen Carter (PHI)","2","1","0","0","0","0","0","0","1","3.8","3.8","13.3%"
"89","Jonathan Harris (MIA)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.9%"
"90","Leonard Williams (SEA)","2","1","0","0","0","0","0","0","1","3.8","3.8","10.3%"
"91","Byron Young (LAR)","1","3","0","0","0","0","0","0","1","3.8","3.8","32.6%"
"92","Josh Hines-Allen (JAC)","0","2","0.5","0","0","0","0","0","1","3.5","3.5","44.0%"
"93","Dylan Horton (HOU)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.4%"
"94","Jordan Davis (PHI)","1","2","0","0","0","0","0","0","1","3.0","3.0","4.6%"
"95","Khyiris Tonga (ARI)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"96","Mike Danna (KC)","2","0","0","0","0","0","0","0","1","3.0","3.0","4.8%"
"97","Jerry Hughes (HOU)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.6%"
"98","Greg Rousseau (BUF)","2","0","0","0","0","0","0","0","1","3.0","3.0","14.7%"
"99","Myles Murphy (CIN)","2","0","0","0","0","0","0","0","1","3.0","3.0","4.4%"
"100","Bryce Huff (PHI)","2","0","0","0","0","0","0","0","1","3.0","3.0","3.9%"
"101","Lukas Van Ness (GB)","2","0","0","0","0","0","0","0","1","3.0","3.0","5.2%"
"102","Matt Henningsen (DEN)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.7%"
"103","Shelby Harris (CLE)","0","0","0","2","0","0","0","0","1","3.0","3.0","0.9%"
"104","Chauncey Golston (DAL)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","0.6%"
"105","Logan Hall (TB)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.3%"
"106","Phidarian Mathis (WAS)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"107","Tyler Lacy (JAC)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"108","Gervon Dexter Sr. (CHI)","0","1","0","1","0","0","0","0","1","2.3","2.3","1.5%"
"109","Tyree Wilson (LV)","1","1","0","0","0","0","0","0","1","2.3","2.3","6.8%"
"110","Folorunso Fatukasi (HOU)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.5%"
"111","Kyle Peko (DET)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
