"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Josh Hines-Allen (JAC)","3","0","3","0","0","1","0","0","1","25.5","25.5","44.0%"
"2","D.J. Wonnum (CAR)","4","2","1","1","0","0","1","1","1","25.5","25.5","11.5%"
"3","Nik Bonitto (DEN)","3","1","2.5","0","0","1","0","0","1","24.3","24.3","1.9%"
"4","Dayo Odeyingbo (IND)","5","2","1.5","1","0","1","0","0","1","23.0","23.0","1.7%"
"5","Maxx Crosby (LV)","5","3","2","0","0","0","0","0","1","22.8","22.8","69.3%"
"6","Jonathan Greenard (MIN)","4","1","2","0","0","0","0","0","1","22.3","22.3","28.5%"
"7","Jonathon Cooper (DEN)","2","3","1","0","0","0","1","1","1","21.8","21.8","15.3%"
"8","Greg Rousseau (BUF)","3","0","2","1","0","0","0","0","1","19.0","19.0","14.7%"
"9","Vita Vea (TB)","2","1","2","0","0","1","0","0","1","18.3","18.3","5.2%"
"10","Aaron Donald (FA)","3","2","1","0","0","0","0","0","1","17.5","17.5","11.0%"
"11","Kayvon Thibodeaux (NYG)","2","0","2","1","0","0","0","0","1","17.5","17.5","23.0%"
"12","Bryan Bresee (NO)","3","1","1","0","0","0","0","0","1","16.8","16.8","3.1%"
"13","David Onyemata (ATL)","2","5","1.5","0","0","0","0","0","1","15.3","15.3","4.9%"
"14","Yetur Gross-Matos (SF)","4","0","1","0","0","0","0","0","1","15.0","15.0","1.2%"
"15","Devonte Wyatt (GB)","3","1","1","0","0","0","0","0","1","14.3","14.3","1.7%"
"16","Ed Oliver (BUF)","3","0","1","0","0","0","0","0","1","13.5","13.5","21.2%"
"17","Jonathan Allen (WAS)","2","2","1","0","0","0","0","0","1","13.5","13.5","14.6%"
"18","Mario Edwards Jr. (HOU)","2","1","1","1","0","1","0","0","1","13.3","13.3","0.0%"
"19","Josh Sweat (PHI)","3","2","1","0","0","0","0","0","1","12.5","12.5","13.9%"
"20","John Cominsky (DET)","3","2","1","0","0","0","0","0","1","12.5","12.5","1.0%"
"21","Sam Hubbard (CIN)","4","0","1","0","0","0","0","0","1","12.5","12.5","21.2%"
"22","Alim McNeill (DET)","2","0","1","0","0","0","0","0","1","12.0","12.0","2.3%"
"23","Trey Hendrickson (CIN)","3","3","0.5","0","0","0","0","0","1","11.3","11.3","34.8%"
"24","Deatrich Wise Jr. (NE)","2","2","1","0","0","0","0","0","1","11.0","11.0","2.7%"
"25","Javon Hargrave (SF)","2","2","1","0","0","0","0","0","1","11.0","11.0","14.0%"
"26","Karl Brooks (GB)","2","0","1","1","0","0","0","0","1","11.0","11.0","0.5%"
"27","Broderick Washington Jr. (BAL)","3","0","1","0","0","0","0","0","1","11.0","11.0","0.1%"
"28","Aidan Hutchinson (DET)","1","1","1.5","0","0","0","0","0","1","10.8","10.8","54.7%"
"29","Myles Murphy (CIN)","2","1","1","0","0","0","0","0","1","10.3","10.3","4.4%"
"30","Joshua Uche (NE)","2","1","1","0","0","0","0","0","1","10.3","10.3","0.8%"
"31","Chris Jones (KC)","2","1","1","0","0","0","0","0","1","10.3","10.3","24.9%"
"32","Jerry Hughes (HOU)","2","1","1","0","0","0","0","0","1","10.3","10.3","0.6%"
"33","Myles Adams (SEA)","1","3","1","0","0","0","0","0","1","10.3","10.3","0.0%"
"34","Marcus Davenport (DET)","1","3","1","0","0","0","0","0","1","10.3","10.3","1.9%"
"35","Chase Young (NO)","2","1","1","0","0","0","0","0","1","10.3","10.3","10.1%"
"36","Maurice Hurst II Jr. (CLE)","2","2","0","1","0","0","1","0","1","10.0","10.0","0.1%"
"37","John Jenkins (LV)","5","1","0","1","0","0","0","0","1","9.8","9.8","1.2%"
"38","Trevis Gipson (JAC)","1","0","1","0","0","1","0","0","1","9.5","9.5","1.0%"
"39","Dante Fowler Jr. (WAS)","1","0","1","0","0","1","0","0","1","9.5","9.5","3.3%"
"40","Montez Sweat (CHI)","3","0","0","0","0","0","0","0","1","9.5","9.5","34.3%"
"41","DaQuan Jones (BUF)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.6%"
