"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"19","Ezekiel Elliott (DAL)","12","27","2.3","6","0","0","9","11","33","3.7","1","0","1","12.0","12.0","81.3%"
"20","Chuba Hubbard (CAR)","16","43","2.7","13","0","1","1","1","8","8.0","0","0","1","11.1","11.1","49.0%"
"21","Raheem Mostert (MIA)","11","46","4.2","15","0","0","1","1","4","4.0","1","0","1","11.0","11.0","91.4%"
"22","Jonathan Taylor (IND)","18","43","2.4","13","0","1","0","1","0","0","0","0","1","10.3","10.3","98.8%"
"23","Antonio Gibson (NE)","9","30","3.3","11","0","1","1","2","2","2.0","0","0","1","9.2","9.2","54.0%"
"24","Austin Ekeler (WAS)","15","65","4.3","10","0","0","3","4","21","7.0","0","0","1","8.6","8.6","92.9%"
"25","Jerome Ford (CLE)","15","25","1.7","10","0","1","1","2","-2","-2.0","0","0","1","8.3","8.3","81.5%"
"26","Kenneth Gainwell (PHI)","6","41","6.8","22","1","0","3","3","38","12.7","0","0","1","7.9","7.9","14.8%"
"27","Javonte Williams (DEN)","11","24","2.2","9","0","1","3","3","-5","-1.7","0","1","1","7.9","7.9","89.2%"
"28","Ty Chandler (MIN)","8","17","2.1","6","0","1","0","0","0","0","0","0","1","7.7","7.7","57.4%"
"29","Dameon Pierce (HOU)","3","6","2.0","4","0","0","1","2","10","10.0","0","0","1","7.6","7.6","27.7%"
"30","Kareem Hunt (FA)","7","11","1.6","4","0","1","2","4","5","2.5","0","0","1","7.6","7.6","27.2%"
"31","AJ Dillon (GB)","7","12","1.7","3","0","1","0","0","0","0","0","0","1","7.2","7.2","34.7%"
"32","Joe Mixon (HOU)","11","43","3.9","13","0","0","2","4","7","3.5","0","0","1","7.0","7.0","99.0%"
"33","Jaleel McLaughlin (DEN)","6","37","6.2","12","0","0","4","5","30","7.5","0","0","1","6.7","6.7","11.8%"
"34","Tyjae Spears (TEN)","9","40","4.4","11","0","0","5","6","27","5.4","0","0","1","6.7","6.7","64.5%"
"35","Isiah Pacheco (KC)","11","26","2.4","12","0","1","4","4","0","0.0","0","1","1","6.6","6.6","97.8%"
"36","Devin Singletary (NYG)","9","44","4.9","17","0","0","3","3","19","6.3","0","0","1","6.3","6.3","83.9%"
"37","Justice Hill (BAL)","10","26","2.6","6","0","0","3","3","31","10.3","0","0","1","5.7","5.7","10.1%"
"38","Kenneth Walker III (SEA)","16","54","3.4","24","1","0","1","2","2","2.0","0","0","1","5.6","5.6","97.1%"
"39","Jaylen Warren (PIT)","8","24","3.0","5","0","0","5","6","30","6.0","0","0","1","5.4","5.4","84.7%"
"40","Roschon Johnson (CHI)","9","37","4.1","10","0","0","3","3","16","5.3","0","0","1","5.3","5.3","13.8%"
"41","Emari Demercado (ARI)","2","10","5.0","7","0","0","7","8","40","5.7","0","0","1","5.0","5.0","2.1%"
"42","James Cook (BUF)","20","70","3.5","10","0","0","0","0","0","0","0","1","1","5.0","5.0","97.8%"
"43","Clyde Edwards-Helaire (KC)","4","6","1.5","4","0","0","3","3","42","14.0","0","0","1","4.8","4.8","23.9%"
"44","Tony Pollard (TEN)","12","38","3.2","7","0","0","1","1","5","5.0","0","0","1","4.3","4.3","93.1%"
"45","Israel Abanikanda (NYJ)","9","43","4.8","12","0","0","0","0","0","0","0","0","1","4.3","4.3","0.7%"
"46","Alvin Kamara (NO)","9","19","2.1","5","0","0","5","6","16","3.2","0","0","1","3.5","3.5","98.2%"
"47","Cordarrelle Patterson (PIT)","7","26","3.7","11","0","0","2","2","7","3.5","0","0","1","3.3","3.3","1.4%"
"48","Travis Etienne Jr. (JAC)","6","12","2.0","4","0","0","3","3","19","6.3","0","0","1","3.1","3.1","99.7%"
"49","De'Von Achane (MIA)","7","24","3.4","9","0","0","1","3","7","7.0","0","0","1","3.1","3.1","95.8%"
"50","Tyler Goodson (IND)","1","15","15.0","15","0","0","1","2","15","15.0","0","0","1","3.0","3.0","0.1%"
"51","Samaje Perine (DEN)","1","2","2.0","2","0","0","4","5","27","6.8","0","0","1","2.9","2.9","12.7%"
"52","Chase Edmonds (TB)","10","25","2.5","6","0","0","0","0","0","0","0","0","1","2.5","2.5","0.8%"
"53","Jeff Wilson Jr. (MIA)","5","21","4.2","8","0","0","1","1","4","4.0","0","0","1","2.5","2.5","6.7%"
"54","Chase Brown (CIN)","4","16","4.0","5","0","0","2","2","8","4.0","0","0","1","2.4","2.4","40.5%"
"55","Pierre Strong Jr. (CLE)","5","22","4.4","8","0","0","0","1","0","0","0","0","1","2.2","2.2","0.6%"
"56","Kevin Harris (NE)","7","21","3.0","6","0","0","0","0","0","0","0","0","1","2.1","2.1","0.2%"
"57","Brandon Bolden (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"58","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"59","Leonard Fournette (FA)","5","20","4.0","9","0","0","0","0","0","0","0","0","1","2.0","2.0","2.1%"
"60","Ronnie Rivers (LAR)","6","20","3.3","10","0","0","0","0","0","0","0","0","1","2.0","2.0","0.6%"
"61","Jamaal Williams (NO)","2","8","4.0","4","0","0","1","1","5","5.0","0","0","1","1.3","1.3","10.3%"
"62","Ameer Abdullah (LV)","2","11","5.5","7","0","0","1","1","1","1.0","0","0","1","1.2","1.2","0.7%"
"63","Alec Ingold (MIA)","0","0","0","0","0","0","2","2","12","6.0","0","0","1","1.2","1.2","0.1%"
"64","Hunter Luepke (DAL)","2","3","1.5","2","0","0","1","1","8","8.0","0","0","1","1.1","1.1","0.1%"
"65","Miles Sanders (CAR)","3","3","1.0","3","0","0","1","2","5","5.0","0","0","1","0.8","0.8","22.3%"
"66","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","0.6","0.6","0.1%"
"67","Dare Ogunbowale (HOU)","1","6","6.0","6","0","0","0","3","0","0","0","0","1","0.6","0.6","0.3%"
"68","Kyle Juszczyk (SF)","0","0","0","0","0","0","1","2","5","5.0","0","0","1","0.5","0.5","0.8%"
"69","Isaiah Spiller (LAC)","2","1","0.5","1","0","0","1","1","4","4.0","0","0","1","0.5","0.5","0.8%"
"70","Michael Burton (DEN)","1","0","0.0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","0.0%"
"71","Rico Dowdle (DAL)","2","4","2.0","4","0","0","0","2","0","0","0","0","1","0.4","0.4","11.4%"
"72","Patrick Taylor Jr. (SF)","3","4","1.3","2","0","0","1","1","-1","-1.0","0","0","1","0.3","0.3","2.0%"
"73","Trey Sermon (IND)","2","3","1.5","4","0","0","0","0","0","0","0","0","1","0.3","0.3","0.9%"
"74","Matt Breida (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","1.1%"
"75","D'Ernest Johnson (JAC)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","2.7%"
"76","DeeJay Dallas (ARI)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.6%"
"77","Cam Akers (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2%"
"78","La'Mical Perine (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"79","Zack Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75.0%"
"80","J.K. Dobbins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.9%"
"81","Derrick Gore (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"83","Darrynton Evans (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"84","J.J. Taylor (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"85","Tony Jones Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"87","JaMycal Hasty (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"90","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"91","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"92","Andrew Beck (HOU)","0","0","0","0","0","0","2","2","6","3.0","1","0","1","0.0","0.0","0.1%"
"93","Jacob Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","James Robinson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Jonathan Ward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Elijah Collins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.0%"
"100","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"101","Trey Benson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.7%"
"102","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.1%"
"103","Xazavian Valladay (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"105","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"106","DeWayne McBride (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"107","Jack Colletto (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Elijah Dotson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Lew Nichols III (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Brittain Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.7%"
"114","Zonovan Knight (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"115","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Aaron Shampklin (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"119","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Jaden Shirden (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Louis Rees-Zammit (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"122","Aidan Robbins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Austin Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Deshaun Fenwick (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"126","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"127","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Carson Steele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"130","Ramon Jefferson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Emani Bailey (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"133","Sione Vaki (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"134","Cody Schrader (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Ray Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"138","Lorenzo Lingard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Jalen Jackson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Jarveon Howard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Kobe Lewis (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Nathaniel Peat (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Chris Collier (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Sam Schnee (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"150","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.3%"
"151","Chris Brooks (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"153","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Emanuel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"155","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Jordan Mims (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Deneric Prince (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"158","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Jacob Saylors (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Bucky Irving (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"163","Jaylen Wright (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1%"
"164","Daijun Edwards (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"166","Deuce Vaughn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"167","Tyrone Tracy Jr. (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"168","Jordan Mason (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"169","Kendall Milton (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Jashaun Corbin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"172","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"173","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Tank Bigsby (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"176","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"177","Steele Chambers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Audric Estime (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"179","Ricky Person Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Snoop Conner (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Blake Corum (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.4%"
"182","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"183","Jase McClellan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"184","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"185","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"186","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Michael Carter (ARI)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","1.3%"
"188","Rhamondre Stevenson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.2%"
"189","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"191","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"192","Zander Horvath (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Braelon Allen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"194","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"195","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"197","Zach Evans (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"198","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.0%"
"199","Noah Cain (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"203","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"204","Jake Funk (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Ty Johnson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"206","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Latavius Murray (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.6%"
"209","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Alex Armah Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Tarik Cohen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jeremy McNichols (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","D'Onta Foreman (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.5%"
"222","Dalvin Cook (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.3%"
"223","Mike Boone (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Patrick Laird (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Josh Jacobs (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.2%"
"226","Damien Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.6%"
"227","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"228","Myles Gaskin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"229","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55.6%"
"230","Royce Freeman (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"231","Patrick Ricard (BAL)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"232","John Kelly Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Nick Bawden (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Rashaad Penny (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"235","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Dwayne Washington (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Alexander Mattison (LV)","2","-1","-0.5","1","0","0","0","0","0","0","0","0","1","-0.1","-0.1","41.5%"
"241","Joshua Kelley (FA)","1","-2","-2.0","0","0","0","0","0","0","0","0","0","1","-0.2","-0.2","6.6%"
"242","Zach Charbonnet (SEA)","2","0","0.0","3","0","0","1","2","-4","-4.0","0","0","1","-0.4","-0.4","64.0%"
"243","Boston Scott (LAR)","1","3","3.0","3","0","0","0","0","0","0","0","1","1","-1.7","-1.7","0.1%"
""
""
