"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Kwity Paye (IND)","4","2","2","0","0","2","0","0","1","23.5","23.5","14.2%"
"2","Josh Hines-Allen (JAC)","3","4","1.5","1","1","0","0","0","1","22.5","22.5","44.0%"
"3","Will Anderson Jr. (HOU)","3","2","2","1","0","0","0","0","1","20.5","20.5","19.3%"
"4","Javon Kinlaw (NYJ)","2","2","2","0","0","0","0","0","1","17.5","17.5","1.5%"
"5","Jarran Reed (SEA)","4","3","1","0","0","0","0","0","1","17.3","17.3","5.2%"
"6","Jermaine Johnson II (NYJ)","2","2","1.5","0","0","0","0","0","1","15.5","15.5","8.7%"
"7","Fletcher Cox (FA)","2","1","1.5","0","0","0","0","0","1","14.8","14.8","1.1%"
"8","Denico Autry (HOU)","3","1","1","1","0","1","0","0","1","14.8","14.8","9.5%"
"9","Jonathan Harris (MIA)","3","0","1","0","0","0","0","0","1","13.5","13.5","0.9%"
"10","Kobie Turner (LAR)","1","4","1.5","0","0","0","0","0","1","13.0","13.0","8.5%"
"11","Quinton Jefferson (CLE)","1","4","1.5","0","0","0","0","0","1","13.0","13.0","3.2%"
"12","Zach Sieler (MIA)","1","3","1.5","0","0","0","0","0","1","12.3","12.3","25.1%"
"13","Mike Danna (KC)","3","1","1","0","0","0","0","0","1","11.8","11.8","4.8%"
"14","Jonathan Greenard (MIN)","3","1","1","0","0","0","0","0","1","11.8","11.8","28.5%"
"15","Yaya Diaby (TB)","3","3","1","0","0","0","0","0","1","10.8","10.8","7.4%"
"16","DeForest Buckner (IND)","3","3","0.5","1","0","0","0","0","1","10.3","10.3","46.4%"
"17","Leonard Williams (SEA)","2","1","1","0","0","0","0","0","1","10.3","10.3","10.3%"
"18","Christian Elliss (NE)","4","2","0","0","0","0","0","0","1","10.0","10.0","0.9%"
"19","Aaron Donald (FA)","2","3","0.5","0","0","0","0","0","1","9.8","9.8","11.0%"
"20","Kenny Clark (GB)","2","3","0.5","0","0","0","0","0","1","9.8","9.8","8.2%"
"21","Sam Hubbard (CIN)","1","2","1","0","0","0","0","0","1","9.5","9.5","21.2%"
"22","Darrell Taylor (SEA)","2","0","1","0","0","0","0","0","1","9.5","9.5","1.0%"
"23","Charles Omenihu (KC)","1","2","1","0","0","0","0","0","1","9.5","9.5","0.8%"
"24","Tuli Tuipulotu (LAC)","1","0","0","0","0","1","1","0","1","9.5","9.5","3.9%"
"25","Lukas Van Ness (GB)","2","0","1","0","0","0","0","0","1","9.5","9.5","5.2%"
"26","Arnold Ebiketie (ATL)","1","0","1","0","0","1","0","0","1","9.5","9.5","1.5%"
"27","Osa Odighizuwa (DAL)","3","3","0","0","0","0","0","0","1","9.3","9.3","5.4%"
"28","Byron Young (LAR)","4","1","0","0","0","0","0","0","1","9.3","9.3","32.6%"
"29","Quinnen Williams (NYJ)","3","1","0","0","0","1","0","0","1","9.3","9.3","26.3%"
"30","Johnathan Hankins (SEA)","3","1","1","0","0","0","0","0","1","9.3","9.3","0.0%"
"31","Emmanuel Ogbah (MIA)","1","1","1","0","0","0","0","0","1","8.8","8.8","1.2%"
"32","Kentavius Street (ATL)","2","1","0","0","0","0","0","0","1","8.8","8.8","0.0%"
"33","Romeo Okwara (FA)","1","1","1","0","0","0","0","0","1","8.8","8.8","0.0%"
"34","Josh Paschal (DET)","3","0","0","0","0","0","1","0","1","8.5","8.5","1.4%"
"35","D.J. Jones (DEN)","3","2","0","0","0","0","0","0","1","8.5","8.5","4.0%"
"36","Nick Bosa (SF)","2","4","0","0","0","0","0","0","1","8.5","8.5","62.7%"
"37","Jonathon Cooper (DEN)","4","3","0","0","0","0","0","0","1","8.3","8.3","15.3%"
"38","Dayo Odeyingbo (IND)","4","3","0","0","0","0","0","0","1","8.3","8.3","1.7%"
"39","Zach Allen (DEN)","2","4","0.5","0","0","0","0","0","1","8.0","8.0","10.7%"
"40","Trey Hendrickson (CIN)","1","0","1","0","0","0","0","0","1","8.0","8.0","34.8%"
"41","Kalia Davis (SF)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.1%"
"42","Bruce Irvin (FA)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.1%"
"43","K'Lavon Chaisson (CAR)","2","0","0","0","0","0","0","0","1","8.0","8.0","0.9%"
"44","Keeanu Benton (PIT)","1","1","0","1","0","1","0","0","1","7.8","7.8","1.5%"
"45","DeMarcus Lawrence (DAL)","2","4","0","1","0","0","0","0","1","7.5","7.5","11.8%"
"46","Keion White (NE)","2","2","0","0","0","0","0","0","1","7.0","7.0","1.6%"
"47","Tyquan Lewis (IND)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.3%"
"48","Bobby Brown III (LAR)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.8%"
"49","Solomon Thomas (NYJ)","1","3","0","0","0","0","0","0","1","6.3","6.3","0.8%"
"50","Anthony Nelson (TB)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.3%"
"51","Daron Payne (WAS)","2","1","0","0","0","0","0","0","1","6.3","6.3","15.0%"
"52","Quinton Bohanna (TEN)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"53","Kevin Strong (FA)","3","2","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"54","Haason Reddick (NYJ)","2","1","0.5","0","0","0","0","0","1","5.8","5.8","16.2%"
"55","Joseph Ossai (CIN)","1","0","1","0","0","0","0","0","1","5.5","5.5","0.5%"
"56","Nick Williams (FA)","1","2","0","0","0","0","0","0","1","5.5","5.5","3.0%"
"57","Aidan Hutchinson (DET)","2","0","0","0","0","0","0","0","1","5.5","5.5","54.7%"
"58","Dante Stills (ARI)","0","2","0","0","0","0","1","0","1","5.5","5.5","0.4%"
"59","Calais Campbell (MIA)","1","2","0","0","0","0","0","0","1","5.5","5.5","3.7%"
"60","Nathan Shepherd (NO)","2","3","0","0","0","0","0","0","1","5.3","5.3","1.7%"
"61","Austin Johnson (BUF)","3","1","0","0","0","0","0","0","1","5.3","5.3","2.4%"
"62","DJ Reader (DET)","1","5","0","0","0","0","0","0","1","5.3","5.3","2.4%"
"63","B.J. Hill (CIN)","2","1","0","1","0","0","0","0","1","5.3","5.3","4.9%"
"64","Travon Walker (JAC)","0","4","0.5","0","0","0","0","0","1","5.0","5.0","11.2%"
"65","Tanoh Kpassagnon (NO)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"66","Logan Hall (TB)","1","1","0","0","0","0","0","0","1","4.8","4.8","1.3%"
"67","Cameron Jordan (NO)","1","1","0","0","0","0","0","0","1","4.8","4.8","5.7%"
"68","Yetur Gross-Matos (SF)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.2%"
"69","Jordan Davis (PHI)","1","2","0","1","0","0","0","0","1","4.5","4.5","4.6%"
"70","David Onyemata (ATL)","2","2","0","0","0","0","0","0","1","4.5","4.5","4.9%"
"71","Carl Granderson (NO)","1","2","0","1","0","0","0","0","1","4.5","4.5","27.1%"
"72","BJ Ojulari (ARI)","1","2","0","1","0","0","0","0","1","4.5","4.5","2.4%"
"73","Sheldon Rankins (CIN)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.7%"
"74","Dre'Mont Jones (SEA)","2","2","0","0","0","0","0","0","1","4.5","4.5","4.7%"
"75","Dorance Armstrong Jr. (WAS)","1","2","0","1","0","0","0","0","1","4.5","4.5","3.5%"
"76","Christian Barmore (NE)","1","0","0","0","0","0","0","0","1","4.0","4.0","15.0%"
"77","Morgan Fox (LAC)","1","0","0","0","0","0","0","0","1","4.0","4.0","2.1%"
"78","Larry Ogunjobi (PIT)","0","3","0","1","0","0","0","0","1","3.8","3.8","2.1%"
"79","Isaiahh Loudermilk (PIT)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.3%"
"80","Jonathan Ledbetter (FA)","1","3","0","0","0","0","0","0","1","3.8","3.8","1.0%"
"81","Jalen Carter (PHI)","2","1","0","0","0","0","0","0","1","3.8","3.8","13.3%"
"82","Derrick Brown (CAR)","1","3","0","0","0","0","0","0","1","3.8","3.8","39.1%"
"83","Alim McNeill (DET)","2","1","0","0","0","0","0","0","1","3.8","3.8","2.3%"
"84","T.J. Slaton (GB)","0","3","0","1","0","0","0","0","1","3.8","3.8","0.9%"
"85","Khalen Saunders (NO)","1","3","0","0","0","0","0","0","1","3.8","3.8","1.2%"
"86","Roy Lopez (ARI)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"87","Shy Tuttle (CAR)","1","3","0","0","0","0","0","0","1","3.8","3.8","1.7%"
"88","Christian Wilkins (LV)","1","2","0","0","0","0","0","0","1","3.0","3.0","47.1%"
"89","Javon Hargrave (SF)","0","2","0","1","0","0","0","0","1","3.0","3.0","14.0%"
"90","Davon Godchaux (NE)","1","2","0","0","0","0","0","0","1","3.0","3.0","3.5%"
"91","Perrion Winfrey (FA)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"92","Matt Dickerson (KC)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"93","Cameron Young (SEA)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"94","Kingsley Enagbare (GB)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.4%"
"95","Jonah Williams (MIN)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.3%"
"96","Jordan Elliott (SF)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.3%"
"97","Ta'Quon Graham (ATL)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.3%"
"98","Malcolm Roach (DEN)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.9%"
"99","Eric Johnson II (IND)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","0.0%"
"100","Arden Key (TEN)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","1.9%"
"101","Devonte Wyatt (GB)","0","1","0.5","0","0","0","0","0","1","2.8","2.8","1.7%"
"102","Matt Henningsen (DEN)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.7%"
"103","Amare Barno (CAR)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.7%"
"104","Armon Watts (NE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.6%"
"105","John Cominsky (DET)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.0%"
"106","Maliek Collins (SF)","1","1","0","0","0","0","0","0","1","2.3","2.3","2.0%"
"107","Mike Purcell (FA)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"108","Calijah Kancey (TB)","1","1","0","0","0","0","0","0","1","2.3","2.3","6.7%"
"109","George Karlaftis III (KC)","1","1","0","0","0","0","0","0","1","2.3","2.3","12.6%"
"110","Josh Sweat (PHI)","1","1","0","0","0","0","0","0","1","2.3","2.3","13.9%"
"111","Jeffery Simmons (TEN)","1","1","0","0","0","0","0","0","1","2.3","2.3","26.9%"
"112","Cam Sample (CIN)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.4%"
"113","Keir Thomas (LAR)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"114","John Franklin-Myers (DEN)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.6%"
"115","Kyle Peko (DET)","0","1","0","1","0","0","0","0","1","2.3","2.3","0.1%"
"116","Dalvin Tomlinson (CLE)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.9%"
"117","Lawrence Guy Sr. (FA)","1","1","0","0","0","0","0","0","1","2.3","2.3","4.0%"
"118","Boye Mafe (SEA)","1","1","0","0","0","0","0","0","1","2.3","2.3","8.2%"
"119","Vita Vea (TB)","1","1","0","0","0","0","0","0","1","2.3","2.3","5.2%"
"120","Bryan Bresee (NO)","1","1","0","0","0","0","0","0","1","2.3","2.3","3.1%"
"121","Albert Huggins (FA)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"122","Otito Ogbonnia (LAC)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.8%"
"123","Brian Burns (NYG)","1","0","0","0","0","0","0","0","1","1.5","1.5","41.7%"
"124","Adam Gotsis (JAC)","0","2","0","0","0","0","0","0","1","1.5","1.5","1.2%"
"125","Cameron Heyward (PIT)","1","0","0","0","0","0","0","0","1","1.5","1.5","22.6%"
"126","Raekwon Davis (IND)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.3%"
"127","Milton Williams (PHI)","0","2","0","0","0","0","0","0","1","1.5","1.5","1.8%"
"128","Rashad Weaver (TEN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.4%"
"129","Derrick Nnadi (KC)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.8%"
"130","Markees Watts (TB)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"131","Micheal Clemons (NYJ)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"132","Shelby Harris (CLE)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.9%"
"133","Jalen Harris (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
