"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Bradley Chubb (MIA)","5","2","3","0","0","2","1","0","1","38.0","38.0","16.7%"
"2","Jeremiah Owusu-Koramoah (CLE)","6","0","1","2","1","0","0","0","1","26.0","26.0","26.8%"
"3","Eric Kendricks (DAL)","9","3","1","1","0","0","0","0","1","23.8","23.8","30.8%"
"4","Tremaine Edmunds (CHI)","5","4","0","1","1","0","0","1","1","23.0","23.0","32.4%"
"5","Demario Davis (NO)","8","2","1","0","0","0","0","0","1","22.5","22.5","20.4%"
"6","Lavonte David (TB)","7","2","0.5","1","0","0","0","0","1","20.5","20.5","52.5%"
"7","Azeez Al-Shaair (HOU)","7","6","0","0","0","0","0","0","1","20.0","20.0","42.4%"
"8","Fred Warner (SF)","8","1","0.5","0","0","1","0","0","1","18.8","18.8","90.4%"
"9","Alex Anzalone (DET)","7","5","0","1","0","0","0","0","1","18.3","18.3","30.8%"
"10","Khaleke Hudson (NO)","8","5","0","0","0","0","0","0","1","18.3","18.3","2.3%"
"11","E.J. Speed (IND)","9","1","0","0","0","1","0","0","1","18.3","18.3","40.0%"
"12","Ernest Jones IV (LAR)","2","5","1","1","0","0","0","0","1","17.3","17.3","59.8%"
"13","T.J. Watt (PIT)","2","1","2","0","0","0","0","0","1","16.8","16.8","79.0%"
"14","Christian Harris (HOU)","7","1","0","0","0","0","0","0","1","16.3","16.3","10.6%"
"15","Denzel Perryman (LAC)","7","3","0","0","0","0","0","0","1","15.3","15.3","10.2%"
"16","Divine Deablo (LV)","7","5","0","0","0","0","0","0","1","14.3","14.3","12.5%"
"17","Devin Lloyd (JAC)","8","3","0","0","0","0","0","0","1","14.3","14.3","24.1%"
"18","Bobby Wagner (WAS)","8","3","0","0","0","0","0","0","1","14.3","14.3","72.3%"
"19","Germaine Pratt (CIN)","5","6","0.5","0","0","0","0","0","1","14.0","14.0","15.8%"
"20","Nicholas Morrow (BUF)","5","3","0","1","0","0","0","0","1","13.8","13.8","3.9%"
"21","Foyesade Oluokun (JAC)","8","2","0","0","0","0","0","0","1","13.5","13.5","94.3%"
"22","Cody Barton (DEN)","5","8","0","0","0","0","0","0","1","13.5","13.5","11.3%"
"23","Damone Clark (DAL)","7","4","0","0","0","0","0","0","1","13.5","13.5","7.9%"
"24","Elandon Roberts (PIT)","8","1","0","0","0","0","0","0","1","12.8","12.8","14.4%"
"25","Samson Ebukam (IND)","2","1","1.5","0","0","0","0","0","1","12.3","12.3","8.2%"
"26","Josey Jewell (CAR)","7","2","0","0","0","0","0","0","1","12.0","12.0","28.8%"
"27","Ivan Pace Jr. (MIN)","7","2","0","0","0","0","0","0","1","12.0","12.0","14.8%"
"28","Dre Greenlaw (SF)","7","1","0","0","0","0","0","0","1","11.3","11.3","37.0%"
