"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"36","Dorian Thompson-Robinson (CLE)","1","1","100.0","5","5.0","0","0","0","0","0","0","0","1","0.2","0.2","0.6%"
"37","Mason Rudolph (TEN)","2","3","66.7","3","1.0","0","0","1","0","0","0","0","1","0.1","0.1","1.6%"
"38","Jayden Daniels (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.7%"
"39","Emory Jones (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Bo Nix (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"41","Kenny Pickett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8%"
"42","Davis Mills (HOU)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"43","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"44","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"46","Jacob Eason (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"48","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Trey Lance (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"51","Mac Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"52","Ian Book (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Aaron Rodgers (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.1%"
"54","Michael Pratt (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"55","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.0%"
"56","Tanner Mordecai (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"58","Jordan Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"59","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Rocky Lombardi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Casey Bauman (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Zack Annexstad (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","John Paddock (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Andrew Peasley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Joe Milton III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"73","Carter Bradley (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"76","Max Duggan (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Caleb Williams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.5%"
"78","Kedon Slovis (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"80","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.8%"
"82","C.J. Stroud (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"83","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Drake Maye (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"85","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"86","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Anthony Richardson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.9%"
"88","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"89","Stetson Bennett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"90","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"91","Jaren Hall (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"92","Anthony Brown Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.1%"
"94","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.7%"
"100","Kirk Cousins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.7%"
"101","Josh Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Taysom Hill (NO)","0","1","0.0","0","0.0","0","0","0","1","1","0","0","1","0.0","0.0","35.8%"
"103","P.J. Walker (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Logan Woodside (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Mike White (MIA)","2","2","100.0","4","2.0","0","0","0","2","-2","0","0","1","0.0","0.0","0.2%"
"106","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"107","Nathan Peterman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Joshua Dobbs (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2%"
"109","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"110","Cooper Rush (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"111","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.6%"
"112","Justin Herbert (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.3%"
"113","Brett Rypien (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Tim Boyle (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Will Grier (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","John Wolford (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8%"
"118","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"119","Jameis Winston (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"120","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"122","Carson Wentz (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"123","Jeff Driskel (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Brandon Allen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Nate Sudfeld (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Taylor Heinicke (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"127","Kyle Allen (PIT)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.0%"
"128","Zach Wilson (DEN)","4","11","36.4","26","2.4","0","0","4","0","0","0","1","1","-1.0","-1.0","2.2%"
""
""
