"Rank","Player","FG","FGA","PCT","LG","1-19","20-29","30-39","40-49","50+","XPT","XPA","G","FPTS","FPTS/G","ROST"
"1","Younghoe Koo (ATL)","4","4","100.0","54","0","1","0","1","2","2","2","1","19.0","19.0","65.7%"
"2","Chase McLaughlin (TB)","3","3","100.0","55","0","0","1","1","1","4","4","1","16.0","16.0","6.7%"
"3","Daniel Carlson (LV)","3","3","100.0","46","0","1","0","2","0","3","3","1","14.0","14.0","24.2%"
"4","Justin Tucker (BAL)","3","3","100.0","45","0","0","2","1","0","4","4","1","14.0","14.0","98.8%"
"5","Matt Gay (IND)","2","2","100.0","57","0","1","0","0","1","3","3","1","11.0","11.0","35.5%"
"6","Cameron Dicker (LAC)","2","2","100.0","55","0","0","1","0","1","3","3","1","11.0","11.0","45.5%"
"7","Nick Folk (TEN)","3","3","100.0","48","0","0","2","1","0","1","1","1","11.0","11.0","9.4%"
"8","Greg Joseph (GB)","3","3","100.0","32","1","0","2","0","0","2","2","1","11.0","11.0","3.7%"
"9","Dustin Hopkins (CLE)","2","3","66.7","45","0","0","1","1","0","3","3","1","10.0","10.0","30.3%"
"10","Anders Carlson (GB)","2","3","66.7","34","0","1","1","0","0","2","2","1","8.0","8.0","2.0%"
"11","Chris Boswell (PIT)","2","2","100.0","30","0","1","1","0","0","2","2","1","8.0","8.0","17.1%"
"12","Blake Grupe (NO)","1","2","50.0","55","0","0","0","0","1","3","3","1","8.0","8.0","3.8%"
"13","Greg Zuerlein (NYJ)","2","2","100.0","47","0","0","0","2","0","0","0","1","8.0","8.0","41.9%"
"14","Eddy Pineiro (CAR)","2","2","100.0","49","0","0","1","1","0","1","1","1","8.0","8.0","1.4%"
"15","Joey Slye (NE)","2","2","100.0","37","0","0","2","0","0","2","2","1","8.0","8.0","0.6%"
"16","Brandon Aubrey (DAL)","1","1","100.0","51","0","0","0","0","1","2","2","1","7.0","7.0","96.9%"
"17","Evan McPherson (CIN)","1","1","100.0","20","0","1","0","0","0","3","3","1","6.0","6.0","83.1%"
"18","Chad Ryland (NE)","1","1","100.0","43","0","0","0","1","0","2","2","1","6.0","6.0","0.4%"
"19","Ka'imi Fairbairn (HOU)","1","1","100.0","50","0","0","0","0","1","1","1","1","6.0","6.0","48.8%"
"20","Lucas Havrisik (FA)","1","2","50.0","52","0","0","0","0","1","0","0","1","5.0","5.0","2.1%"
"21","Cairo Santos (CHI)","1","2","50.0","31","0","0","1","0","0","2","2","1","5.0","5.0","23.4%"
"22","Jake Elliott (PHI)","0","0","0","0","0","0","0","0","0","4","4","1","4.0","4.0","93.7%"
"23","Tyler Bass (BUF)","1","1","100.0","34","0","0","1","0","0","1","1","1","4.0","4.0","47.3%"
"24","Jason Myers (SEA)","1","1","100.0","33","0","0","1","0","0","0","0","1","3.0","3.0","31.7%"
"25","Harrison Butker (KC)","0","0","0","0","0","0","0","0","0","3","3","1","3.0","3.0","95.5%"
"26","Jason Sanders (MIA)","0","0","0","0","0","0","0","0","0","2","2","1","2.0","2.0","46.2%"
"27","Ramiz Ahmed (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"28","Wil Lutz (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"29","Michael Badgley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1%"
"30","Austin Seibert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"31","Matthew Wright (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"32","Tanner Brown (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"33","John Parker Romo (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"34","Jude McAtamney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"35","Spencer Shrader (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","James Turner (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"37","Harrison Mevis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Jack Browning (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Brayden Narveson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Joshua Karty (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"41","Cam Little (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"42","Charlie Smyth (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Will Reichard (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"44","Jake Bates (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.4%"
"45","Riley Patterson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.1%"
"46","Cade York (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"47","Jake Moody (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.4%"
"48","Piotr Czech (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Steven Weatherford (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Ricky Schmit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Zac Derr (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Parker Douglass (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Jason Reda (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Graham Gano (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"55","Garrett Rivas (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Carlos Martinez (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Andrew Wellock (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Matt Prater (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.7%"
"59","Mark Hickok (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","MacKenzie Hoambrecker (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Andrew Jacas (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Garrett Lindholm (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Connor Hughes (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Kai Forbath (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"65","Randy Bullock (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Saverio Rocca (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
