"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Sam Howell (SEA)","39","52","75.0","397","7.6","4","1","1","3","11","0","0","1","32.0","32.0","28.9%"
"2","Josh Allen (BUF)","31","40","77.5","324","8.1","2","1","2","7","41","1","0","1","30.1","30.1","99.9%"
"3","Dak Prescott (DAL)","25","31","80.6","304","9.8","4","1","3","4","19","0","0","1","29.1","29.1","96.4%"
"4","Joe Burrow (CIN)","28","32","87.5","283","8.8","3","0","3","6","43","0","0","1","27.6","27.6","63.1%"
"5","Jalen Hurts (PHI)","29","38","76.3","319","8.4","4","0","2","4","6","0","1","1","27.4","27.4","99.9%"
"6","Will Levis (TEN)","19","29","65.5","238","8.2","4","0","2","7","11","0","0","1","26.6","26.6","10.3%"
"7","Joshua Dobbs (SF)","25","37","67.6","208","5.6","2","2","2","6","26","1","0","1","24.9","24.9","11.2%"
"8","Justin Herbert (LAC)","31","40","77.5","298","7.5","3","0","0","1","1","0","0","1","24.0","24.0","61.3%"
"9","Tua Tagovailoa (MIA)","30","45","66.7","324","7.2","3","1","2","6","8","0","1","1","22.8","22.8","78.9%"
"10","Baker Mayfield (TB)","25","42","59.5","237","5.6","2","0","3","3","19","0","0","1","21.4","21.4","44.6%"
"11","Brock Purdy (SF)","22","31","71.0","365","11.8","1","2","2","6","57","0","1","1","20.3","20.3","91.7%"
"12","Kirk Cousins (ATL)","23","31","74.2","274","8.8","2","0","2","2","9","0","0","1","19.9","19.9","34.7%"
"13","Derek Carr (NO)","19","27","70.4","310","11.5","2","0","1","1","-1","0","1","1","18.3","18.3","25.0%"
"14","Russell Wilson (PIT)","12","19","63.2","114","6.0","3","0","6","8","30","0","1","1","17.6","17.6","30.3%"
"15","Geno Smith (SEA)","23","37","62.2","254","6.9","2","2","1","2","-3","0","0","1","15.9","15.9","37.7%"
"16","Gardner Minshew II (LV)","23","41","56.1","213","5.2","2","1","2","1","3","0","0","1","15.8","15.8","16.7%"
"17","Trevor Lawrence (JAC)","24","32","75.0","292","9.1","1","1","3","1","10","0","0","1","15.7","15.7","66.4%"
"18","Jordan Love (GB)","24","41","58.5","229","5.6","1","1","4","4","34","0","0","1","15.6","15.6","86.0%"
"19","Bryce Young (CAR)","22","31","71.0","235","7.6","1","0","6","4","11","0","0","1","14.5","14.5","9.1%"
"20","Jared Goff (DET)","26","37","70.3","272","7.4","1","1","0","2","-2","0","0","1","13.7","13.7","70.2%"
"21","Mac Jones (JAC)","19","29","65.5","161","5.6","2","1","3","1","-2","0","0","1","13.2","13.2","2.2%"
"22","Tyson Bagent (CHI)","25","37","67.6","232","6.3","0","2","1","4","-1","1","0","1","13.2","13.2","0.6%"
"23","C.J. Stroud (HOU)","16","24","66.7","140","5.8","0","0","2","2","13","1","0","1","12.9","12.9","93.0%"
"24","P.J. Walker (SEA)","15","31","48.4","248","8.0","1","2","3","6","27","0","1","1","12.6","12.6","0.0%"
"25","Taylor Heinicke (ATL)","12","21","57.1","175","8.3","1","0","1","2","14","0","0","1","12.4","12.4","3.1%"
"26","Matthew Stafford (LAR)","13","22","59.1","162","7.4","1","1","1","1","9","0","0","1","12.4","12.4","55.8%"
"27","Zach Wilson (DEN)","17","36","47.2","240","6.7","1","0","4","4","25","0","2","1","12.1","12.1","2.2%"
