"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","C.J. Stroud (HOU)","30","42","71.4","470","11.2","5","0","3","0","10","0","0","1","41.8","41.8","93.0%"
"2","Dak Prescott (DAL)","29","44","65.9","374","8.5","3","0","5","6","14","0","0","1","28.4","28.4","96.4%"
"3","Jalen Hurts (PHI)","17","23","73.9","207","9.0","2","0","3","10","36","1","0","1","25.9","25.9","99.9%"
"4","Josh Allen (BUF)","26","38","68.4","258","6.8","1","1","1","8","44","1","0","1","25.7","25.7","99.9%"
"5","Joshua Dobbs (SF)","20","30","66.7","158","5.3","2","0","3","7","66","1","2","1","24.9","24.9","11.2%"
"6","Joe Burrow (CIN)","31","44","70.5","348","7.9","2","0","1","5","4","0","0","1","22.3","22.3","63.1%"
"7","Deshaun Watson (CLE)","19","30","63.3","219","7.3","2","0","1","3","22","0","0","1","19.0","19.0","26.4%"
"8","Baker Mayfield (TB)","21","30","70.0","265","8.8","2","0","2","4","4","0","0","1","19.0","19.0","44.6%"
"9","Tyson Bagent (CHI)","18","30","60.0","220","7.3","2","3","2","8","70","0","1","1","18.8","18.8","0.6%"
"10","Sam Howell (SEA)","29","45","64.4","325","7.2","1","1","3","5","27","0","0","1","18.7","18.7","28.9%"
"11","Derek Carr (NO)","25","34","73.5","211","6.2","2","0","0","3","3","0","0","1","16.7","16.7","25.0%"
"12","Patrick Mahomes II (KC)","20","30","66.7","185","6.2","2","0","2","6","24","0","1","1","15.8","15.8","99.4%"
"13","Taylor Heinicke (ATL)","21","38","55.3","268","7.1","1","1","1","3","20","0","0","1","15.7","15.7","3.1%"
"14","Jordan Love (GB)","20","26","76.9","228","8.8","1","0","4","4","7","0","0","1","13.8","13.8","86.0%"
"15","Tua Tagovailoa (MIA)","21","34","61.8","193","5.7","1","0","3","2","7","0","0","1","12.4","12.4","78.9%"
"16","Mac Jones (JAC)","24","44","54.5","220","5.0","1","1","0","3","3","0","0","1","12.1","12.1","2.2%"
"17","Bryce Young (CAR)","24","39","61.5","173","4.4","1","3","4","5","41","0","0","1","12.0","12.0","9.1%"
"18","Lamar Jackson (BAL)","21","26","80.8","187","7.2","0","0","1","10","60","0","1","1","11.5","11.5","99.3%"
"19","Tommy DeVito (NYG)","15","20","75.0","175","8.8","1","2","6","4","17","0","0","1","10.7","10.7","3.1%"
"20","Kenny Pickett (PHI)","19","30","63.3","160","5.3","1","0","0","1","-1","0","0","1","10.3","10.3","6.8%"
"21","Will Levis (TEN)","22","39","56.4","262","6.7","0","1","4","1","2","0","0","1","9.7","9.7","10.3%"
"22","Gardner Minshew II (LV)","17","26","65.4","127","4.9","1","0","1","5","5","0","0","1","9.6","9.6","16.7%"
"23","Aidan O'Connell (LV)","16","25","64.0","209","8.4","0","0","0","0","0","0","0","1","8.4","8.4","2.9%"
"24","Zach Wilson (DEN)","33","49","67.3","263","5.4","0","0","8","2","7","0","2","1","7.2","7.2","2.2%"
"25","Justin Herbert (LAC)","16","30","53.3","136","4.5","0","0","5","3","17","0","0","1","7.1","7.1","61.3%"
"26","Tyler Huntley (CLE)","5","7","71.4","38","5.4","1","0","0","4","8","0","0","1","6.3","6.3","0.6%"
"27","Jaren Hall (MIN)","5","6","83.3","78","13.0","0","0","0","2","11","0","0","1","4.2","4.2","3.0%"
"28","Brett Rypien (CHI)","13","28","46.4","130","4.6","0","1","1","3","19","0","1","1","4.1","4.1","0.0%"
"29","Geno Smith (SEA)","13","28","46.4","157","5.6","0","1","4","2","4","0","1","1","3.7","3.7","37.7%"
"30","Daniel Jones (NYG)","4","9","44.4","25","2.8","0","0","2","2","9","0","0","1","1.9","1.9","10.8%"
"31","Clayton Tune (ARI)","11","20","55.0","58","2.9","0","2","7","5","28","0","1","1","1.1","1.1","0.0%"
"32","Aaron Rodgers (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.1%"
"33","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"34","Jayden Daniels (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.7%"
"35","Bo Nix (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"36","Emory Jones (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"37","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"38","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.4%"
"39","Justin Fields (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.5%"
"40","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"41","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Jacob Eason (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"45","Desmond Ridder (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"46","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Trey Lance (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
