"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","T.J. Watt (PIT)","5","0","3","1","0","2","1","0","1","35.5","35.5","79.0%"
"2","Roquan Smith (BAL)","8","8","1","0","0","0","0","0","1","27.0","27.0","90.7%"
"3","Germaine Pratt (CIN)","7","4","1","0","0","1","0","0","1","26.5","26.5","15.8%"
"4","Zaire Franklin (IND)","10","7","0","1","0","1","0","0","1","25.8","25.8","92.4%"
"5","Bobby Wagner (WAS)","8","10","0","0","0","0","0","0","1","22.0","22.0","72.3%"
"6","Dennis Gardeck (ARI)","3","1","2","0","0","1","0","0","1","19.8","19.8","2.8%"
"7","Quay Walker (GB)","1","3","0","1","1","0","0","1","1","18.8","18.8","37.1%"
"8","Patrick Queen (PIT)","3","8","1","1","0","0","0","0","1","18.5","18.5","43.1%"
"9","Quincy Williams (NYJ)","9","1","0","1","0","0","0","0","1","18.3","18.3","50.7%"
"10","Foyesade Oluokun (JAC)","8","5","0","1","0","0","0","0","1","17.3","17.3","94.3%"
"11","Ernest Jones IV (LAR)","4","5","0","0","0","0","0","0","1","17.3","17.3","59.8%"
"12","Matt Milano (BUF)","3","5","0","1","1","0","0","0","1","17.3","17.3","21.8%"
"13","Demario Davis (NO)","9","1","0","0","0","0","0","0","1","16.8","16.8","20.4%"
"14","Devin White (PHI)","7","5","0","0","0","0","0","0","1","16.8","16.8","21.2%"
"15","Tremaine Edmunds (CHI)","7","1","0","0","0","0","0","0","1","16.3","16.3","32.4%"
"16","Lavonte David (TB)","6","2","0","0","0","0","0","0","1","15.5","15.5","52.5%"
"17","Elandon Roberts (PIT)","6","2","0","0","0","0","0","0","1","15.5","15.5","14.4%"
"18","Denzel Perryman (LAC)","6","5","0","0","0","0","0","0","1","15.3","15.3","10.2%"
"19","Jordyn Brooks (MIA)","5","7","0","0","0","0","0","0","1","15.3","15.3","24.1%"
"20","T.J. Edwards (CHI)","6","8","0","0","0","0","0","0","1","15.0","15.0","78.7%"
"21","Divine Deablo (LV)","5","4","0","1","0","0","0","0","1","14.5","14.5","12.5%"
"22","Troy Andersen (ATL)","3","7","0.5","0","0","0","0","0","1","14.3","14.3","9.8%"
"23","Fred Warner (SF)","5","3","0","1","0","0","0","0","1","13.8","13.8","90.4%"
"24","Lorenzo Carter (ATL)","2","0","1","0","0","0","1","0","1","13.5","13.5","1.4%"
"25","Kyzir White (ARI)","5","4","0","0","0","0","0","0","1","13.0","13.0","21.4%"
"26","Logan Wilson (CIN)","6","2","0","0","0","0","0","0","1","13.0","13.0","62.2%"
"27","E.J. Speed (IND)","3","2","0","0","0","1","0","0","1","12.5","12.5","40.0%"
"28","Micah McFadden (NYG)","3","7","0","0","0","0","0","0","1","12.3","12.3","7.1%"
"29","Zaven Collins (ARI)","0","2","0","1","1","0","1","0","1","12.0","12.0","5.1%"
"30","Leonard Floyd (SF)","1","2","1.5","0","0","0","0","0","1","11.5","11.5","4.8%"
"31","Christian Harris (HOU)","4","2","1","0","0","0","0","0","1","11.5","11.5","10.6%"
"32","Ja'Whaun Bentley (NE)","3","6","0","0","0","0","0","0","1","11.5","11.5","14.4%"
"33","Kaden Elliss (ATL)","6","3","0","0","0","0","0","0","1","11.3","11.3","14.3%"
"34","Kwon Alexander (FA)","7","1","0","0","0","0","0","0","1","11.3","11.3","1.1%"
"35","Terrel Bernard (BUF)","4","7","0","0","0","0","0","0","1","11.3","11.3","49.2%"
"36","Matthew Judon (NE)","3","0","1","0","0","0","0","0","1","11.0","11.0","17.0%"
"37","Robert Spillane (LV)","4","3","0","0","0","0","0","0","1","10.8","10.8","32.4%"
"38","Shaquille Leonard (FA)","3","5","0","0","0","0","0","0","1","10.8","10.8","21.3%"
