"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Ifeatu Melifonwu (DET)","5","0","2","2","1","0","0","0","1","28.5","28.5","5.2%"
"2","Kerby Joseph (DET)","6","3","0","2","2","0","0","0","1","24.3","24.3","9.8%"
"3","Brian Branch (DET)","5","1","1","2","1","1","0","0","1","24.3","24.3","37.8%"
"4","Antoine Winfield Jr. (TB)","3","0","1","1","1","0","1","0","1","21.5","21.5","70.6%"
"5","Kyle Hamilton (BAL)","3","2","0","3","2","0","0","0","1","20.5","20.5","46.9%"
"6","Adoree' Jackson (FA)","4","0","0","2","1","0","0","1","1","20.0","20.0","1.0%"
"7","Jack Jones (LV)","4","1","0","1","1","0","0","1","1","19.3","19.3","2.9%"
"8","Nate Hobbs (LV)","9","2","0","1","0","0","0","0","1","19.0","19.0","32.3%"
"9","DeAndre Houston-Carson (FA)","6","1","0","1","1","0","0","0","1","18.8","18.8","0.0%"
"10","Jalen Thompson (ARI)","4","1","0","3","1","0","0","0","1","18.8","18.8","16.3%"
"11","Camryn Bynum (MIN)","6","2","0","0","0","2","0","0","1","18.5","18.5","54.8%"
"12","Marcus Williams (BAL)","5","2","0","1","1","0","0","0","1","18.0","18.0","6.1%"
"13","Kyler Gordon (CHI)","6","1","1","1","0","0","0","0","1","17.8","17.8","10.3%"
"14","Desmond King II (HOU)","4","7","0","1","0","0","0","0","1","17.8","17.8","12.0%"
"15","Richie Grant (ATL)","4","1","1","0","0","1","0","0","1","17.3","17.3","12.0%"
"16","Brandon Jones (DEN)","7","2","0","0","0","0","1","0","1","16.0","16.0","15.8%"
"17","Joshua Metellus (MIN)","8","2","0","0","0","0","0","0","1","16.0","16.0","41.5%"
"18","Paulson Adebo (NO)","9","1","0","1","0","0","0","0","1","15.8","15.8","26.2%"
"19","Jessie Bates III (ATL)","4","2","0","2","1","0","0","0","1","15.5","15.5","69.3%"
"20","Donovan Wilson (DAL)","8","4","0","0","0","0","0","0","1","15.0","15.0","21.3%"
"21","Xavier McKinney (GB)","7","3","0.5","0","0","0","0","0","1","14.8","14.8","35.2%"
"22","D'Anthony Bell (CLE)","5","0","0","2","0","1","0","0","1","14.5","14.5","0.0%"
"23","Alohi Gilman (LAC)","2","1","0","1","1","1","0","0","1","14.3","14.3","10.5%"
"24","Kelee Ringo (PHI)","5","0","0","1","1","0","0","0","1","14.0","14.0","0.1%"
