"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Lamar Jackson (BAL)","18","21","85.7","321","15.3","5","0","1","6","35","0","0","1","36.3","36.3","99.3%"
"2","Jordan Love (GB)","24","33","72.7","256","7.8","3","0","0","2","2","1","0","1","28.4","28.4","86.0%"
"3","Justin Fields (PIT)","20","32","62.5","268","8.4","1","0","3","11","45","1","0","1","25.2","25.2","49.5%"
"4","Kyler Murray (ARI)","25","31","80.6","232","7.5","3","1","1","5","24","0","0","1","24.7","24.7","78.8%"
"5","Joe Flacco (IND)","19","29","65.5","309","10.7","3","1","1","2","3","0","0","1","23.7","23.7","17.3%"
"6","Josh Allen (BUF)","15","30","50.0","169","5.6","0","1","1","11","44","2","0","1","22.2","22.2","99.9%"
"7","Dak Prescott (DAL)","26","38","68.4","345","9.1","2","1","3","2","5","0","0","1","21.3","21.3","96.4%"
"8","Jake Browning (CIN)","19","33","57.6","197","6.0","1","0","6","7","32","1","0","1","21.1","21.1","20.7%"
"9","Aidan O'Connell (LV)","30","47","63.8","299","6.4","2","0","2","2","3","0","0","1","20.3","20.3","2.9%"
"10","Jalen Hurts (PHI)","18","23","78.3","167","7.3","3","1","0","8","25","0","0","1","20.2","20.2","99.9%"
"11","Tyrod Taylor (NYJ)","27","41","65.9","319","7.8","1","1","6","6","40","0","0","1","19.8","19.8","2.6%"
"12","Baker Mayfield (TB)","22","33","66.7","309","9.4","2","2","2","1","-1","0","0","1","18.3","18.3","44.6%"
"13","Taylor Heinicke (ATL)","10","29","34.5","163","5.6","1","3","2","4","46","1","0","1","18.1","18.1","3.1%"
"14","Brock Purdy (SF)","22","28","78.6","230","8.2","2","0","0","1","4","0","0","1","17.6","17.6","91.7%"
"15","Geno Smith (SEA)","23","33","69.7","290","8.8","1","0","1","3","33","0","1","1","16.9","16.9","37.7%"
"16","Tua Tagovailoa (MIA)","22","38","57.9","237","6.2","2","2","3","2","14","0","0","1","16.9","16.9","78.9%"
"17","Derek Carr (NO)","24","32","75.0","197","6.2","2","0","1","3","-3","0","0","1","15.6","15.6","25.0%"
"18","Bailey Zappe (NE)","16","26","61.5","209","8.0","0","3","3","5","37","1","0","1","15.1","15.1","1.1%"
"19","Trevor Siemian (FA)","32","45","71.1","261","5.8","1","1","2","4","13","0","0","1","14.7","14.7","0.0%"
"20","Matthew Stafford (LAR)","24","34","70.6","317","9.3","1","2","4","1","-1","0","0","1","14.6","14.6","55.8%"
"21","Jarrett Stidham (DEN)","20","32","62.5","224","7.0","1","0","2","6","6","0","0","1","13.6","13.6","2.6%"
"22","Gardner Minshew II (LV)","15","23","65.2","224","9.7","1","0","1","2","3","0","0","1","13.3","13.3","16.7%"
"23","C.J. Stroud (HOU)","24","32","75.0","213","6.7","1","0","1","1","4","0","0","1","12.9","12.9","93.0%"
"24","Jared Goff (DET)","19","34","55.9","271","8.0","1","2","1","0","0","0","0","1","12.8","12.8","70.2%"
"25","Patrick Mahomes II (KC)","21","29","72.4","245","8.4","1","0","2","4","2","0","1","1","12.0","12.0","99.4%"
"26","Easton Stick (LAC)","24","38","63.2","220","5.8","0","0","1","5","31","0","0","1","11.9","11.9","1.6%"
"27","Mason Rudolph (TEN)","18","24","75.0","274","11.4","0","0","1","6","5","0","0","1","11.5","11.5","1.6%"
"28","C.J. Beathard (JAC)","17","24","70.8","178","7.4","0","0","3","3","24","0","0","1","9.5","9.5","1.0%"
"29","Nick Mullens (MIN)","13","22","59.1","113","5.1","1","0","1","1","6","0","0","1","9.1","9.1","4.1%"
"30","Sam Howell (SEA)","17","28","60.7","169","6.0","1","2","1","1","-1","0","0","1","8.7","8.7","28.9%"
"31","Ryan Tannehill (FA)","16","20","80.0","168","8.4","0","0","5","0","0","0","0","1","6.7","6.7","1.1%"
"32","Tyler Huntley (CLE)","1","1","100.0","19","19.0","1","0","0","1","-1","0","0","1","4.7","4.7","0.6%"
"33","Bryce Young (CAR)","19","32","59.4","112","3.5","0","1","6","1","2","0","0","1","3.7","3.7","9.1%"
"34","Sean Clifford (GB)","1","1","100.0","37","37.0","0","0","0","2","-2","0","0","1","1.3","1.3","0.2%"
"35","Jaren Hall (MIN)","5","10","50.0","67","6.7","0","1","3","2","4","0","1","1","0.1","0.1","3.0%"
"36","Aaron Rodgers (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.1%"
"37","Kenny Pickett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8%"
"38","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"39","Jayden Daniels (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.7%"
"40","Bo Nix (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"41","Emory Jones (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Zach Wilson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"43","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.4%"
"44","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"45","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.1%"
"47","Jacob Eason (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Trey Lance (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"51","Dorian Thompson-Robinson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"52","Mac Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"53","Ian Book (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Michael Pratt (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"55","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Tanner Mordecai (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"58","Jordan Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"59","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"64","Rocky Lombardi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Casey Bauman (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Zack Annexstad (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","John Paddock (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Andrew Peasley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Joe Milton III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"73","Carter Bradley (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Max Duggan (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Kedon Slovis (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Caleb Williams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.5%"
"79","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"80","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.8%"
"82","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"83","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Drake Maye (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"85","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"86","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Anthony Richardson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.9%"
"88","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"89","Stetson Bennett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"90","Anthony Brown Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"92","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"93","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Kirk Cousins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.7%"
"98","Russell Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.3%"
"99","Case Keenum (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"100","Josh Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
