"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"82","Stetson Bennett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"83","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"84","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"85","Jaren Hall (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"86","Anthony Brown Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"89","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Kirk Cousins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.7%"
"94","Case Keenum (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"95","Joe Flacco (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.3%"
"96","Josh Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"97","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"98","P.J. Walker (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Nick Mullens (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"100","Mason Rudolph (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"101","Sam Darnold (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"102","Logan Woodside (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Mitchell Trubisky (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"104","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"105","Nathan Peterman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"107","Brett Rypien (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"109","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8%"
"110","Gardner Minshew II (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.7%"
"111","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"112","Will Grier (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Mike White (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"114","John Wolford (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"116","Jameis Winston (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"117","Derek Carr (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.0%"
"118","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"119","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Jacoby Brissett (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"121","Carson Wentz (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"122","Jeff Driskel (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Brandon Allen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Nate Sudfeld (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Taylor Heinicke (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"126","Kyle Allen (PIT)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.0%"
"127","Drew Lock (NYG)","2","6","33.3","3","0.5","0","1","0","0","0","0","0","1","-0.9","-0.9","1.7%"
""
""
