"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"26","D'Andre Swift (CHI)","18","74","4.1","11","0","0","2","3","1","0.5","0","0","1","7.5","7.5","94.0%"
"27","Latavius Murray (FA)","5","11","2.2","8","0","1","0","0","0","0","0","0","1","7.1","7.1","7.6%"
"28","Aaron Jones (MIN)","13","53","4.1","20","1","0","4","4","16","4.0","0","0","1","6.9","6.9","93.9%"
"29","Jaylen Warren (PIT)","10","40","4.0","11","0","0","5","6","28","5.6","0","0","1","6.8","6.8","84.7%"
"30","De'Von Achane (MIA)","9","32","3.6","10","0","0","3","3","30","10.0","0","0","1","6.2","6.2","95.8%"
"31","Roschon Johnson (CHI)","5","36","7.2","22","1","0","4","6","24","6.0","0","0","1","6.0","6.0","13.8%"
"32","Cordarrelle Patterson (PIT)","5","-2","-0.4","3","0","0","1","3","2","2.0","1","0","1","6.0","6.0","1.4%"
"33","Travis Etienne Jr. (JAC)","10","31","3.1","7","0","0","4","6","28","7.0","0","0","1","5.9","5.9","99.7%"
"34","Ty Johnson (BUF)","9","54","6.0","11","0","0","1","1","4","4.0","0","0","1","5.8","5.8","0.5%"
"35","Tony Pollard (TEN)","11","52","4.7","11","0","0","2","3","5","2.5","0","0","1","5.7","5.7","93.1%"
"36","Tyler Allgeier (ATL)","14","45","3.2","8","0","0","1","1","6","6.0","0","0","1","5.1","5.1","51.9%"
"37","Chase Brown (CIN)","7","23","3.3","6","0","0","3","3","28","9.3","0","0","1","5.1","5.1","40.5%"
"38","Isaiah Spiller (LAC)","16","50","3.1","8","0","0","0","0","0","0","0","0","1","5.0","5.0","0.8%"
"39","Samaje Perine (DEN)","6","37","6.2","12","0","0","1","1","11","11.0","0","0","1","4.8","4.8","12.7%"
"40","Ezekiel Elliott (DAL)","11","25","2.3","5","0","0","5","6","21","4.2","0","0","1","4.6","4.6","81.3%"
"41","Ameer Abdullah (LV)","6","32","5.3","9","0","0","2","2","13","6.5","0","0","1","4.5","4.5","0.7%"
"42","Austin Ekeler (WAS)","5","9","1.8","6","0","0","4","6","29","7.3","0","0","1","3.8","3.8","92.9%"
"43","Tyjae Spears (TEN)","9","30","3.3","9","0","0","1","1","7","7.0","0","0","1","3.7","3.7","64.5%"
"44","Saquon Barkley (PHI)","9","14","1.6","4","0","0","2","2","23","11.5","0","0","1","3.7","3.7","100.0%"
"45","Michael Carter (ARI)","3","27","9.0","19","0","0","3","3","10","3.3","0","0","1","3.7","3.7","1.3%"
"46","Antonio Gibson (NE)","4","15","3.8","8","0","0","5","5","20","4.0","0","0","1","3.5","3.5","54.0%"
"47","Chris Rodriguez Jr. (WAS)","10","35","3.5","11","0","0","0","0","0","0","0","0","1","3.5","3.5","1.2%"
"48","Jerome Ford (CLE)","8","20","2.5","9","0","0","4","5","11","2.8","0","0","1","3.1","3.1","81.5%"
"49","Jamaal Williams (NO)","8","24","3.0","8","0","0","1","1","2","2.0","0","0","1","2.6","2.6","10.3%"
"50","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","2","26","13.0","0","0","1","2.6","2.6","0.8%"
"51","Justice Hill (BAL)","5","23","4.6","8","0","0","0","1","0","0","0","0","1","2.3","2.3","10.1%"
"52","Kenneth Gainwell (PHI)","6","21","3.5","8","0","0","0","1","0","0","0","0","1","2.1","2.1","14.8%"
"53","Matt Breida (FA)","3","10","3.3","5","0","0","2","3","11","5.5","0","0","1","2.1","2.1","1.1%"
"54","Javonte Williams (DEN)","12","27","2.3","8","0","0","2","2","-7","-3.5","0","0","1","2.0","2.0","89.2%"
"55","Kareem Hunt (FA)","7","8","1.1","3","0","0","1","1","12","12.0","0","0","1","2.0","2.0","27.2%"
"56","Jordan Mason (SF)","5","20","4.0","17","0","0","0","0","0","0","0","0","1","2.0","2.0","2.2%"
"57","Israel Abanikanda (NYJ)","4","8","2.0","6","0","0","2","2","11","5.5","0","0","1","1.9","1.9","0.7%"
"58","Breece Hall (NYJ)","6","12","2.0","5","0","0","1","2","6","6.0","0","0","1","1.8","1.8","98.9%"
"59","Jaleel McLaughlin (DEN)","2","2","1.0","1","0","0","2","3","16","8.0","0","0","1","1.8","1.8","11.8%"
"60","Dare Ogunbowale (HOU)","1","17","17.0","17","0","0","0","1","0","0","0","0","1","1.7","1.7","0.3%"
"61","Zach Charbonnet (SEA)","4","16","4.0","6","0","0","0","1","0","0","0","0","1","1.6","1.6","64.0%"
"62","Royce Freeman (DAL)","6","16","2.7","4","0","0","0","0","0","0","0","0","1","1.6","1.6","3.2%"
"63","Miles Sanders (CAR)","6","2","0.3","3","0","0","2","2","11","5.5","0","0","1","1.3","1.3","22.3%"
"64","Najee Harris (PIT)","12","33","2.8","15","0","0","0","0","0","0","0","1","1","1.3","1.3","91.3%"
"65","Chase Edmonds (TB)","3","13","4.3","9","0","0","0","0","0","0","0","0","1","1.3","1.3","0.8%"
"66","Rico Dowdle (DAL)","3","4","1.3","5","0","0","2","3","8","4.0","0","0","1","1.2","1.2","11.4%"
"67","Khalil Herbert (CHI)","6","8","1.3","7","0","0","1","1","4","4.0","0","0","1","1.2","1.2","29.1%"
"68","Trayveon Williams (CIN)","1","10","10.0","10","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.3%"
"69","Pierre Strong Jr. (CLE)","2","2","1.0","2","0","0","2","2","9","4.5","0","0","1","1.1","1.1","0.6%"
"70","Dalvin Cook (FA)","1","4","4.0","4","0","0","1","1","6","6.0","0","0","1","1.0","1.0","9.3%"
"71","Derrick Henry (BAL)","16","9","0.6","6","0","0","4","4","1","0.3","0","0","1","1.0","1.0","99.4%"
"72","Joshua Kelley (FA)","5","22","4.4","11","0","0","1","1","6","6.0","0","1","1","0.8","0.8","6.6%"
"73","Eric Gray (NYG)","0","0","0","0","0","0","3","4","6","2.0","0","0","1","0.6","0.6","0.6%"
"74","Jeff Wilson Jr. (MIA)","2","5","2.5","5","0","0","1","2","1","1.0","0","0","1","0.6","0.6","6.7%"
"75","D'Ernest Johnson (JAC)","2","5","2.5","4","0","0","0","0","0","0","0","0","1","0.5","0.5","2.7%"
"76","Dameon Pierce (HOU)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","27.7%"
"77","Hunter Luepke (DAL)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"78","Patrick Taylor Jr. (SF)","1","6","6.0","6","0","0","2","2","-4","-2.0","0","0","1","0.2","0.2","2.0%"
"79","Kene Nwangwu (MIN)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.2%"
"80","La'Mical Perine (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","Darrynton Evans (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"82","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.7%"
"83","Cam Akers (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2%"
"84","J.K. Dobbins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.9%"
"85","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"86","J.J. Taylor (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"87","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"88","Tony Jones Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"90","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"91","JaMycal Hasty (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"92","Alexander Mattison (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.5%"
"93","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"95","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"96","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"97","Andrew Beck (HOU)","0","0","0","0","0","0","1","1","-5","-5.0","0","0","1","0.0","0.0","0.1%"
"98","Jacob Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","James Robinson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"100","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Elijah Collins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Jonathan Ward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.0%"
"105","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"106","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"107","Trey Benson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.7%"
"108","Xazavian Valladay (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"110","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"111","DeWayne McBride (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"112","Jack Colletto (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Elijah Dotson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Lew Nichols III (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.7%"
"118","Brittain Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Zonovan Knight (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Aaron Shampklin (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"124","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Jaden Shirden (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Louis Rees-Zammit (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"127","Aidan Robbins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Austin Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Deshaun Fenwick (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"131","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"132","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Carson Steele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"135","Ramon Jefferson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Emani Bailey (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"138","Sione Vaki (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"139","Cody Schrader (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Ray Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"143","Lorenzo Lingard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Jalen Jackson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Jarveon Howard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Kobe Lewis (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Nathaniel Peat (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Chris Collier (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Sam Schnee (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"155","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.3%"
"156","Chris Brooks (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"158","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Emanuel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"160","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Jordan Mims (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Deneric Prince (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"163","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Jacob Saylors (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Bucky Irving (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"168","Jaylen Wright (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1%"
"169","Daijun Edwards (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"171","Deuce Vaughn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"172","Tyrone Tracy Jr. (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"173","Kendall Milton (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Jashaun Corbin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"176","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"179","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"180","Ricky Person Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Steele Chambers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Audric Estime (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"183","Snoop Conner (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Blake Corum (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.4%"
"185","Jase McClellan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"186","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"187","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"188","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Rhamondre Stevenson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.2%"
"190","Noah Cain (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Zander Horvath (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"194","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"195","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"196","Braelon Allen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"197","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8%"
"198","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"199","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"201","Zach Evans (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"202","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.0%"
"203","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"206","Jake Funk (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Nick Bellore (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"208","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Alex Armah Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"219","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Tarik Cohen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jeremy McNichols (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"223","Mike Boone (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Josh Jacobs (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.2%"
"225","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"226","Myles Gaskin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"227","John Kelly Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55.6%"
"229","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"230","Boston Scott (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"231","Nick Bawden (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Rashaad Penny (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"233","Godwin Igwebuike (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Keith Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"235","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Dwayne Washington (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Kenyan Drake (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"240","Michael Burton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Jonathan Williams (FA)","1","-2","-2.0","0","0","0","0","1","0","0","0","0","1","-0.2","-0.2","0.0%"
"243","Tank Bigsby (JAC)","1","-2","-2.0","0","0","0","0","0","0","0","0","0","1","-0.2","-0.2","3.8%"
"244","D'Onta Foreman (CLE)","6","-6","-1.0","2","0","0","0","0","0","0","0","0","1","-0.6","-0.6","19.5%"
"245","Bijan Robinson (ATL)","7","11","1.6","9","0","0","1","3","3","3.0","0","1","1","-0.6","-0.6","99.9%"
""
""
