"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"20","Romeo Doubs (GB)","9","13","95","10.6","16","0","0","0","0","0","0","1","9.5","9.5","44.3%"
"21","DK Metcalf (SEA)","3","4","34","11.3","16","0","1","0","0","0","0","1","9.4","9.4","98.5%"
"22","Keenan Allen (CHI)","3","5","32","10.7","22","1","1","0","0","0","0","1","9.2","9.2","91.0%"
"23","Drake London (ATL)","3","7","28","9.3","15","0","1","0","0","0","0","1","8.8","8.8","93.1%"
"24","Courtland Sutton (DEN)","3","5","27","9.0","13","0","1","0","0","0","0","1","8.7","8.7","83.0%"
"25","Jahan Dotson (WAS)","4","9","27","6.8","10","0","1","0","0","0","0","1","8.7","8.7","31.0%"
"26","Terry McLaurin (WAS)","8","10","86","10.8","24","1","0","0","0","0","0","1","8.6","8.6","90.3%"
"27","Christian Watson (GB)","2","4","25","12.5","24","1","1","0","0","0","0","1","8.5","8.5","74.8%"
"28","Christian Kirk (JAC)","8","12","84","10.5","30","1","0","0","0","0","0","1","8.4","8.4","70.8%"
"29","Adam Thielen (CAR)","7","8","76","10.9","22","1","0","1","6","0","0","1","8.2","8.2","71.9%"
"30","DeVonta Smith (PHI)","7","9","78","11.1","37","1","0","0","0","0","0","1","7.8","7.8","98.0%"
"31","Joshua Palmer (LAC)","3","8","77","25.7","51","1","0","0","0","0","0","1","7.7","7.7","24.5%"
"32","Davante Adams (LV)","8","13","75","9.4","19","0","0","0","0","0","0","1","7.5","7.5","99.9%"
"33","Jayden Reed (GB)","3","5","55","18.3","44","1","0","0","0","0","0","1","7.5","7.5","77.3%"
"34","Ja'Marr Chase (CIN)","7","9","73","10.4","17","0","0","0","0","0","0","1","7.3","7.3","99.4%"
"35","Tyreek Hill (MIA)","3","5","58","19.3","20","1","0","1","14","0","0","1","7.2","7.2","100.0%"
"36","Josh Reynolds (DEN)","3","6","69","23.0","26","3","0","0","0","0","0","1","6.9","6.9","7.3%"
"37","Derius Davis (LAC)","2","2","16","8.0","11","0","0","3","51","0","0","1","6.7","6.7","0.3%"
"38","Trey Palmer (TB)","2","3","6","3.0","5","0","1","0","0","0","0","1","6.6","6.6","1.5%"
"39","Brandon Johnson (DEN)","1","1","4","4.0","4","0","1","0","0","0","0","1","6.4","6.4","2.0%"
"40","DeAndre Hopkins (TEN)","4","6","63","15.8","38","1","0","0","0","0","0","1","6.3","6.3","91.9%"
"41","Garrett Wilson (NYJ)","9","14","60","6.7","14","0","0","0","0","0","0","1","6.0","6.0","97.8%"
"42","Michael Gallup (FA)","5","6","60","12.0","29","1","0","0","0","0","0","1","6.0","6.0","6.3%"
"43","Terrace Marshall Jr. (CAR)","9","10","56","6.2","14","0","0","0","0","0","0","1","5.6","5.6","0.1%"
"44","Tyler Lockett (SEA)","4","6","54","13.5","23","1","0","0","0","0","0","1","5.4","5.4","88.4%"
"45","Michael Thomas (FA)","4","6","53","13.3","20","1","0","0","0","0","0","1","5.3","5.3","17.0%"
"46","Jalen Tolbert (DAL)","4","4","53","13.3","18","0","0","0","0","0","0","1","5.3","5.3","2.0%"
"47","Jerry Jeudy (CLE)","3","5","52","17.3","25","1","0","0","0","0","0","1","5.2","5.2","63.3%"
"48","KaVontae Turpin (DAL)","1","1","5","5.0","5","0","0","1","46","0","0","1","5.1","5.1","0.7%"
"49","Darnell Mooney (ATL)","4","4","51","12.8","17","0","0","0","0","0","0","1","5.1","5.1","37.7%"
"50","Dyami Brown (WAS)","2","3","51","25.5","35","1","0","0","0","0","0","1","5.1","5.1","0.1%"
"51","Zay Flowers (BAL)","3","4","56","18.7","43","1","0","1","-6","0","0","1","5.0","5.0","91.9%"
"52","Marvin Mims Jr. (DEN)","2","2","47","23.5","48","1","0","0","0","0","0","1","4.7","4.7","7.2%"
"53","Wan'Dale Robinson (NYG)","5","6","40","8.0","12","0","0","1","7","0","0","1","4.7","4.7","8.5%"
"54","Jaylen Waddle (MIA)","4","5","46","11.5","17","0","0","0","0","0","0","1","4.6","4.6","96.3%"
"55","DeMario Douglas (NE)","2","3","45","22.5","42","1","0","0","0","0","0","1","4.5","4.5","23.0%"
"56","Chris Moore (ARI)","1","3","44","44.0","44","1","0","0","0","0","0","1","4.4","4.4","0.1%"
"57","Mike Evans (TB)","3","3","40","13.3","18","0","0","0","0","0","0","1","4.0","4.0","98.1%"
"58","Alec Pierce (IND)","1","2","38","38.0","38","1","0","0","0","0","0","1","3.8","3.8","2.3%"
"59","Kalif Raymond (DET)","1","1","-2","-2.0","0","0","0","1","40","0","0","1","3.8","3.8","1.3%"
"60","Kendrick Bourne (NE)","2","3","36","18.0","20","1","0","0","0","0","0","1","3.6","3.6","4.2%"
"61","Samori Toure (GB)","1","1","35","35.0","35","1","0","0","0","0","0","1","3.5","3.5","0.0%"
"62","Michael Pittman Jr. (IND)","1","5","15","15.0","15","0","0","0","0","0","0","1","3.5","3.5","97.1%"
"63","Josh Downs (IND)","2","3","34","17.0","30","1","0","0","0","0","0","1","3.4","3.4","26.8%"
"64","DeVante Parker (FA)","2","4","33","16.5","22","1","0","0","0","0","0","1","3.3","3.3","1.7%"
"65","Rashid Shaheed (NO)","3","7","33","11.0","12","0","0","0","0","0","0","1","3.3","3.3","50.9%"
"66","Jakobi Meyers (LV)","2","4","33","16.5","25","1","0","0","0","0","0","1","3.3","3.3","73.3%"
"67","Rashee Rice (KC)","3","5","32","10.7","18","0","0","0","0","0","0","1","3.2","3.2","88.9%"
"68","Calvin Austin III (PIT)","3","5","24","8.0","12","0","0","1","5","0","0","1","2.9","2.9","0.8%"
"69","Tank Dell (HOU)","1","3","16","16.0","16","0","0","2","13","0","0","1","2.9","2.9","60.3%"
"70","Van Jefferson (PIT)","2","3","29","14.5","16","0","0","0","0","0","0","1","2.9","2.9","1.3%"
"71","DJ Chark Jr. (LAC)","2","3","28","14.0","18","0","0","0","0","0","0","1","2.8","2.8","4.7%"
"72","Brandin Cooks (DAL)","4","4","27","6.8","11","0","0","0","0","0","0","1","2.7","2.7","43.6%"
"73","Robert Woods (HOU)","3","6","26","8.7","13","0","0","0","0","0","0","1","2.6","2.6","2.7%"
"74","Tyler Boyd (TEN)","4","7","26","6.5","9","0","0","0","0","0","0","1","2.6","2.6","28.1%"
"75","George Pickens (PIT)","3","7","25","8.3","17","0","0","0","0","0","0","1","2.5","2.5","87.2%"
"76","Isaiah Hodgins (NYG)","3","3","24","8.0","11","0","0","0","0","0","0","1","2.4","2.4","0.6%"
"77","Tutu Atwell (LAR)","5","9","24","4.8","11","0","0","0","0","0","0","1","2.4","2.4","9.3%"
"78","Darius Slayton (NYG)","2","3","23","11.5","12","0","0","0","0","0","0","1","2.3","2.3","2.6%"
"79","Kadarius Toney (KC)","2","2","22","11.0","15","0","0","0","0","0","0","1","2.2","2.2","5.9%"
"80","John Metchie III (HOU)","1","2","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.8%"
"81","Ray-Ray McCloud III (ATL)","2","2","22","11.0","14","0","0","0","0","0","0","1","2.2","2.2","0.6%"
"82","Equanimeous St. Brown (NO)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.1%"
"83","Skyy Moore (KC)","0","2","0","0","0","0","0","2","19","0","0","1","1.9","1.9","6.4%"
"84","KhaDarel Hodge (ATL)","2","2","19","9.5","10","0","0","0","0","0","0","1","1.9","1.9","0.1%"
"85","Tyler Scott (CHI)","0","0","0","0","0","0","0","2","19","0","0","1","1.9","1.9","0.2%"
"86","Tee Higgins (CIN)","2","4","19","9.5","10","0","0","0","0","0","0","1","1.9","1.9","94.1%"
"87","Laviska Shenault Jr. (SEA)","1","1","12","12.0","12","0","0","1","7","0","0","1","1.9","1.9","0.1%"
"88","Trent Sherfield Sr. (MIN)","2","3","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"89","Quentin Johnston (LAC)","1","3","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","17.0%"
"90","Trenton Irwin (CIN)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"91","Xavier Gipson (NYJ)","1","1","4","4.0","4","0","0","2","13","0","0","1","1.7","1.7","0.7%"
"92","Cedrick Wilson Jr. (NO)","1","2","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","1.1%"
"93","Amari Cooper (CLE)","1","6","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","91.6%"
"94","K.J. Osborn (NE)","1","2","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","15.3%"
"95","Byron Pringle (FA)","1","2","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"96","Parris Campbell (PHI)","3","5","15","5.0","8","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"97","JuJu Smith-Schuster (NE)","1","5","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","6.9%"
"98","Hunter Renfrow (FA)","2","4","12","6.0","12","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"99","Olamide Zaccheaus (WAS)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"100","Lil'Jordan Humphrey (DEN)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"101","Jalin Hyatt (NYG)","2","2","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","3.4%"
"102","Deonte Harty (BAL)","2","2","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"103","Zach Pascal (ARI)","3","4","10","3.3","9","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"104","Velus Jones Jr. (CHI)","0","0","0","0","0","0","0","1","10","0","0","1","1.0","1.0","0.2%"
"105","Cody Thompson (TB)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"106","Willie Snead IV (FA)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"107","Randall Cobb (FA)","2","4","8","4.0","5","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"108","Allen Robinson II (NYG)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.6%"
"109","Devin Duvernay (JAC)","2","2","8","4.0","10","0","0","0","0","0","0","1","0.8","0.8","0.2%"
"110","Ronnie Bell (SF)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"111","Donovan Peoples-Jones (DET)","1","4","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.7%"
"112","Isaiah McKenzie (NYG)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"113","Sterling Shepard (TB)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"114","Deebo Samuel Sr. (SF)","0","0","0","0","0","0","0","3","6","0","0","1","0.6","0.6","98.7%"
"115","Marquez Valdes-Scantling (BUF)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.2%"
"116","Jaxon Smith-Njigba (SEA)","3","6","5","1.7","3","0","0","0","0","0","0","1","0.5","0.5","76.0%"
"117","Cedric Tillman (CLE)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.8%"
"118","Justin Watson (KC)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.7%"
"119","Chris Olave (NO)","1","6","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","98.8%"
"120","Nelson Agholor (BAL)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.8%"
"121","Rakim Jarrett (TB)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"122","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Dee Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"124","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Jalen Guyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"126","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Marquez Callaway (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"133","Easop Winston Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Denzel Mims (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Marcus Simms (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"140","Jalen Reagor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"141","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Davion Davis (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Andy Isabella (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","David Sills (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.3%"
"147","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"148","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Jeff Smith (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Tyron Billy-Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Mecole Hardman Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"153","Stanley Morgan Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Diontae Johnson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.2%"
"155","Chase Claypool (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"156","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Miles Boykin (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"159","Amari Rodgers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","Ihmir Smith-Marsette (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"161","Dez Fitzpatrick (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Elijah Moore (CLE)","2","4","20","10.0","13","0","0","1","-20","0","0","1","0.0","0.0","23.1%"
"163","Seth Williams (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Dan Chisena (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Lynn Bowden Jr. (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"170","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"171","Rondale Moore (ATL)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.2%"
"172","Rashod Bateman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.5%"
"173","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Freddie Swain (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"178","Tyrie Cleveland (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"180","Austin Mack (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"182","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"183","Jaylon Moore (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Austin Watkins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"189","Ty Scott (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Daewood Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Shedrick Jackson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Daniel Arias (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Duece Watts (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"195","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Isaiah Winstead (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"197","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Sean Ryan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"201","Keon Coleman (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.1%"
"202","Bryan Thompson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Tre'Shaun Harrison (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","David Durden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"211","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"212","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"213","Xavier Hutchinson (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"214","Andrei Iosivas (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"215","Tre Tucker (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"216","Daylen Baldwin (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Jalen Wayne (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Jake Bobo (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"219","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jaray Jenkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Josh Ali (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Shaquan Davis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Jalen Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"226","Grant DuBose (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Malik Knowles (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Cephus Johnson III (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"232","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Colton Dowell (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"235","Matt Landers (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Malik Nabers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.5%"
"237","Rome Odunze (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.1%"
"238","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"239","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Sam Schnee (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Isaiah Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Lawrence Keys III (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","OJ Hiliare (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Tyler Harrell (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Cam Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Ayir Asante (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Isaiah Wooden (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Jalon Calhoun (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Xavier Johnson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Devin Carter (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Ahmarean Brown (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
