"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Ja'Whaun Bentley (NE)","10","3","2","0","0","0","0","0","1","30.3","30.3","14.4%"
"2","Jordan Hicks (CLE)","9","2","1","1","0","0","0","0","1","25.5","25.5","28.8%"
"3","Lavonte David (TB)","9","2","0","0","0","1","0","0","1","24.0","24.0","52.5%"
"4","T.J. Edwards (CHI)","10","5","0","1","0","0","0","0","1","22.8","22.8","78.7%"
"5","Demario Davis (NO)","7","2","1","0","0","1","0","0","1","22.5","22.5","20.4%"
"6","Khalil Mack (LAC)","3","2","2","1","0","1","0","0","1","22.0","22.0","52.3%"
"7","Nate Landman (ATL)","5","5","1","1","0","0","0","0","1","21.8","21.8","7.1%"
"8","Micah Parsons (DAL)","5","4","1.5","0","0","0","0","0","1","19.0","19.0","77.5%"
"9","Zach Cunningham (FA)","8","2","0","1","0","0","0","0","1","17.5","17.5","1.4%"
"10","Jordyn Brooks (MIA)","8","2","0","1","0","0","0","0","1","17.5","17.5","24.1%"
"11","Alex Highsmith (PIT)","2","2","2","0","0","0","0","0","1","17.5","17.5","24.4%"
"12","Kyle Van Noy (BAL)","2","0","2","0","0","1","0","0","1","17.5","17.5","7.4%"
"13","Devin White (PHI)","5","4","1","0","0","0","0","0","1","17.0","17.0","21.2%"
"14","Tyrel Dodson (SEA)","7","2","0","0","0","0","0","0","1","17.0","17.0","7.8%"
"15","Germaine Pratt (CIN)","6","5","0","0","0","1","0","0","1","16.8","16.8","15.8%"
"16","Damone Clark (DAL)","8","3","0","0","0","0","0","0","1","16.8","16.8","7.9%"
"17","Blake Cashman (MIN)","5","5","0","0","0","0","0","0","1","16.3","16.3","13.4%"
"18","Bobby Wagner (WAS)","6","3","0","0","0","0","1","0","1","15.3","15.3","72.3%"
"19","Shaquil Barrett (FA)","3","0","1","0","0","1","0","0","1","15.0","15.0","6.7%"
"20","Micah McFadden (NYG)","4","2","0","0","0","0","0","0","1","15.0","15.0","7.1%"
"21","Isaiah McDuffie (GB)","6","1","0","0","0","0","0","0","1","14.8","14.8","3.7%"
"22","Jack Sanborn (CHI)","7","2","0","0","0","0","0","0","1","14.5","14.5","3.3%"
"23","Frankie Luvu (WAS)","8","3","0","0","0","0","0","0","1","14.3","14.3","42.9%"
"24","Za'Darius Smith (CLE)","3","0","1","0","0","0","0","0","1","13.5","13.5","4.9%"
"25","Bradley Chubb (MIA)","2","1","1","1","0","1","0","0","1","13.3","13.3","16.7%"
"26","Segun Olubi (IND)","4","1","0","1","1","0","0","0","1","13.3","13.3","1.4%"
"27","Shaquille Leonard (FA)","7","3","0","0","0","0","0","0","1","12.8","12.8","21.3%"
"28","C.J. Mosley (NYJ)","6","5","0","0","0","0","0","0","1","12.8","12.8","64.2%"
"29","Robert Spillane (LV)","5","4","0.5","0","0","0","0","0","1","12.5","12.5","32.4%"
"30","Willie Gay Jr. (NO)","4","0","0","0","0","1","0","0","1","12.5","12.5","6.3%"
"31","Elandon Roberts (PIT)","4","5","0","0","0","0","0","0","1","12.3","12.3","14.4%"
"32","Kaden Elliss (ATL)","5","4","0","1","0","0","0","0","1","12.0","12.0","14.3%"
"33","Kenneth Murray Jr. (TEN)","7","1","0","0","0","0","0","0","1","11.3","11.3","14.2%"
"34","Jamin Davis (WAS)","4","5","0","1","0","0","0","0","1","11.3","11.3","7.9%"
"35","T.J. Watt (PIT)","2","2","1","0","0","0","0","0","1","11.0","11.0","79.0%"
"36","Leo Chenal (KC)","3","3","1","0","0","0","0","0","1","10.8","10.8","6.1%"
"37","Patrick Queen (PIT)","5","1","0","0","0","0","0","0","1","10.8","10.8","43.1%"
"38","De'Vondre Campbell (SF)","3","3","0","0","0","0","1","0","1","10.8","10.8","19.9%"
"39","Christian Harris (HOU)","4","1","0","1","0","0","0","0","1","10.8","10.8","10.6%"
"40","Azeez Al-Shaair (HOU)","2","8","0","1","0","0","0","0","1","10.5","10.5","42.4%"
"41","Sione Takitaki (NE)","2","1","0","1","1","0","0","0","1","10.3","10.3","3.6%"
"42","Jahlani Tavai (NE)","2","4","0","0","0","1","0","0","1","10.0","10.0","5.9%"
"43","Bobby Okereke (NYG)","3","4","0","0","0","0","0","0","1","10.0","10.0","79.5%"
"44","Kyzir White (ARI)","3","4","0","0","0","0","0","0","1","10.0","10.0","21.4%"
"45","Lorenzo Carter (ATL)","1","2","0","0","0","0","1","0","1","9.5","9.5","1.4%"
"46","Kwon Alexander (FA)","2","0","0","1","1","0","0","0","1","9.5","9.5","1.1%"
"47","Drue Tranquill (KC)","4","4","0","0","0","0","0","0","1","9.0","9.0","11.6%"
"48","Logan Wilson (CIN)","4","4","0","0","0","0","0","0","1","9.0","9.0","62.2%"
"49","E.J. Speed (IND)","3","0","0","0","0","1","0","0","1","8.5","8.5","40.0%"
"50","Pete Werner (NO)","3","0","0","0","0","0","1","0","1","8.5","8.5","9.8%"
"51","Josh Woods (FA)","2","4","0.5","0","0","0","0","0","1","8.0","8.0","0.6%"
"52","Markus Golden (FA)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.4%"
"53","Henry To'oTo'o (HOU)","1","3","0","0","0","1","0","0","1","7.8","7.8","6.9%"
"54","Jack Gibbens (TEN)","4","2","0","0","0","0","0","0","1","7.5","7.5","5.5%"
"55","David Long Jr. (MIA)","3","4","0","0","0","0","0","0","1","7.5","7.5","6.9%"
"56","Zaven Collins (ARI)","2","2","0","0","0","0","0","0","1","7.0","7.0","5.1%"
"57","Jeremiah Owusu-Koramoah (CLE)","3","0","0","0","0","0","0","0","1","7.0","7.0","26.8%"
"58","Anfernee Jennings (NE)","2","2","0","0","0","0","0","0","1","7.0","7.0","3.8%"
"59","Christian Rozeboom (LAR)","2","5","0","0","0","0","0","0","1","6.8","6.8","3.7%"
"60","Denzel Perryman (LAC)","3","3","0","0","0","0","0","0","1","6.8","6.8","10.2%"
"61","Quincy Williams (NYJ)","2","1","0","0","0","0","0","0","1","6.3","6.3","50.7%"
"62","Eric Kendricks (DAL)","2","2","0","1","0","0","0","0","1","6.0","6.0","30.8%"
"63","Roquan Smith (BAL)","3","2","0","0","0","0","0","0","1","6.0","6.0","90.7%"
"64","Khaleke Hudson (NO)","3","1","0","0","0","0","0","0","1","5.3","5.3","2.3%"
"65","David Mayo (FA)","3","1","0","0","0","0","0","0","1","5.3","5.3","0.1%"
"66","Jon Rhattigan (SEA)","2","3","0","0","0","0","0","0","1","5.3","5.3","1.0%"
"67","Nakobe Dean (PHI)","1","2","0.5","0","0","0","0","0","1","5.0","5.0","7.8%"
"68","Marte Mapu (NE)","3","0","0","0","0","0","0","0","1","4.5","4.5","1.2%"
"69","Terrel Bernard (BUF)","2","2","0","0","0","0","0","0","1","4.5","4.5","49.2%"
"70","Troy Reeder (LAR)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.2%"
"71","Bud Dupree (LAC)","1","0","0","0","0","0","0","0","1","4.0","4.0","1.1%"
"72","Chandler Wooten (CAR)","0","0","0","0","0","0","1","0","1","4.0","4.0","0.2%"
"73","Daiyan Henley (LAC)","2","1","0","0","0","0","0","0","1","3.8","3.8","6.4%"
"74","Andrew Van Ginkel (MIN)","2","1","0","0","0","0","0","0","1","3.8","3.8","10.4%"
"75","Zack Baun (PHI)","2","0","0","0","0","0","0","0","1","3.0","3.0","1.5%"
"76","Anthony Walker Jr. (MIA)","0","2","0","1","0","0","0","0","1","3.0","3.0","3.3%"
"77","Rashan Gary (GB)","1","2","0","0","0","0","0","0","1","3.0","3.0","10.2%"
"78","Preston Smith (GB)","1","0","0","1","0","0","0","0","1","3.0","3.0","9.9%"
"79","Isaiah Simmons (NYG)","1","2","0","0","0","0","0","0","1","3.0","3.0","5.8%"
"80","Jerome Baker (SEA)","2","0","0","0","0","0","0","0","1","3.0","3.0","14.0%"
"81","Jaylon Smith (FA)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.0%"
