"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Christian Barmore (NE)","5","3","3","0","0","1","0","0","1","30.8","30.8","15.0%"
"2","Malcolm Koonce (LV)","5","1","3","0","0","0","0","0","1","30.3","30.3","3.5%"
"3","Yaya Diaby (TB)","4","1","1.5","0","0","1","1","0","1","25.8","25.8","7.4%"
"4","Boye Mafe (SEA)","5","1","2","1","0","0","0","0","1","22.8","22.8","8.2%"
"5","Pat Jones II (MIN)","5","1","1","0","0","0","0","0","1","19.8","19.8","0.3%"
"6","Ed Oliver (BUF)","3","1","2","0","0","0","0","0","1","18.3","18.3","21.2%"
"7","D.J. Jones (DEN)","2","2","1","0","0","1","1","0","1","16.5","16.5","4.0%"
"8","Zach Harrison (ATL)","3","0","2","1","0","0","0","0","1","16.5","16.5","1.0%"
"9","Brent Urban (BAL)","2","0","2","0","0","0","0","0","1","16.0","16.0","0.3%"
"10","Arden Key (TEN)","3","1","1","0","0","1","0","0","1","15.8","15.8","1.9%"
"11","Carl Granderson (NO)","3","5","1","0","0","0","0","0","1","14.8","14.8","27.1%"
"12","Zach Sieler (MIA)","2","3","1","1","0","0","0","0","1","13.3","13.3","25.1%"
"13","Bilal Nichols (ARI)","1","2","0","0","0","0","1","1","1","13.0","13.0","1.2%"
"14","Tuli Tuipulotu (LAC)","4","1","0.5","0","0","1","0","0","1","12.8","12.8","3.9%"
"15","Travon Walker (JAC)","3","2","1","0","0","0","0","0","1","12.5","12.5","11.2%"
"16","Jerry Hughes (HOU)","3","2","1","0","0","0","0","0","1","12.5","12.5","0.6%"
"17","Jonathon Cooper (DEN)","4","0","1","0","0","0","0","0","1","12.5","12.5","15.3%"
"18","Nick Bosa (SF)","3","0","0","0","0","0","0","0","1","12.0","12.0","62.7%"
"19","Roy Robertson-Harris (JAC)","3","1","1","0","0","0","0","0","1","11.8","11.8","1.2%"
"20","Calais Campbell (MIA)","1","2","1.5","0","0","0","0","0","1","11.5","11.5","3.7%"
"21","Dexter Lawrence II (NYG)","4","0","0","0","0","0","0","0","1","11.0","11.0","12.1%"
"22","Jarran Reed (SEA)","2","0","1","0","0","1","0","0","1","11.0","11.0","5.2%"
"23","Adam Butler (LV)","2","0","1","0","0","1","0","0","1","11.0","11.0","0.6%"
"24","Grover Stewart (IND)","3","2","0","0","0","0","0","0","1","11.0","11.0","3.0%"
"25","Kobie Turner (LAR)","2","1","1","0","0","0","0","0","1","10.3","10.3","8.5%"
"26","Dre'Mont Jones (SEA)","2","1","1","0","0","0","0","0","1","10.3","10.3","4.7%"
"27","Derek Barnett (HOU)","2","1","0","1","0","0","0","0","1","10.3","10.3","0.9%"
"28","Javon Hargrave (SF)","2","1","1","0","0","0","0","0","1","10.3","10.3","14.0%"
"29","Trey Hendrickson (CIN)","2","1","1","0","0","0","0","0","1","10.3","10.3","34.8%"
"30","Myjai Sanders (FA)","4","2","0","0","0","0","0","0","1","10.0","10.0","0.0%"
"31","Derrick Brown (CAR)","4","5","0","0","0","0","0","0","1","9.8","9.8","39.1%"
"32","Myles Garrett (CLE)","3","0","0","0","0","0","0","0","1","9.5","9.5","63.2%"
"33","Jadeveon Clowney (CAR)","1","0","1","1","0","0","0","0","1","9.5","9.5","22.3%"
"34","Romeo Okwara (FA)","1","0","1","0","0","1","0","0","1","9.5","9.5","0.0%"
"35","Poona Ford (LAC)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.6%"
"36","Justin Jones (ARI)","2","0","1","0","0","0","0","0","1","9.5","9.5","2.3%"
"37","Alex Wright (CLE)","1","0","1","1","0","0","0","0","1","9.5","9.5","0.5%"
"38","Mario Edwards Jr. (HOU)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.0%"
"39","Nick Williams (FA)","2","3","0","0","0","0","1","0","1","9.3","9.3","3.0%"
"40","Austin Johnson (BUF)","4","1","0","0","0","0","0","0","1","9.3","9.3","2.4%"
"41","John Franklin-Myers (DEN)","2","2","0.5","0","0","0","0","0","1","9.0","9.0","0.6%"
"42","Jihad Ward (MIN)","2","2","0.5","0","0","0","0","0","1","9.0","9.0","0.1%"
"43","Chris Jones (KC)","1","1","1","0","0","0","0","0","1","8.8","8.8","24.9%"
"44","Joshua Uche (NE)","1","1","1","0","0","0","0","0","1","8.8","8.8","0.8%"
"45","Leonard Williams (SEA)","3","2","0","0","0","0","0","0","1","8.5","8.5","10.3%"
"46","B.J. Hill (CIN)","3","5","0","0","0","0","0","0","1","8.3","8.3","4.9%"
"47","Charles Omenihu (KC)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.8%"
"48","Davon Godchaux (NE)","2","0","0","0","0","0","0","0","1","8.0","8.0","3.5%"
"49","Milton Williams (PHI)","3","1","0","0","0","0","0","0","1","7.8","7.8","1.8%"
"50","A'Shawn Robinson (CAR)","2","1","0","1","0","0","0","0","1","7.8","7.8","3.8%"
"51","Harrison Phillips (MIN)","2","6","0","0","0","0","0","0","1","7.5","7.5","22.4%"
"52","Greg Rousseau (BUF)","4","2","0","0","0","0","0","0","1","7.5","7.5","14.7%"
"53","Adam Gotsis (JAC)","2","0","0","3","0","0","0","0","1","7.5","7.5","1.2%"
"54","Kwity Paye (IND)","2","0","1","0","0","0","0","0","1","7.0","7.0","14.2%"
"55","James Smith-Williams (ATL)","3","0","0","0","0","0","0","0","1","7.0","7.0","0.1%"
"56","Yetur Gross-Matos (SF)","2","2","0","0","0","0","0","0","1","7.0","7.0","1.2%"
"57","DaVon Hamilton (JAC)","3","0","0","0","0","0","0","0","1","7.0","7.0","0.4%"
"58","Fletcher Cox (FA)","4","1","0","0","0","0","0","0","1","6.8","6.8","1.1%"
"59","Danielle Hunter (HOU)","2","5","0","0","0","0","0","0","1","6.8","6.8","52.1%"
"60","Maliek Collins (SF)","2","1","0","0","0","0","0","0","1","6.3","6.3","2.0%"
"61","Roy Lopez (ARI)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"62","DeMarcus Walker (CHI)","2","1","0","0","0","0","0","0","1","6.3","6.3","1.5%"
"63","Shy Tuttle (CAR)","2","4","0","0","0","0","0","0","1","6.0","6.0","1.7%"
"64","Daron Payne (WAS)","3","2","0","0","0","0","0","0","1","6.0","6.0","15.0%"
"65","Randy Gregory (TB)","2","1","0.5","0","0","0","0","0","1","5.8","5.8","1.5%"
"66","Maxx Crosby (LV)","2","0","0","0","0","0","0","0","1","5.5","5.5","69.3%"
"67","Tyler Lacy (JAC)","2","0","0","0","0","0","0","0","1","5.5","5.5","0.1%"
"68","Sam Williams (DAL)","2","0","0","0","0","0","0","0","1","5.5","5.5","1.4%"
"69","Haason Reddick (NYJ)","2","0","0","0","0","0","0","0","1","5.5","5.5","16.2%"
"70","Aaron Donald (FA)","2","0","0","0","0","0","0","0","1","5.5","5.5","11.0%"
"71","Deatrich Wise Jr. (NE)","2","3","0","0","0","0","0","0","1","5.3","5.3","2.7%"
"72","DeForest Buckner (IND)","2","1","0","1","0","0","0","0","1","5.3","5.3","46.4%"
"73","Kevin Strong (FA)","2","3","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"74","Justin Madubuike (BAL)","3","1","0","0","0","0","0","0","1","5.3","5.3","24.1%"
"75","Denico Autry (HOU)","0","4","0.5","0","0","0","0","0","1","5.0","5.0","9.5%"
"76","Derick Hall (SEA)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.6%"
"77","Marlon Davidson (TEN)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"78","Benito Jones (MIA)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.1%"
"79","Mike Pennel Jr. (KC)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.3%"
"80","Nathan Shepherd (NO)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.7%"
"81","Travis Jones (BAL)","2","0","0","1","0","0","0","0","1","4.5","4.5","1.4%"
"82","Montez Sweat (CHI)","2","0","0","1","0","0","0","0","1","4.5","4.5","34.3%"
"83","Jermaine Johnson II (NYJ)","2","0","0","1","0","0","0","0","1","4.5","4.5","8.7%"
"84","Jonathan Allen (WAS)","2","2","0","0","0","0","0","0","1","4.5","4.5","14.6%"
"85","Khalen Saunders (NO)","2","2","0","0","0","0","0","0","1","4.5","4.5","1.2%"
"86","Christian Wilkins (LV)","2","2","0","0","0","0","0","0","1","4.5","4.5","47.1%"
"87","Keion White (NE)","1","2","0","1","0","0","0","0","1","4.5","4.5","1.6%"
"88","D.J. Wonnum (CAR)","2","2","0","0","0","0","0","0","1","4.5","4.5","11.5%"
"89","Nick Thurman (CAR)","1","4","0","0","0","0","0","0","1","4.5","4.5","0.6%"
"90","Cameron Thomas (FA)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"91","Calijah Kancey (TB)","1","0","0","0","0","0","0","0","1","4.0","4.0","6.7%"
"92","Tyquan Lewis (IND)","1","0","0","0","0","0","0","0","1","4.0","4.0","0.3%"
"93","Jeremiah Pharms Jr. (NE)","0","0","0","0","0","0","1","0","1","4.0","4.0","0.1%"
"94","Dante Stills (ARI)","1","3","0","0","0","0","0","0","1","3.8","3.8","0.4%"
"95","Bryce Huff (PHI)","1","1","0","1","0","0","0","0","1","3.8","3.8","3.9%"
"96","Mike Danna (KC)","1","1","0","1","0","0","0","0","1","3.8","3.8","4.8%"
"97","Chase Young (NO)","0","2","0.5","0","0","0","0","0","1","3.5","3.5","10.1%"
"98","Jordan Davis (PHI)","2","0","0","0","0","0","0","0","1","3.0","3.0","4.6%"
"99","John Ridgeway III (WAS)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.4%"
"100","Linval Joseph (FA)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
