"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Foyesade Oluokun (JAC)","9","5","0","2","1","0","0","1","1","31.3","31.3","94.3%"
"2","Jerome Baker (SEA)","6","5","0","1","1","0","0","1","1","27.8","27.8","14.0%"
"3","Bradley Chubb (MIA)","5","2","2","0","0","1","0","0","1","23.5","23.5","16.7%"
"4","Jordyn Brooks (MIA)","7","2","0.5","1","0","0","0","0","1","23.0","23.0","24.1%"
"5","Terrel Bernard (BUF)","9","2","0","0","0","0","1","0","1","21.5","21.5","49.2%"
"6","Kenneth Murray Jr. (TEN)","7","1","1","0","0","0","0","0","1","20.3","20.3","14.2%"
"7","Lavonte David (TB)","8","5","0","1","0","0","0","0","1","19.8","19.8","52.5%"
"8","Fred Warner (SF)","7","6","0","1","0","0","0","0","1","19.0","19.0","90.4%"
"9","Tremaine Edmunds (CHI)","6","2","0","2","1","0","0","0","1","18.5","18.5","32.4%"
"10","Eric Kendricks (DAL)","7","2","0","0","0","1","0","0","1","18.5","18.5","30.8%"
"11","Kyle Van Noy (BAL)","2","3","2","0","0","0","0","0","1","18.3","18.3","7.4%"
"12","Shaquil Barrett (FA)","4","3","1","1","0","1","0","0","1","17.8","17.8","6.7%"
"13","Nate Landman (ATL)","5","7","0","0","0","1","0","0","1","16.8","16.8","7.1%"
"14","Dre Greenlaw (SF)","8","2","0","0","0","0","0","0","1","16.0","16.0","37.0%"
"15","Tony Fields II (CLE)","2","4","0","0","0","0","1","1","1","16.0","16.0","1.1%"
"16","Alex Singleton (DEN)","6","5","0","0","0","0","0","0","1","15.3","15.3","63.4%"
"17","Bobby Okereke (NYG)","7","4","0","1","0","0","0","0","1","15.0","15.0","79.5%"
"18","Zaire Franklin (IND)","9","2","0","0","0","0","0","0","1","15.0","15.0","92.4%"
"19","Za'Darius Smith (CLE)","4","0","1","0","0","1","0","0","1","14.0","14.0","4.9%"
"20","Willie Gay Jr. (NO)","3","2","1","1","0","0","0","0","1","14.0","14.0","6.3%"
"21","Devin Lloyd (JAC)","5","6","0","1","0","0","0","0","1","13.5","13.5","24.1%"
"22","Anthony Walker Jr. (MIA)","2","6","0","1","0","0","1","0","1","13.0","13.0","3.3%"
"23","Isaiah McDuffie (GB)","7","3","0","0","0","0","0","0","1","12.8","12.8","3.7%"
"24","Kyzir White (ARI)","3","2","0","1","0","0","0","0","1","12.5","12.5","21.4%"
"25","David Mayo (FA)","7","2","0","0","0","0","0","0","1","12.0","12.0","0.1%"
"26","Quay Walker (GB)","4","1","0","0","0","0","0","0","1","11.8","11.8","37.1%"
"27","Ogbo Okoronkwo (CLE)","3","1","0","0","0","0","1","0","1","11.8","11.8","2.0%"
"28","Tyrel Dodson (SEA)","5","2","0","0","0","0","0","0","1","11.5","11.5","7.8%"
"29","Josey Jewell (CAR)","5","5","0","0","0","0","0","0","1","11.3","11.3","28.8%"
"30","Roquan Smith (BAL)","5","3","0","1","0","0","0","0","1","11.3","11.3","90.7%"
"31","Bobby Wagner (WAS)","6","3","0","0","0","0","0","0","1","11.3","11.3","72.3%"
"32","Drue Tranquill (KC)","2","0","1","1","0","0","0","0","1","11.0","11.0","11.6%"
"33","Anfernee Jennings (NE)","5","1","0","0","0","0","0","0","1","10.8","10.8","3.8%"
"34","Kaden Elliss (ATL)","5","1","0","0","0","0","0","0","1","10.8","10.8","14.3%"
"35","Cole Holcomb (PIT)","3","5","0","0","0","0","0","0","1","10.8","10.8","8.5%"
"36","Jordan Hicks (CLE)","4","4","0","1","0","0","0","0","1","10.5","10.5","28.8%"
"37","Joe Tryon-Shoyinka (TB)","4","2","0","0","0","0","0","0","1","10.0","10.0","1.9%"
"38","Ja'Whaun Bentley (NE)","2","7","0","1","0","0","0","0","1","9.8","9.8","14.4%"
"39","Robert Spillane (LV)","5","3","0","0","0","0","0","0","1","9.8","9.8","32.4%"
"40","Khaleke Hudson (NO)","2","0","1","0","0","0","0","0","1","9.5","9.5","2.3%"
"41","Nick Herbig (PIT)","2","0","1","0","0","0","0","0","1","9.5","9.5","2.8%"
"42","Samson Ebukam (IND)","3","1","0","1","0","0","0","0","1","9.3","9.3","8.2%"
"43","Andrew Van Ginkel (MIN)","3","3","0","0","0","0","0","0","1","9.3","9.3","10.4%"
"44","Nick Bolton (KC)","3","6","0","0","0","0","0","0","1","9.0","9.0","53.0%"
"45","Oren Burks (PHI)","6","0","0","0","0","0","0","0","1","9.0","9.0","2.9%"
"46","Lorenzo Carter (ATL)","1","1","1","0","0","0","0","0","1","8.8","8.8","1.4%"
"47","Zaven Collins (ARI)","1","1","1","0","0","0","0","0","1","8.8","8.8","5.1%"
"48","Dennis Gardeck (ARI)","2","2","0","0","0","0","1","0","1","8.5","8.5","2.8%"
"49","Shaquille Leonard (FA)","3","4","0","0","0","0","0","0","1","7.5","7.5","21.3%"
"50","Patrick Queen (PIT)","5","0","0","0","0","0","0","0","1","7.5","7.5","43.1%"
"51","Christian Rozeboom (LAR)","3","2","0","1","0","0","0","0","1","7.5","7.5","3.7%"
"52","Josh Woods (FA)","4","2","0","0","0","0","0","0","1","7.5","7.5","0.6%"
"53","T.J. Watt (PIT)","0","1","0","1","1","0","0","0","1","7.3","7.3","79.0%"
"54","David Long Jr. (MIA)","3","1","0","1","0","0","0","0","1","6.8","6.8","6.9%"
"55","Jamin Davis (WAS)","2","5","0","0","0","0","0","0","1","6.8","6.8","7.9%"
"56","Alex Anzalone (DET)","3","3","0","0","0","0","0","0","1","6.8","6.8","30.8%"
"57","Micah McFadden (NYG)","1","4","0.5","0","0","0","0","0","1","6.5","6.5","7.1%"
"58","Preston Smith (GB)","1","1","1","0","0","0","0","0","1","6.3","6.3","9.9%"
"59","Mack Wilson Sr. (ARI)","1","1","0","0","0","1","0","0","1","6.3","6.3","3.6%"
"60","E.J. Speed (IND)","1","3","0","0","0","0","0","0","1","6.3","6.3","40.0%"
"61","Divine Deablo (LV)","4","0","0","0","0","0","0","0","1","6.0","6.0","12.5%"
"62","Pete Werner (NO)","4","0","0","0","0","0","0","0","1","6.0","6.0","9.8%"
"63","Luke Masterson (LV)","2","2","0","1","0","0","0","0","1","6.0","6.0","1.5%"
"64","Dorian Williams (BUF)","3","2","0","0","0","0","0","0","1","6.0","6.0","4.5%"
"65","Devin White (PHI)","3","2","0","0","0","0","0","0","1","6.0","6.0","21.2%"
"66","Jeremiah Owusu-Koramoah (CLE)","3","1","0","0","0","0","0","0","1","5.3","5.3","26.8%"
"67","Demario Davis (NO)","3","1","0","0","0","0","0","0","1","5.3","5.3","20.4%"
"68","Elandon Roberts (PIT)","3","0","0","0","0","0","0","0","1","4.5","4.5","14.4%"
"69","Nakobe Dean (PHI)","3","0","0","0","0","0","0","0","1","4.5","4.5","7.8%"
"70","Jack Sanborn (CHI)","1","0","0","0","0","0","0","0","1","4.0","4.0","3.3%"
"71","Bud Dupree (LAC)","1","0","0","0","0","0","0","0","1","4.0","4.0","1.1%"
"72","Nicholas Morrow (BUF)","1","0","0","0","0","0","0","0","1","4.0","4.0","3.9%"
"73","Jahlani Tavai (NE)","2","1","0","0","0","0","0","0","1","3.8","3.8","5.9%"
"74","Rashan Gary (GB)","2","1","0","0","0","0","0","0","1","3.8","3.8","10.2%"
"75","Ernest Jones IV (LAR)","1","3","0","0","0","0","0","0","1","3.8","3.8","59.8%"
"76","Zack Baun (PHI)","2","1","0","0","0","0","0","0","1","3.8","3.8","1.5%"
"77","Jack Campbell (DET)","1","3","0","0","0","0","0","0","1","3.8","3.8","16.3%"
"78","Zach Cunningham (FA)","2","0","0","0","0","0","0","0","1","3.0","3.0","1.4%"
"79","T.J. Edwards (CHI)","2","0","0","0","0","0","0","0","1","3.0","3.0","78.7%"
"80","Alex Highsmith (PIT)","2","0","0","0","0","0","0","0","1","3.0","3.0","24.4%"
"81","Kwon Alexander (FA)","1","2","0","0","0","0","0","0","1","3.0","3.0","1.1%"
"82","Isaiah Simmons (NYG)","0","3","0","0","0","0","0","0","1","2.3","2.3","5.8%"
"83","Derrick Barnes (DET)","1","1","0","0","0","0","0","0","1","2.3","2.3","7.4%"
"84","Uchenna Nwosu (SEA)","1","1","0","0","0","0","0","0","1","2.3","2.3","16.4%"
"85","Baron Browning (DEN)","0","1","0","1","0","0","0","0","1","2.3","2.3","5.3%"
"86","Trenton Simpson (BAL)","1","0","0","0","0","0","0","0","1","1.5","1.5","12.0%"
"87","Malik Harrison (BAL)","1","0","0","0","0","0","0","0","1","1.5","1.5","4.2%"
"88","Kana'i Mauga (LV)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"89","Cody Barton (DEN)","1","0","0","0","0","0","0","0","1","1.5","1.5","11.3%"
"90","Eric Wilson (GB)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.5%"
"91","Leo Chenal (KC)","0","1","0","0","0","0","0","0","1","0.8","0.8","6.1%"
"92","Jon Rhattigan (SEA)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"93","Khalil Mack (LAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","52.3%"
"94","Casey Toohill (BUF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.5%"
"95","Jeremiah Trotter Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"96","LaCale London (ATL)","1","2","0","0","0","0","1","0","1","0.0","0.0","0.1%"
"97","Sam Franklin Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"98","Jonas Griffith (DEN)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"99","Ross Matiscik (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Liam McCullough (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Javin White (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Michael Hoecht (LAR)","4","3","2","0","0","1","0","0","1","0.0","0.0","13.0%"
"103","L.J. Collier (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"104","Ty Summers (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","David Long Jr. (NYG)","4","2","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Blake Cashman (MIN)","0","0","0","0","0","0","0","0","0","0","0","13.4%"
"107","Jacob Bobenmoyer (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Del'Shawn Phillips (HOU)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"109","Anthony Nelson (TB)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"110","Quincy Williams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","50.7%"
"111","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Joe Giles-Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Azeez Al-Shaair (HOU)","0","0","0","0","0","0","0","0","0","0","0","42.4%"
"114","Demetrius Flannigan-Fowles (SF)","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"115","Tae Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"116","Ezekiel Turner (SF)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"117","Frankie Luvu (WAS)","0","0","0","0","0","0","0","0","0","0","0","42.9%"
"118","Germaine Pratt (CIN)","0","0","0","0","0","0","0","0","0","0","0","15.8%"
"119","Sione Takitaki (NE)","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"120","Devin Bush Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"121","DeMarquis Gates (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"122","Oshane Ximines (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Sam Eguavoen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Josh Hines-Allen (JAC)","1","1","0","0","0","0","0","0","1","0.0","0.0","44.0%"
"125","Jachai Polite (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Brian Burns (NYG)","0","0","0","0","0","0","0","0","0","0","0","41.7%"
"127","Nick Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Carlo Kemp (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Mykal Walker (WAS)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"130","Krys Barnes (ARI)","0","0","0","0","0","0","0","0","1","0.0","0.0","6.9%"
"131","Tomon Fox (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Logan Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","62.2%"
"133","Janarius Robinson (LV)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"134","Justin Strnad (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"135","Markus Bailey (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Micah Parsons (DAL)","0","0","0","0","0","0","0","0","0","0","0","77.5%"
"137","Blake Ferguson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Cole Christiansen (KC)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"139","Kristian Welch (GB)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"140","Cam Gill (CAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Willie Harvey Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Anthony Pittman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Curtis Bolton (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"144","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Troy Reeder (LAR)","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"146","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Luke Gifford (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Cam Brown (MIA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"149","Keandre Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","D.J. Wonnum (CAR)","2","2","0","0","0","0","0","0","1","0.0","0.0","11.5%"
"151","Monty Rice (NO)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"152","Joe Bachie (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"153","Carter Coughlin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Akeem Davis-Gaither (CIN)","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"155","Yetur Gross-Matos (SF)","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"156","Julian Okwara (PHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","K'Lavon Chaisson (CAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"158","Terrell Lewis (PHI)","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"159","Joshua Uche (NE)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"160","Troy Dye (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"161","Darrell Taylor (SEA)","1","2","1.5","1","0","1","0","0","1","0.0","0.0","1.0%"
"162","Jacob Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"163","Trevis Gipson (JAC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
