"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dak Prescott (DAL)","21","30","70.0","272","9.1","1","0","5","7","40","1","0","1","24.9","24.9","96.4%"
"2","Jalen Hurts (PHI)","28","45","62.2","280","6.2","1","3","2","8","47","1","0","1","22.9","22.9","99.9%"
"3","Tua Tagovailoa (MIA)","21","31","67.7","262","8.5","3","0","0","1","0","0","0","1","22.5","22.5","78.9%"
"4","Jared Goff (DET)","30","44","68.2","353","8.0","2","0","3","2","3","0","0","1","22.4","22.4","70.2%"
"5","Desmond Ridder (ARI)","28","47","59.6","307","6.5","2","3","3","2","18","0","0","1","19.1","19.1","3.7%"
"6","Justin Herbert (LAC)","22","37","59.5","227","6.1","2","1","1","6","20","0","0","1","19.1","19.1","61.3%"
"7","Sam Howell (SEA)","14","23","60.9","151","6.6","3","0","5","4","3","0","0","1","18.3","18.3","28.9%"
"8","Patrick Mahomes II (KC)","30","40","75.0","306","7.7","1","1","2","6","31","0","0","1","18.3","18.3","99.4%"
"9","Lamar Jackson (BAL)","21","30","70.0","223","7.4","1","1","1","13","62","0","0","1","18.1","18.1","99.3%"
"10","Derek Carr (NO)","32","50","64.0","353","7.1","1","1","2","1","2","0","0","1","17.3","17.3","25.0%"
"11","Trevor Lawrence (JAC)","20","30","66.7","181","6.0","2","1","3","3","15","0","0","1","15.7","15.7","66.4%"
"12","C.J. Stroud (HOU)","13","27","48.1","199","7.4","2","1","2","3","2","0","0","1","15.2","15.2","93.0%"
"13","Josh Allen (BUF)","19","30","63.3","169","5.6","2","1","0","2","11","0","0","1","14.9","14.9","99.9%"
"14","Joe Burrow (CIN)","24","35","68.6","185","5.3","2","1","3","2","4","0","0","1","14.8","14.8","63.1%"
"15","Matthew Stafford (LAR)","15","24","62.5","226","9.4","1","0","3","1","2","0","0","1","13.2","13.2","55.8%"
"16","Geno Smith (SEA)","27","41","65.9","326","8.0","0","2","4","4","20","0","0","1","13.0","13.0","37.7%"
"17","Bryce Young (CAR)","23","38","60.5","217","5.7","1","0","4","0","0","0","0","1","12.7","12.7","9.1%"
"18","Gardner Minshew II (LV)","33","55","60.0","329","6.0","1","3","3","2","4","0","1","1","12.6","12.6","16.7%"
"19","Joshua Dobbs (SF)","21","41","51.2","235","5.7","0","1","2","7","47","0","1","1","11.1","11.1","11.2%"
"20","Zach Wilson (DEN)","19","33","57.6","186","5.6","0","0","5","4","15","0","0","1","10.9","10.9","2.2%"
"21","Tyrod Taylor (NYJ)","24","36","66.7","200","5.6","0","0","3","5","24","0","0","1","10.4","10.4","2.6%"
"22","Jimmy Garoppolo (LAR)","14","22","63.6","162","7.4","1","1","0","2","4","0","0","1","9.9","9.9","1.7%"
"23","Russell Wilson (PIT)","13","22","59.1","95","4.3","1","2","4","4","31","0","0","1","8.9","8.9","30.3%"
"24","Kirk Cousins (ATL)","21","31","67.7","181","5.8","1","0","2","2","-5","0","1","1","8.7","8.7","34.7%"
"25","Brock Purdy (SF)","12","27","44.4","125","4.6","1","1","3","3","7","0","0","1","8.7","8.7","91.7%"
"26","Baker Mayfield (TB)","19","37","51.4","206","5.6","0","1","1","2","6","0","0","1","7.8","7.8","44.6%"
"27","Mac Jones (JAC)","24","33","72.7","200","6.1","0","1","3","1","-1","0","0","1","6.9","6.9","2.2%"
"28","Tyson Bagent (CHI)","10","14","71.4","83","5.9","0","1","1","2","4","1","1","1","6.7","6.7","0.6%"
"29","Justin Fields (PIT)","6","10","60.0","58","5.8","0","1","4","8","46","0","0","1","5.9","5.9","49.5%"
"30","P.J. Walker (SEA)","18","34","52.9","192","5.6","0","2","2","3","1","0","0","1","5.8","5.8","0.0%"
"31","Malik Willis (TEN)","4","5","80.0","74","14.8","0","0","4","3","17","0","0","1","4.7","4.7","0.1%"
"32","Brian Hoyer (FA)","6","10","60.0","102","10.2","0","0","0","3","-3","0","0","1","3.8","3.8","0.0%"
"33","Ryan Tannehill (FA)","8","16","50.0","76","4.8","0","1","2","0","0","0","0","1","2.0","2.0","1.1%"
"34","Aaron Rodgers (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.1%"
"35","Jayden Daniels (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.7%"
"36","Bo Nix (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"37","Emory Jones (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"39","Kenny Pickett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8%"
"40","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"41","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"43","Jacob Eason (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.0%"
"45","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"46","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Trey Lance (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"49","Dorian Thompson-Robinson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"50","Ian Book (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"52","Michael Pratt (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"53","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Tanner Mordecai (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Nathan Rourke (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Jordan Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"57","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"62","Rocky Lombardi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Casey Bauman (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Zack Annexstad (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","John Paddock (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Andrew Peasley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Joe Milton III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"71","Carter Bradley (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Will Levis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"75","Max Duggan (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
