leagueFK,seasonFK,weekStart,weekEnd,week,playerFK,PlayerPositionFK,playerTeamFK,playerStatusFK,GamesPlayed,ForcedFumbles,FumblesRecovered,FumblesTouchdowns,Completions,PassingAttempts,CompletionPercentage,PassingYards,YardsPerPassAttempt,PassingYardsPerGame,LongestPass,PassingTouchdowns,Interceptions,TotalSacks,SackYardsLost,TotalQBR,PasserRating,AdjustedQBR,RushingAttempts,RushingYards,YardsPerRushAttempt,LongRushing,Yards20PlusRushingPlays,RushingTouchdowns,RushingYardsPerGame,RushingFumbles,RushingFumblesLost,Rushing1stDowns,Receptions,ReceivingTargets,ReceivingYards,YardsPerReception,ReceivingTouchdowns,LongReception,Yards20PlusReceivingPlays,ReceivingYardsPerGame,ReceivingFumbles,ReceivingFumblesLost,ReceivingYardsAfterCatch,ReceivingFirstDowns,SoloTackles,AssistTackles,TotalTackles,Sacks,SackYards,TacklesForLoss,PassesDefended,LongInterception,InterceptionsDefense,InterceptionYards,InterceptionTouchdowns,RushingTouchdowns_duplicate,ReceivingTouchdowns_duplicate,ReturnTouchdowns,TotalTouchdowns,FieldGoals,KickExtraPoints,TotalTwoPointConversions,TotalPoints,TotalPointsPerGame,KickReturns,KickReturnYards,YardsPerKickReturn,LongKickReturn,KickReturnTouchdowns,PuntReturns,PuntReturnYards,YardsPerPuntReturn,LongPuntReturn,PuntReturnTouchdowns,PuntReturnFairCatches,FieldGoalMade,FieldGoalAttempts,FieldGoalPercentage,LongFieldGoalMade,FieldGoalsMade1_19,FieldGoalsMade20_29,FieldGoalsMade30_39,FieldGoalsMade40_49,FieldGoalsMade50Plus,FieldGoalAttempts1_19,FieldGoalAttempts20_29,FieldGoalAttempts30_39,FieldGoalAttempts40_49,FieldGoalAttempts50Plus,ExtraPointsMade,ExtraPointAttempts,ExtraPointPercentage,Punts,PuntYards,LongPunt,GrossAveragePuntYards,NetAveragePuntYards,PuntsBlocked,PuntsInside20,Touchbacks,FairCatches,PuntsReturned,PuntsReturnedYards,AveragePuntReturnYards,row_hash
28,2,2023-12-20,2023-12-27,Week 16,15864,8,26,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d85a74addea95b61985046754dc54d08
28,2,2023-12-20,2023-12-27,Week 16,15880,1,34,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc04e9f3f46b8aec7d356ae06f207921
28,2,2023-12-20,2023-12-27,Week 16,16967,30,27,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f83bef2e5a63a8503264289d144064b
28,2,2023-12-20,2023-12-27,Week 16,2508256,7,1,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbd0855f69b3e337087041456ba1ca34
28,2,2023-12-20,2023-12-27,Week 16,2514206,7,12,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd6913d522435d18646a09af3f38f511
28,2,2023-12-20,2023-12-27,Week 16,2514270,30,16,13,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357c982b161893cf964a05f14c1d55c0
28,2,2023-12-20,2023-12-27,Week 16,2525933,29,29,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d599ea2f6ed4a8b37274188613ba308
28,2,2023-12-20,2023-12-27,Week 16,2574576,7,20,13,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fe1be0de306301f2b875aa7463f046c
28,2,2023-12-20,2023-12-27,Week 16,2574808,1,15,1,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bbafe61fee9cc1f71bb2ac018fc32df
28,2,2023-12-20,2023-12-27,Week 16,2576716,1,28,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4369f98392b6321b58ab1b7db3ce126
28,2,2023-12-20,2023-12-27,Week 16,2576925,7,19,1,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5af55b6e0f88ae96c61908e22393047e
28,2,2023-12-20,2023-12-27,Week 16,2578378,29,13,9,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e32da8252e2261df96d240354fce9aa
28,2,2023-12-20,2023-12-27,Week 16,2971281,7,17,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd98bf0174f600281e518eaaf8664667
28,2,2023-12-20,2023-12-27,Week 16,2971282,32,11,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,099c1e93d9a4004db98ac13016be6e4b
28,2,2023-12-20,2023-12-27,Week 16,2973405,1,8,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344092a73d9243497b2283ea4dfffa29
28,2,2023-12-20,2023-12-27,Week 16,2976316,1,18,13,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920a06d102e76ecfc2c72e17854cf930
28,2,2023-12-20,2023-12-27,Week 16,2976592,1,19,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bcf7871ca23e1c26b06ac6b4a55dd67
28,2,2023-12-20,2023-12-27,Week 16,2977800,1,24,1,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7db504f098757068f26638ea147950ed
28,2,2023-12-20,2023-12-27,Week 16,3045138,1,24,13,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadea17b4251478a65092bf20dc4b0c6
28,2,2023-12-20,2023-12-27,Week 16,3045282,30,23,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71534786fab71a8d241ab22edc72a951
28,2,2023-12-20,2023-12-27,Week 16,3046401,1,18,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7d524c6ee621f89c918b7c86a8dd91c
28,2,2023-12-20,2023-12-27,Week 16,3049916,9,19,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d1abee6b0ae8955652c7d37b07990cc
28,2,2023-12-20,2023-12-27,Week 16,3050073,30,30,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84b28e8db58d4ac095af9c0ef0f446e0
28,2,2023-12-20,2023-12-27,Week 16,3050481,7,4,1,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebb2eb629b7464dbdbc5358d61db1e7f
28,2,2023-12-20,2023-12-27,Week 16,3051738,1,12,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4605d92ba135b81fe041331553efef0
28,2,2023-12-20,2023-12-27,Week 16,3052056,1,15,1,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213f767b0e8eb395c75d1d381a3e46e9
28,2,2023-12-20,2023-12-27,Week 16,3052587,8,27,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f907b2403127f4de56601b0eb11ba721
28,2,2023-12-20,2023-12-27,Week 16,3057956,32,15,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eebba4149fff7751ad94e03937da70b3
28,2,2023-12-20,2023-12-27,Week 16,3061612,1,30,1,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db8724248023f4903589cde1967f7b86
28,2,2023-12-20,2023-12-27,Week 16,3115255,1,16,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e22abfd83419c75271a6e41519b2b636
28,2,2023-12-20,2023-12-27,Week 16,3116164,7,17,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c56ec8c79f3ecf65a61267f997a3832e
28,2,2023-12-20,2023-12-27,Week 16,3116389,9,7,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f4b42328213ad07988e6acf4900ab4c
28,2,2023-12-20,2023-12-27,Week 16,3120348,1,17,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8358ad455afcd14ac2208b12cdfb2461
28,2,2023-12-20,2023-12-27,Week 16,3123052,22,8,29,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09e1e988c23c18cb5dd7367898f8f9e0
28,2,2023-12-20,2023-12-27,Week 16,3123075,1,15,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91d0568a5ab86f18f4678245fa31b770
28,2,2023-12-20,2023-12-27,Week 16,3125232,10,20,29,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81951e7401969cbd5cc324e070fb25a7
28,2,2023-12-20,2023-12-27,Week 16,3128390,1,20,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cde23788f699ba7eef8ed03ba065d728
28,2,2023-12-20,2023-12-27,Week 16,3133487,30,15,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de388160163f458a30e9b29cdb5659be
28,2,2023-12-20,2023-12-27,Week 16,3138677,30,6,13,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c4d1d7f20b29008ad12a78ea0c74620
28,2,2023-12-20,2023-12-27,Week 16,3843945,7,18,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68f467495765c732ee06d51f4d0a105a
28,2,2023-12-20,2023-12-27,Week 16,3859006,36,11,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16694ef1e5900dff5c2879e279a03d06
28,2,2023-12-20,2023-12-27,Week 16,3886598,1,25,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f77b365becf8c7ea19007b668254d34
28,2,2023-12-20,2023-12-27,Week 16,3915411,9,2,1,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452f35fba209cc152f397bd0f3da067
28,2,2023-12-20,2023-12-27,Week 16,3915507,30,15,13,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9fcf19c42ae9e962350bd4da98acc6
28,2,2023-12-20,2023-12-27,Week 16,3916945,1,19,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2af098867efdc28f8a7e9b16bf83796a
28,2,2023-12-20,2023-12-27,Week 16,4917635,29,12,1,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,14,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413667607834d29a16ea3e18d94ef169
28,2,2023-12-20,2023-12-27,Week 16,2574582,31,30,1,11,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,13,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c487b231a831d862431db085196e4c48
28,2,2023-12-20,2023-12-27,Week 16,2576336,9,13,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e892c66397906dd1ee2a216e58a40a51
28,2,2023-12-20,2023-12-27,Week 16,2970716,36,34,13,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,069e1446110753c7e3547b632d109b28
28,2,2023-12-20,2023-12-27,Week 16,2977679,31,2,1,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,13,1,10,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f32ddc695d4d4c569486ee020c530f7f
28,2,2023-12-20,2023-12-27,Week 16,3051852,31,8,1,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,13,1.5,12.5,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a75987428bc9ed51df7fe873f71d103a
28,2,2023-12-20,2023-12-27,Week 16,3057524,29,2,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f578acc8380e51790fc96f5eddda0f5a
28,2,2023-12-20,2023-12-27,Week 16,3122678,30,24,1,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,13,1,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b314d25d0543464ada68ef8650a3cc2
28,2,2023-12-20,2023-12-27,Week 16,3128685,32,23,1,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,13,0.5,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9b33403ca71515b6058aea24e2930a6
28,2,2023-12-20,2023-12-27,Week 16,3892883,32,6,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,13,1,6,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be9bf0204a8028e83bd119bc8bceadb9
28,2,2023-12-20,2023-12-27,Week 16,3895841,29,1,1,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,13,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e34f96803b854011ee067b1212d50c56
28,2,2023-12-20,2023-12-27,Week 16,3915837,32,33,1,13,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,13,2,15,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49829e3c7a33406a34dd46ff88688fdb
28,2,2023-12-20,2023-12-27,Week 16,3932901,36,15,1,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,13,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360766496d088371c998e92ab155ab2e
28,2,2023-12-20,2023-12-27,Week 16,3961466,30,17,13,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,13,4,25,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b34fe028c65e8875de7c47df333400d
28,2,2023-12-20,2023-12-27,Week 16,4034953,36,8,13,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,13,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674e39e1e5bd89af9bf96859d39f27dd
28,2,2023-12-20,2023-12-27,Week 16,4036169,29,19,1,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,13,0,0,0,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7f8e06d3fc8131bac1540543d42c7cd
28,2,2023-12-20,2023-12-27,Week 16,4050971,32,11,1,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,13,1,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb9fca2864e256071cb8d2b5d582ad9c
28,2,2023-12-20,2023-12-27,Week 16,4239094,29,26,1,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c30c2acffa5e0e4f063442f2efcf9a4
28,2,2023-12-20,2023-12-27,Week 16,4362911,32,26,1,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,13,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1aa9ecd124409a34a52b9e430f6ca40a
28,2,2023-12-20,2023-12-27,Week 16,4374066,31,34,13,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,13,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5160ce2cac57f9ec4fc2e94fbb6a758
28,2,2023-12-20,2023-12-27,Week 16,4427493,29,14,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22da9d9ef227b9d91099d3006d0fd753
28,2,2023-12-20,2023-12-27,Week 16,13239,31,21,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,12,3,19,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e316ad58da670e38f3c5779ed10a6bdc
28,2,2023-12-20,2023-12-27,Week 16,14471,30,26,1,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc0550604edd285128f870c4e6b995ac
28,2,2023-12-20,2023-12-27,Week 16,3042717,29,2,13,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,12,0,0,1,2,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136bcafde9503604f96018e0d0d4bcf3
28,2,2023-12-20,2023-12-27,Week 16,3045373,29,15,1,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,12,0,0,0,5,1,3,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbbd122b896e8cb08ce4d1db42b9d3fe
28,2,2023-12-20,2023-12-27,Week 16,3050199,36,25,13,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845f6f4c11bdac56f342b08e32006e5
28,2,2023-12-20,2023-12-27,Week 16,3051921,29,26,1,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,12,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0681d3dd5696e812dde8061f6ede31f7
28,2,2023-12-20,2023-12-27,Week 16,3134316,32,12,1,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7773626e3fbbe847a72fe44d5eab7c02
28,2,2023-12-20,2023-12-27,Week 16,3728305,36,18,1,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,12,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20c496dfbb23c12429cf75cba49ac33e
28,2,2023-12-20,2023-12-27,Week 16,3912562,31,3,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,12,2,9,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b94a7a948421bcd0435b7835fa208fb0
28,2,2023-12-20,2023-12-27,Week 16,4035656,1,14,1,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2c54f5a401a9dea1cafaea1221f5bce
28,2,2023-12-20,2023-12-27,Week 16,4047941,36,17,1,14,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0cbe339d8942e59002b3acb646e614cc
