leagueFK,seasonFK,weekStart,weekEnd,week,playerFK,PlayerPositionFK,playerTeamFK,playerStatusFK,GamesPlayed,ForcedFumbles,FumblesRecovered,FumblesTouchdowns,Completions,PassingAttempts,CompletionPercentage,PassingYards,YardsPerPassAttempt,PassingYardsPerGame,LongestPass,PassingTouchdowns,Interceptions,TotalSacks,SackYardsLost,TotalQBR,PasserRating,AdjustedQBR,RushingAttempts,RushingYards,YardsPerRushAttempt,LongRushing,Yards20PlusRushingPlays,RushingTouchdowns,RushingYardsPerGame,RushingFumbles,RushingFumblesLost,Rushing1stDowns,Receptions,ReceivingTargets,ReceivingYards,YardsPerReception,ReceivingTouchdowns,LongReception,Yards20PlusReceivingPlays,ReceivingYardsPerGame,ReceivingFumbles,ReceivingFumblesLost,ReceivingYardsAfterCatch,ReceivingFirstDowns,SoloTackles,AssistTackles,TotalTackles,Sacks,SackYards,TacklesForLoss,PassesDefended,LongInterception,InterceptionsDefense,InterceptionYards,InterceptionTouchdowns,RushingTouchdowns_duplicate,ReceivingTouchdowns_duplicate,ReturnTouchdowns,TotalTouchdowns,FieldGoals,KickExtraPoints,TotalTwoPointConversions,TotalPoints,TotalPointsPerGame,KickReturns,KickReturnYards,YardsPerKickReturn,LongKickReturn,KickReturnTouchdowns,PuntReturns,PuntReturnYards,YardsPerPuntReturn,LongPuntReturn,PuntReturnTouchdowns,PuntReturnFairCatches,FieldGoalMade,FieldGoalAttempts,FieldGoalPercentage,LongFieldGoalMade,FieldGoalsMade1_19,FieldGoalsMade20_29,FieldGoalsMade30_39,FieldGoalsMade40_49,FieldGoalsMade50Plus,FieldGoalAttempts1_19,FieldGoalAttempts20_29,FieldGoalAttempts30_39,FieldGoalAttempts40_49,FieldGoalAttempts50Plus,ExtraPointsMade,ExtraPointAttempts,ExtraPointPercentage,Punts,PuntYards,LongPunt,GrossAveragePuntYards,NetAveragePuntYards,PuntsBlocked,PuntsInside20,Touchbacks,FairCatches,PuntsReturned,PuntsReturnedYards,AveragePuntReturnYards,row_hash
28,2,2023-11-29,2023-12-06,Week 13,3115480,23,30,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1973,62,48.1,43.9,0,23,4,12,14,95,6.8,f92bccad1191d79491203e64d20bb549
28,2,2023-11-29,2023-12-06,Week 13,4260224,23,33,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2260,67,48.1,39.1,1,21,4,13,22,304,13.8,4ce22710911d03da2cbdda70b4714f8d
28,2,2023-11-29,2023-12-06,Week 13,3915398,23,12,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1865,68,47.8,41.9,0,13,3,14,13,169,13,ef182327ddc5aeda5ff1086bb0633129
28,2,2023-11-29,2023-12-06,Week 13,4240545,23,17,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2677,79,47.8,42.2,0,25,5,14,25,216,8.6,1e79c722d82705dc9dfb7d1dce3f497b
28,2,2023-11-29,2023-12-06,Week 13,2977680,23,1,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2196,62,47.7,41.5,0,16,2,14,20,245,12.2,5d109af6438f1a2754030d23bc85d8b2
28,2,2023-11-29,2023-12-06,Week 13,4361823,23,16,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1809,63,47.6,41.4,0,9,6,10,15,114,7.6,7147bcb4607ea583d5a21507b805a12d
28,2,2023-11-29,2023-12-06,Week 13,4035685,23,25,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1711,67,47.5,42.5,0,19,1,9,15,161,10.7,ee8a2459d48544cc91519504a27ecae7
28,2,2023-11-29,2023-12-06,Week 13,15153,23,29,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2456,69,47.2,43.5,0,19,3,19,20,134,6.7,7cb22f21b1e417c39f69a138701578f5
28,2,2023-11-29,2023-12-06,Week 13,3914922,23,11,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2216,69,47.1,41.7,0,16,0,9,24,256,10.7,3c617270aa676c8a11640a58a87c9a13
28,2,2023-11-29,2023-12-06,Week 13,16166,23,28,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2444,66,47,41.8,0,22,2,17,27,230,8.5,093ddb27791d2058f906cb3ea847071b
28,2,2023-11-29,2023-12-06,Week 13,4248789,23,9,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2104,68,46.8,38.9,0,14,5,19,19,253,13.3,0eb5c78665d367d3dd16f83547c1d02d
28,2,2023-11-29,2023-12-06,Week 13,3936185,23,19,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3362,74,46.7,43.4,0,25,4,25,29,154,5.3,d4657efe606d30cc0d2de4d9cb427bec
28,2,2023-11-29,2023-12-06,Week 13,3051397,23,34,1,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1387,74,46.2,43,0,14,1,13,11,77,7,3c6bccdf4a6205bf65bea55d4654910f
28,2,2023-11-29,2023-12-06,Week 13,4240128,23,3,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1919,62,45.7,36.4,0,11,4,7,21,309,14.7,28bd0553fb46973dc902ec2f97adcf06
28,2,2023-11-29,2023-12-06,Week 13,4047860,23,22,9,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,592,56,45.5,40.3,0,2,1,3,7,48,6.9,204073d0d1dd8acc6c8a81aeb7cb5a16
28,2,2023-11-29,2023-12-06,Week 13,3931395,23,15,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1411,66,45.5,42.2,0,11,2,11,9,62,6.9,0ce47ea221f94914d123aa91372348b0
28,2,2023-11-29,2023-12-06,Week 13,2577619,23,7,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1999,68,45.4,41,0,11,3,13,21,136,6.5,e2cd6f52c9478d9ec4b6932ce768ff44
28,2,2023-11-29,2023-12-06,Week 13,16241,23,23,9,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,495,52,45,38.9,0,3,2,4,4,27,6.8,27e07e50b29b2b0b37b54753ce3e7acd
28,2,2023-11-29,2023-12-06,Week 13,3916370,23,8,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1438,62,44.9,42.3,0,17,1,15,10,64,6.4,73a2abf31c4372db550608ac10beca8d
28,2,2023-11-29,2023-12-06,Week 13,3126368,23,24,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1973,65,44.8,41.1,0,14,2,19,15,123,8.2,02aa8a6b7703e57b0eac942d1ca71901
28,2,2023-11-29,2023-12-06,Week 13,4240485,23,23,1,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2323,63,44.7,39.8,0,22,4,14,18,175,9.7,b373fcfad53fbabebb5fd9cf2e9aab0d
28,2,2023-11-29,2023-12-06,Week 13,15928,23,2,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1514,70,44.5,38.3,0,13,2,11,14,173,12.4,8eb16eaeff942a6cc5a7ad7c2186fb65
28,2,2023-11-29,2023-12-06,Week 13,4258197,23,4,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2401,62,44.5,40.1,0,12,5,21,20,138,6.9,2937fbaa0d61522b513522203be8520f
28,2,2023-11-29,2023-12-06,Week 13,4371989,23,21,9,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,347,54,43.4,38.4,0,2,0,2,5,40,8,7a9f4eec268b68437a5458b5a190b781
28,2,2023-11-29,2023-12-06,Week 13,4568308,23,18,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2155,62,43.1,39.9,0,21,3,17,19,101,5.3,ce318ca414cac5a50210f0b7eeb170ed
28,2,2023-11-29,2023-12-06,Week 13,4569130,23,34,9,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,590,54,42.1,38.6,0,2,2,5,3,9,3,362e585df7d51887f0a73b4f1d7fd193
28,2,2023-11-29,2023-12-06,Week 13,2972515,8,6,1,6,,,0,15,20,75,114,5.7,19,29,0,1,1,8,44.9,67.5,46.8,12,-5,-0.4,6,0,0,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ca8226bb48ded9a6d9a05d1196898af
28,2,2023-11-29,2023-12-06,Week 13,4373632,8,16,1,2,,,0,8,10,80,101,10.1,50.5,47,0,0,1,0,28.5,108.8,28.3,4,10,2.5,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90046fa7b0f5c6db65f2732ce8cfb4bd
28,2,2023-11-29,2023-12-06,Week 13,4242512,8,10,1,3,,,0,4,5,80,74,14.8,24.7,48,0,0,4,30,2,118.8,3.5,5,21,4.2,11,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84cf9b69ee2af3e27dc479b936663024
28,2,2023-11-29,2023-12-06,Week 13,3051381,8,15,1,3,,,0,2,3,66.7,67,22.3,22.3,68,1,1,0,0,36.2,109.7,26.2,5,-7,-1.4,-1,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5ba6169e2266bbdb404276399071a23
28,2,2023-11-29,2023-12-06,Week 13,3924327,8,26,1,2,,,0,4,12,33.3,66,5.5,33,51,0,1,0,0,20.8,18.1,25.7,1,11,11,11,0,0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb6e9570e06d4baad5841ceba36e85df
28,2,2023-11-29,2023-12-06,Week 13,4360175,8,22,1,4,,,0,12,21,57.1,62,3,15.5,14,0,2,7,41,0.8,22.6,1.8,6,29,4.8,11,0,1,7.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e27f7b84d8b21cdecd54b09277655574
28,2,2023-11-29,2023-12-06,Week 13,4035671,8,33,1,3,,,0,5,8,62.5,38,4.8,12.7,13,1,0,0,0,64.1,113.5,61.3,6,16,2.7,8,0,0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a4d3851817d261252ebeae19ba94db9
28,2,2023-11-29,2023-12-06,Week 13,13987,8,12,1,1,,,0,3,5,60,31,6.2,31,15,0,2,0,0,2.6,38.3,2.2,2,-1,-0.5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6befae466c18522a6ca7e5fe201d8a2f
28,2,2023-11-29,2023-12-06,Week 13,12701,23,20,1,11,,,0,1,1,100,18,18,1.6,18,0,0,0,0,,118.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492728c3f5d0fdf379ebe83ab962fee6
28,2,2023-11-29,2023-12-06,Week 13,2979520,8,30,1,4,,,0,3,4,75,14,3.5,3.5,6,0,0,0,0,62.3,79.2,58.3,3,-2,-0.7,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ec1ecb72d966221909c32b856d1e19c
28,2,2023-11-29,2023-12-06,Week 13,4428850,1,9,1,10,,,0,1,1,100,14,14,1.4,14,0,0,0,0,94.9,118.8,93.3,1,1,1,1,0,0,0.1,0,0,0,20,32,331,16.5,1,35,6,33.1,2,1,121,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a58bcd44197111293b5d2ec3dd28f0f
28,2,2023-11-29,2023-12-06,Week 13,3115480,23,30,1,11,,,0,1,1,100,13,13,1.2,13,0,0,0,0,,118.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2e69f8e5a6bc912fce3a35a1762b7f5
28,2,2023-11-29,2023-12-06,Week 13,15153,23,29,1,11,,,0,1,1,100,7,7,0.6,7,0,0,0,0,,95.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173f4ad82083bd6e7974ffab6d30018e
28,2,2023-11-29,2023-12-06,Week 13,3912547,8,25,1,5,,,0,2,3,66.7,7,2.3,1.4,6,0,0,0,0,0.1,70.1,0.1,8,-8,-1,-1,0,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6bfcf86b409ad7fd4c95efd46571fc13
28,2,2023-11-29,2023-12-06,Week 13,4040761,9,34,1,11,,,0,1,1,100,6,6,0.5,6,1,0,0,0,100,131.2,100,120,489,4.1,22,2,2,44.5,0,0,18,18,22,113,6.3,0,33,1,10.3,0,0,133,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b84cf169a0da992e899ec7d564e6985f
28,2,2023-11-29,2023-12-06,Week 13,4242546,8,34,1,1,,,0,1,1,100,2,2,2,2,0,0,0,0,1,79.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5657f6ffba91fc28f0dd62105640fed5
28,2,2023-11-29,2023-12-06,Week 13,8439,8,20,13,1,,,0,0,1,0,0,0,0,0,0,0,1,10,2.7,39.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761b008d74df39a978478a284d718d2e
28,2,2023-11-29,2023-12-06,Week 13,2972236,8,3,1,1,,,0,0,0,0,0,0,0,0,0,0,1,5,2.1,39.6,1.7,2,-4,-2,-2,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358410e449d24d7c4c524869cd2b7273
28,2,2023-11-29,2023-12-06,Week 13,3054212,7,1,1,11,,,0,0,1,0,0,0,0,0,0,0,0,0,0.8,39.6,0.7,1,0,0,0,0,0,0,0,0,0,35,45,423,12.1,2,60,3,38.5,1,1,261,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7267e5961b242ccfdc703170658bb66c
28,2,2023-11-29,2023-12-06,Week 13,3121410,1,19,1,12,,,0,0,0,0,0,0,0,0,0,0,1,8,0,39.6,0,0,0,0,0,0,0,0,0,0,0,20,27,104,5.2,0,17,0,8.7,0,0,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc0232edd6c862dd9e0289609a3a257b
28,2,2023-11-29,2023-12-06,Week 13,4034946,8,27,1,2,,,0,0,1,0,0,0,0,0,0,0,0,0,1,39.6,1.2,1,-1,-1,-1,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24bffe193e33eaf501aa0069bb1183c3
28,2,2023-11-29,2023-12-06,Week 13,4047365,9,13,1,12,,,0,0,0,0,0,0,0,0,0,0,1,4,0.2,39.6,0.2,220,771,3.5,63,3,6,64.2,2,1,33,35,52,280,8,0,21,1,23.3,1,0,274,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b97a3a25b4f06bf1868ea9f995327d08
28,2,2023-11-29,2023-12-06,Week 13,4240069,8,17,29,1,,,0,0,0,0,0,0,0,0,0,0,1,5,0.1,39.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba6fc4a3c80450c51efb84fdfb97f57f
28,2,2023-11-29,2023-12-06,Week 13,3123076,7,5,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,51,78,492,9.6,2,41,4,44.7,1,1,369,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98d687460d0ac6b5967d90c0a6e6579d
28,2,2023-11-29,2023-12-06,Week 13,4258595,7,3,1,12,,,0,0,0,0,0,0,0,0,0,0,0,0,47.8,39.6,39.4,3,2,0.7,1,0,0,0.2,0,0,2,56,68,482,8.6,5,24,4,40.2,1,0,239,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0ddb152ac070974106e1f21713b171f
28,2,2023-11-29,2023-12-06,Week 13,4385690,7,2,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,56,64,474,8.5,2,22,2,43.1,1,1,231,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6f1604870bcf7004a58e08fbff6e16a
28,2,2023-11-29,2023-12-06,Week 13,4430878,1,26,1,12,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,45,68,468,10.4,2,35,5,39,0,0,281,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103c7a7ae572433aeff66f77d4d48085
28,2,2023-11-29,2023-12-06,Week 13,3045144,1,4,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,1,6,6,6,0,0,0.5,0,0,1,50,72,462,9.2,2,64,3,42,0,0,196,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21a4de4334fba58f3ff4ffae13ee7912
28,2,2023-11-29,2023-12-06,Week 13,3117256,7,34,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,40,61,455,11.4,5,31,7,41.4,1,1,174,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2892ee584fdc883fe001827a8db66529
28,2,2023-11-29,2023-12-06,Week 13,2976316,1,18,13,10,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,39,64,448,11.5,1,31,4,44.8,0,0,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62b088920d4483daaef46d84796cc690
28,2,2023-11-29,2023-12-06,Week 13,3121427,1,28,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,2.5,39.6,2.4,4,20,5,13,0,1,1.8,0,0,2,47,63,443,9.4,2,37,4,40.3,0,0,203,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80412e573ff9a847e98ad5891354bf20
28,2,2023-11-29,2023-12-06,Week 13,4360248,7,1,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,1,-4,-4,-4,0,0,-0.4,0,0,0,37,60,441,11.9,1,39,4,40.1,0,0,102,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a65de56cc4e23276bcb9efb37e1f1672
28,2,2023-11-29,2023-12-06,Week 13,4241463,1,7,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,37,53,440,11.9,1,46,5,44,1,0,151,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4668e5daa22e2104fc189a37b2d49ec0
28,2,2023-11-29,2023-12-06,Week 13,3121409,1,34,1,5,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,1,-1,-1,-1,0,0,-0.2,0,0,0,21,28,439,20.9,1,75,12,87.8,0,0,191,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17fabc3358938ee8ca1f7a9e786e8b1f
28,2,2023-11-29,2023-12-06,Week 13,3115306,1,8,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,27,41,438,16.2,4,33,14,39.8,1,1,107,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc775ef65bb8b49e8c0919481e1c2159
28,2,2023-11-29,2023-12-06,Week 13,3916945,1,19,1,12,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,32,53,435,13.6,1,40,8,36.2,0,0,157,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00925abd3c236c06f74e649d4f7477c7
28,2,2023-11-29,2023-12-06,Week 13,4360761,1,22,1,9,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,28,39,435,15.5,2,69,5,48.3,0,0,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660745dd9ff6471a41f161c226608c72
28,2,2023-11-29,2023-12-06,Week 13,4361409,1,28,1,12,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,42,69,435,10.4,4,33,4,36.2,0,0,91,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bcf63966073ef70803c213321287fe8e
28,2,2023-11-29,2023-12-06,Week 13,4361432,1,9,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,41,69,433,10.6,7,30,3,39.4,0,0,87,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5eb2d1b97a5654a43321deadf2c08b2
28,2,2023-11-29,2023-12-06,Week 13,16813,7,28,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,48.6,39.6,44.4,1,2,2,2,0,0,0.2,0,0,1,45,62,424,9.4,3,29,3,38.5,2,2,215,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2b17c703c95e689c6ed20a9589d39b8
28,2,2023-11-29,2023-12-06,Week 13,3916566,1,16,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,0,0,0,0,0,0,0,0,0,0,36,55,418,11.6,2,36,6,38,1,0,152,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f871a6f7c8804eeeb12e7b5fa333aa66
